============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 20 2019  11:31:57 am
  Module:                 FME_INTER_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage   Internal    Net        Dynamic          Total       
                                                                  (Internal+Net) (Leakage+Dynamic) 
           Instance           Cells Power(uW) Power(uW) Power(uW)    Power(uW)       Power(uW)     
---------------------------------------------------------------------------------------------------
FME_INTER_4                   20947   101.995 16040.706 10879.567      26920.273         27022.268 
  U_buffer                    14538    65.842 12576.695  5860.625      18437.320         18503.162 
    csa_tree_P.._18_16_groupi    28     0.139     8.102     9.644         17.746            17.885 
    csa_tree_P.._18_16_groupi    28     0.139     7.952     9.429         17.381            17.520 
    csa_tree_P.._18_16_groupi    28     0.139     8.507     9.992         18.499            18.638 
    csa_tree_P.._18_16_groupi    28     0.139     8.312     9.986         18.298            18.437 
    csa_tree_P.._18_16_groupi    28     0.139     8.154     9.700         17.855            17.994 
    csa_tree_P.._18_16_groupi    28     0.139     8.400     9.830         18.230            18.369 
    csa_tree_P.._18_16_groupi    28     0.139     8.203     9.670         17.874            18.013 
    csa_tree_P.._18_16_groupi    28     0.139     8.683    10.341         19.024            19.164 
    csa_tree_P.._18_16_groupi    28     0.139     7.709     9.039         16.748            16.888 
    csa_tree_P.._18_16_groupi    28     0.139     8.592    10.039         18.631            18.770 
    csa_tree_P.._18_16_groupi    28     0.139     8.146     9.779         17.925            18.065 
    csa_tree_P.._18_16_groupi    28     0.139     8.271     9.809         18.080            18.219 
    csa_tree_P.._18_16_groupi    28     0.139     7.556     9.093         16.649            16.788 
    csa_tree_P.._18_16_groupi    28     0.139     7.833     9.349         17.182            17.321 
    csa_tree_P.._18_16_groupi    28     0.139     7.462     8.913         16.375            16.514 
    csa_tree_P.._18_16_groupi    28     0.139     7.675     9.025         16.700            16.839 
    csa_tree_P.._18_16_groupi    28     0.139     8.700    10.220         18.920            19.059 
    csa_tree_P.._18_16_groupi    28     0.139     7.392     8.872         16.264            16.403 
    csa_tree_P.._18_16_groupi    28     0.139     7.924     9.406         17.330            17.469 
    csa_tree_P.._18_16_groupi    28     0.139     9.377    11.227         20.604            20.743 
    csa_tree_P.._18_16_groupi    28     0.139     7.811     9.112         16.923            17.062 
    csa_tree_P.._18_16_groupi    28     0.139     8.369    10.044         18.413            18.552 
    csa_tree_P.._18_16_groupi    28     0.139     8.594    10.320         18.914            19.053 
    csa_tree_P.._18_16_groupi    28     0.139     7.938     9.451         17.389            17.528 
    PUs[2].U_F..S11_add_41_16    10     0.060     3.376     3.293          6.670             6.730 
    PUs[4].U_F..S11_add_41_16    10     0.060     3.991     3.982          7.972             8.033 
    PUs[1].U_F..S11_add_41_16    10     0.060     3.620     3.588          7.208             7.268 
    PUs[5].U_F..S11_add_41_16    10     0.060     3.426     3.397          6.823             6.883 
    PUs[10].U_..S11_add_41_16    10     0.060     3.987     3.994          7.981             8.041 
    PUs[15].U_..S11_add_41_16    10     0.060     4.112     4.115          8.227             8.288 
    PUs[12].U_..S11_add_41_16    10     0.060     4.058     4.084          8.142             8.202 
    PUs[7].U_F..S11_add_41_16    10     0.060     3.458     3.475          6.933             6.994 
    PUs[8].U_F..S11_add_41_16    10     0.060     3.759     3.772          7.531             7.591 
    PUs[6].U_F..S11_add_41_16    10     0.060     3.792     3.815          7.607             7.667 
    PUs[13].U_..S11_add_41_16    10     0.060     3.696     3.704          7.400             7.460 
    PUs[11].U_..S11_add_41_16    10     0.060     3.839     3.846          7.685             7.745 
    PUs[9].U_F..S11_add_41_16    10     0.060     3.763     3.706          7.469             7.529 
    PUs[14].U_..S11_add_41_16    10     0.060     3.646     3.624          7.270             7.330 
    PUs[16].U_..S11_add_41_16    10     0.060     3.253     3.232          6.485             6.545 
    PUs[0].U_F..S11_add_41_16    10     0.060     4.001     4.000          8.001             8.060 
    PUs[3].U_F..S11_add_41_16    10     0.060     3.660     3.649          7.309             7.368 
    PUs[0].U_F.._S0_add_18_10     9     0.059     3.505     6.102          9.608             9.666 
    PUs[2].U_F.._S0_add_18_10     9     0.059     3.990     6.867         10.857            10.916 
    PUs[3].U_F.._S0_add_18_10     9     0.058     3.128     5.662          8.790             8.848 
    PUs[0].U_F.._S0_add_18_10     9     0.058     3.309     4.426          7.735             7.794 
    PUs[13].U_.._S0_add_18_10     9     0.058     3.890     6.886         10.776            10.835 
    PUs[7].U_F.._S0_add_18_10     9     0.058     3.681     6.579         10.259            10.318 
    PUs[9].U_F.._S0_add_18_10     9     0.058     3.391     6.211          9.602             9.661 
    PUs[8].U_F.._S0_add_18_10     9     0.058     3.462     6.365          9.828             9.886 
    PUs[10].U_.._S0_add_18_10     9     0.058     3.338     5.971          9.309             9.367 
    PUs[5].U_F.._S0_add_18_10     9     0.058     3.491     6.128          9.619             9.677 
    PUs[16].U_.._S0_add_18_10     9     0.058     3.704     5.378          9.082             9.140 
    PUs[6].U_F.._S0_add_18_10     9     0.058     3.339     6.081          9.420             9.478 
    PUs[15].U_.._S0_add_18_10     9     0.058     3.198     5.793          8.991             9.049 
    PUs[11].U_.._S0_add_18_10     9     0.058     2.939     5.478          8.417             8.475 
    PUs[12].U_.._S0_add_18_10     9     0.058     3.213     5.857          9.070             9.128 
    PUs[4].U_F.._S0_add_18_10     9     0.058     3.180     5.573          8.752             8.810 
    PUs[14].U_.._S0_add_18_10     9     0.058     3.001     5.282          8.283             8.340 
    PUs[1].U_F.._S0_add_18_10     9     0.057     3.261     5.738          8.999             9.056 
    PUs[0].U_F.._S1_add_18_10     9     0.054     3.326     9.348         12.675            12.729 
    PUs[2].U_F.._S1_add_18_10     9     0.054     2.877     8.363         11.240            11.294 
    PUs[3].U_F.._S1_add_18_10     9     0.054     3.122     8.867         11.989            12.043 
    PUs[11].U_.._S1_add_18_10     9     0.054     2.868     8.266         11.134            11.187 
    PUs[0].U_F.._S1_add_18_10     9     0.054     3.153     5.335          8.489             8.542 
    PUs[12].U_.._S1_add_18_10     9     0.054     3.140     8.790         11.930            11.983 
    PUs[9].U_F.._S1_add_18_10     9     0.054     3.106     8.566         11.672            11.725 
    PUs[16].U_.._S1_add_18_10     9     0.054     3.400     5.690          9.090             9.144 
    PUs[7].U_F.._S1_add_18_10     9     0.054     2.970     8.198         11.168            11.222 
    PUs[5].U_F.._S1_add_18_10     9     0.054     2.685     8.050         10.735            10.788 
    PUs[8].U_F.._S1_add_18_10     9     0.054     2.410     7.017          9.426             9.480 
    PUs[6].U_F.._S1_add_18_10     9     0.054     2.985     8.707         11.692            11.745 
    PUs[10].U_.._S1_add_18_10     9     0.053     2.744     8.089         10.833            10.886 
    PUs[13].U_.._S1_add_18_10     9     0.053     3.061     8.799         11.860            11.913 
    PUs[15].U_.._S1_add_18_10     9     0.053     2.752     8.169         10.921            10.975 
    PUs[4].U_F.._S1_add_18_10     9     0.053     2.848     8.460         11.308            11.361 
    PUs[14].U_.._S1_add_18_10     9     0.053     2.505     7.147          9.651             9.705 
    PUs[1].U_F.._S1_add_18_10     9     0.053     2.320     6.978          9.298             9.351 
  U_crtl                         83     0.439    54.168    12.324         66.492            66.931 
    inc_add_824_29                7     0.035     0.141     0.117          0.258             0.293 
    inc_add_794_29                6     0.030     0.490     0.406          0.896             0.926 
    inc_add_809_29                6     0.030     0.140     0.117          0.257             0.287 
    lt_722_18                     2     0.009     0.065     0.039          0.104             0.113 
    lt_729_18                     2     0.008     0.000     0.000          0.000             0.008 
    lt_736_18                     2     0.008     0.047     0.040          0.087             0.095 
  clipping[4].U_clip             11     0.050     4.082     2.533          6.615             6.665 
    gte_592_34                    3     0.010     0.323     0.476          0.800             0.810 
  clipping[5].U_clip             11     0.049     3.653     2.389          6.041             6.091 
    gte_592_34                    3     0.010     0.271     0.525          0.796             0.806 
  clipping[16].U_clip            11     0.049     3.590     2.444          6.034             6.083 
    gte_592_34                    3     0.010     0.330     0.635          0.965             0.975 
  clipping[10].U_clip            11     0.049     4.300     2.825          7.125             7.174 
    gte_592_34                    3     0.010     0.398     0.668          1.067             1.077 
  clipping[13].U_clip            11     0.049     4.089     2.707          6.796             6.845 
    gte_592_34                    3     0.010     0.369     0.650          1.019             1.029 
  clipping[1].U_clip             11     0.049     4.185     2.842          7.027             7.076 
    gte_592_34                    3     0.010     0.525     0.809          1.334             1.344 
  clipping[7].U_clip             11     0.048     3.867     2.934          6.801             6.849 
    gte_592_34                    3     0.010     0.480     1.016          1.496             1.506 
  clipping[8].U_clip             11     0.048     3.517     2.490          6.008             6.056 
    gte_592_34                    3     0.010     0.395     0.743          1.138             1.148 
  clipping[6].U_clip             11     0.048     3.369     2.500          5.869             5.917 
    gte_592_34                    3     0.009     0.327     0.784          1.110             1.120 
  clipping[12].U_clip            11     0.048     3.105     2.507          5.612             5.660 
    gte_592_34                    3     0.010     0.415     0.984          1.399             1.409 
  clipping[9].U_clip             11     0.048     3.001     2.297          5.298             5.346 
    gte_592_34                    3     0.010     0.293     0.767          1.060             1.070 
  clipping[14].U_clip            11     0.047     3.107     2.592          5.700             5.747 
    gte_592_34                    3     0.010     0.509     1.108          1.617             1.626 
  clipping[15].U_clip            11     0.047     2.685     2.283          4.968             5.015 
    gte_592_34                    3     0.010     0.414     0.984          1.398             1.408 
  clipping[11].U_clip            11     0.047     2.772     2.327          5.099             5.146 
    gte_592_34                    3     0.010     0.384     0.966          1.350             1.360 
  clipping[2].U_clip             11     0.047     2.486     2.084          4.570             4.616 
    gte_592_34                    3     0.010     0.420     0.909          1.329             1.338 
  clipping[0].U_clip             11     0.047     2.485     1.784          4.270             4.316 
    gte_592_34                    3     0.010     0.392     0.594          0.986             0.996 
  clipping[3].U_clip             11     0.046     2.586     2.299          4.884             4.931 
    gte_592_34                    3     0.010     0.508     1.108          1.616             1.626 
  clipping[4..ip_gte_592_34       3     0.011     0.622     0.830          1.452             1.462 
  clipping[4..ip_gte_592_34       3     0.010     0.412     0.794          1.206             1.216 
  clipping[2..ip_gte_592_34       3     0.010     0.466     0.827          1.293             1.304 
  clipping[4..ip_gte_592_34       3     0.010     0.316     0.663          0.980             0.990 
  clipping[2..ip_gte_592_34       3     0.010     0.464     0.826          1.291             1.301 
  clipping[2..ip_gte_592_34       3     0.010     0.440     0.731          1.170             1.181 
  clipping[4..ip_gte_592_34       3     0.010     0.406     0.873          1.279             1.289 
  clipping[3..ip_gte_592_34       3     0.010     0.426     0.889          1.316             1.326 
  clipping[3..ip_gte_592_34       3     0.010     0.264     0.550          0.814             0.824 
  clipping[2..ip_gte_592_34       3     0.010     0.371     0.855          1.226             1.236 
  clipping[4..ip_gte_592_34       3     0.010     0.593     1.309          1.903             1.913 
  clipping[2..ip_gte_592_34       3     0.010     0.431     0.810          1.242             1.252 
  clipping[4..ip_gte_592_34       3     0.010     0.279     0.805          1.084             1.094 
  clipping[3..ip_gte_592_34       3     0.010     0.372     0.777          1.149             1.159 
  clipping[4..ip_gte_592_34       3     0.010     0.455     0.907          1.362             1.372 
  clipping[2..ip_gte_592_34       3     0.010     0.251     0.708          0.960             0.970 
  clipping[1..ip_gte_592_34       3     0.010     0.312     0.663          0.975             0.985 
  clipping[3..ip_gte_592_34       3     0.010     0.374     0.855          1.229             1.239 
  clipping[3..ip_gte_592_34       3     0.010     0.338     0.760          1.099             1.109 
  clipping[4..ip_gte_592_34       3     0.010     0.226     0.612          0.838             0.848 
  clipping[4..ip_gte_592_34       3     0.010     0.516     1.019          1.536             1.546 
  clipping[2..ip_gte_592_34       3     0.010     0.399     0.792          1.191             1.201 
  clipping[5..ip_gte_592_34       3     0.010     0.252     0.550          0.802             0.812 
  clipping[3..ip_gte_592_34       3     0.010     0.260     0.550          0.810             0.820 
  clipping[4..ip_gte_592_34       3     0.010     0.275     0.806          1.081             1.091 
  clipping[1..ip_gte_592_34       3     0.010     0.224     0.613          0.837             0.847 
  clipping[3..ip_gte_592_34       3     0.010     0.227     0.533          0.759             0.769 
  clipping[3..ip_gte_592_34       3     0.010     0.469     0.746          1.215             1.225 
  clipping[2..ip_gte_592_34       3     0.010     0.303     0.823          1.126             1.136 
  clipping[1..ip_gte_592_34       3     0.010     0.249     0.709          0.958             0.968 
  clipping[2..ip_gte_592_34       3     0.010     0.315     0.585          0.899             0.909 
  clipping[3..ip_gte_592_34       3     0.010     0.282     0.646          0.928             0.938 
  clipping[3..ip_gte_592_34       3     0.010     0.311     0.743          1.053             1.063 
  clipping[2..ip_gte_592_34       3     0.009     0.397     0.794          1.191             1.200 

