============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  03:35:54 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                        Instance                                          Module                   Cells  Cell Area  Net Area   Total Area 
    csa_tree_U_S12_2_add_91_9_groupi                     csa_tree_U_S12_2_add_91_9_group_299_400     140        826       239         1066 
    csa_tree_U_S3_5_add_64_8_groupi                      csa_tree_U_S3_5_add_64_8_group_323_379      138        792       229         1021 
    csa_tree_fac2_groupi                                 csa_tree_fac2_group_253_410                 129        745       217          961 
    csa_tree_U_S9_4_add_64_8_groupi                      csa_tree_U_S9_4_add_64_8_group_269_394      114        720       200          920 
    csa_tree_fac1_groupi                                 csa_tree_fac1_group_255_409                 123        707       206          913 
    csa_tree_U_S11_6_add_64_12_groupi                    csa_tree_U_S11_6_add_64_12_group_261_399    117        632       220          852 
    csa_tree_U_S14_5_add_64_8_groupi                     csa_tree_U_S14_5_add_64_8_group_267_405     102        594       187          781 
    csa_tree_U_S15_4_add_64_8_groupi                     csa_tree_U_S15_4_add_64_8_group_327_407      78        568       143          711 
    csa_tree_U_S1_4_add_64_8_groupi                      csa_tree_U_S1_4_add_64_8_group_329_375       76        556       143          698 
    csa_tree_U_S4_3_add_91_9_groupi                      csa_tree_U_S4_3_add_91_9_group_301_382      106        499       194          692 
    csa_tree_U_S8_5_add_64_8_groupi                      csa_tree_U_S8_5_add_64_8_group_273_391       99        476       181          657 
    csa_tree_U_S14_6_add_64_8_groupi                     csa_tree_U_S14_6_add_64_8_group_311_406      86        465       159          623 
    csa_tree_U_S9_3_add_91_9_groupi                      csa_tree_U_S9_3_add_91_9_group_279_393       78        483       132          615 
    U_S9_7_add_64_8                                      add_signed_371_810                           98        426       164          590 
    csa_tree_U_S4_7_add_64_12_groupi                     csa_tree_U_S4_7_add_64_12_group_295_384      68        460       123          583 
