============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  03:35:54 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                        Instance                                          Module                   Cells  Cell Area  Net Area   Total Area 
-------------------------------------------------------------------------------------------------------------------------------------------
top_level                                                                                          85082     472685    183916       656601 
  GEN[5].U_MULTIi_SHRP                                   filter_sharp_bit_width10_5                 6569      36101     13522        49623 
  GEN[4].U_MULTIi_SHRP                                   filter_sharp_bit_width10_4                 6605      35672     13586        49258 
  GEN[2].U_MULTIi_SHRP                                   filter_sharp_bit_width10_2                 6534      35596     13423        49019 
  GEN[6].U_MULTIi_SHRP                                   filter_sharp_bit_width10_6                 6493      35422     13381        48803 
  GEN[7].U_MULTIi_SHRP                                   filter_sharp_bit_width10_7                 6392      35389     13233        48622 
  GEN[3].U_MULTIi_SHRP                                   filter_sharp_bit_width10_3                 6429      34811     13305        48116 
  GEN[1].U_MULTIi_SHRP_csa_tree_U_S7_6_add_64_12_groupi  csa_tree_U_S7_6_add_64_12_group_278_1       175       1134       324         1458 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S7_6_add_64_12_groupi  csa_tree_U_S7_6_add_64_12_group_278         177       1123       329         1451 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S9_6_add_64_12_groupi  csa_tree_U_S9_6_add_64_12_group_276         156       1126       298         1424 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S12_6_add_64_12_groupi csa_tree_U_S12_6_add_64_12_group_258        167       1020       302         1322 
  GEN[1].U_MULTIi_SHRP_csa_tree_U_S3_6_add_64_8_groupi   csa_tree_U_S3_6_add_64_8_group_310_1        161        996       301         1297 
  GEN[1].U_MULTIi_SHRP_csa_tree_U_S9_6_add_64_12_groupi  csa_tree_U_S9_6_add_64_12_group_276_1       158        982       298         1280 
  GEN[2].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_6483_308      168        974       304         1278 
  GEN[1].U_MULTIi_SHRP_csa_tree_U_S13_6_add_64_8_groupi  csa_tree_U_S13_6_add_64_8_group_308_1       164        962       299         1261 
  GEN[3].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_6483_253      177        941       318         1259 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S3_6_add_64_8_groupi   csa_tree_U_S3_6_add_64_8_group_310          160        953       298         1251 
  GEN[5].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_6483          174        929       315         1244 
  GEN[7].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_6483_363      167        937       307         1244 
  GEN[1].U_MULTIi_SHRP_csa_tree_U_S6_6_add_64_12_groupi  csa_tree_U_S6_6_add_64_12_group_286_1       138        973       266         1239 
  GEN[0].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_11469         160        932       297         1229 
  GEN[4].U_MULTIi_REGU_csa_tree_U_S63_add_91_9_groupi    csa_tree_U_S63_add_91_9_group_6483_198      166        920       301         1221 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S6_6_add_64_12_groupi  csa_tree_U_S6_6_add_64_12_group_286         143        945       273         1219 
  GEN[0].U_MULTIi_SHRP_csa_tree_U_S10_6_add_64_12_groupi csa_tree_U_S10_6_add_64_12_group_284        142        948       270         1218 
