============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  03:36:03 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage    Internal  
       Gate         Instances     Area    Power (uW)  Power (uW)     Library    
HS65_LS_OAI212X20           8     120.640      0.201      49.938    CORE65LPSVT 
HS65_LS_OAI212X5           21      87.360      0.129      30.137    CORE65LPSVT 
HS65_LS_OAI21X12          134     696.800      1.054     247.409    CORE65LPSVT 
HS65_LS_OAI21X18          247    1669.720      3.378     666.248    CORE65LPSVT 
HS65_LS_OAI21X24           86     760.240      1.709     289.170    CORE65LPSVT 
HS65_LS_OAI21X3           202     525.200      0.396     105.127    CORE65LPSVT 
HS65_LS_OAI21X37           33     429.000      1.017     171.259    CORE65LPSVT 
HS65_LS_OAI21X49           17     291.720      0.732      84.492    CORE65LPSVT 
HS65_LS_OAI21X6            49     152.880      0.208      53.869    CORE65LPSVT 
HS65_LS_OAI21X9            67     348.400      0.445      94.965    CORE65LPSVT 
HS65_LS_OAI222X9            1       9.360      0.011       2.686    CORE65LPSVT 
HS65_LS_OAI22X11           20     124.800      0.196      36.604    CORE65LPSVT 
HS65_LS_OAI22X17            8      70.720      0.121      25.695    CORE65LPSVT 
HS65_LS_OAI22X22            2      23.920      0.040      10.760    CORE65LPSVT 
HS65_LS_OAI22X33            5      85.800      0.152      32.448    CORE65LPSVT 
HS65_LS_OAI22X6            90     327.600      0.360     152.934    CORE65LPSVT 
HS65_LS_OAI22X8             5      31.200      0.032      16.266    CORE65LPSVT 
HS65_LS_OAI311X5           33     137.280      0.192      54.719    CORE65LPSVT 
HS65_LS_OAI31X10            3      18.720      0.026       7.984    CORE65LPSVT 
HS65_LS_OAI31X15            8      70.720      0.097      33.904    CORE65LPSVT 
HS65_LS_OAI31X20            4      47.840      0.068      20.849    CORE65LPSVT 
HS65_LS_OAI31X30            1      17.160      0.026       5.908    CORE65LPSVT 
HS65_LS_OAI31X5            22      80.080      0.092      22.799    CORE65LPSVT 
HS65_LS_OAI31X7             3      18.720      0.020       7.171    CORE65LPSVT 
HS65_LS_OAI32X14            1      10.920      0.016       3.287    CORE65LPSVT 
HS65_LS_OAI32X5            13      54.080      0.060      13.479    CORE65LPSVT 
HS65_LS_OAI32X9             8      62.400      0.079      14.215    CORE65LPSVT 
HS65_LS_OR2ABX18            6      24.960      0.051       4.612    CORE65LPSVT 
HS65_LS_OR2ABX27           12      68.640      0.155      41.353    CORE65LPSVT 
HS65_LS_OR2ABX35            4      22.880      0.081       6.484    CORE65LPSVT 
HS65_LS_OR2X18            459    1670.760      4.230     922.431    CORE65LPSVT 
HS65_LS_OR2X27            244    1395.680      3.466     788.121    CORE65LPSVT 
HS65_LS_OR2X35            112     698.880      2.178     507.780    CORE65LPSVT 
HS65_LS_OR2X9            1040    3244.800      4.363    1042.780    CORE65LPSVT 
HS65_LS_OR3ABCX35           3      18.720      0.064      18.342    CORE65LPSVT 
HS65_LS_OR3X18              5      23.400      0.041       7.379    CORE65LPSVT 
HS65_LS_OR3X9              16      58.240      0.043      17.054    CORE65LPSVT 
HS65_LS_OR4X21              4      45.760      0.078       5.035    CORE65LPSVT 
HS65_LS_OR4X29              5      65.000      0.124      14.464    CORE65LPSVT 
HS65_LS_PAO2X18           390    2230.800      4.417    1139.461    CORE65LPSVT 
HS65_LS_PAO2X27            76     750.880      1.308     344.856    CORE65LPSVT 
HS65_LS_PAO2X35            41     426.400      0.997     246.171    CORE65LPSVT 
HS65_LS_PAO2X9            386    1806.480      1.820     568.999    CORE65LPSVT 
HS65_LS_PAO3X18             3      20.280      0.034      11.818    CORE65LPSVT 
HS65_LS_PAOI2X1            60     218.400      0.069      25.812    CORE65LPSVT 
HS65_LS_PAOI2X11          289    2254.200      2.779     707.373    CORE65LPSVT 
HS65_LS_PAOI2X17          154    1681.680      2.343     600.645    CORE65LPSVT 
HS65_LS_PAOI2X22          101    1523.080      1.967     485.953    CORE65LPSVT 
HS65_LS_PAOI2X3             8      33.280      0.017       5.291    CORE65LPSVT 
HS65_LS_PAOI2X33           38     829.920      1.146     256.945    CORE65LPSVT 
HS65_LS_PAOI2X4             7      29.120      0.027       3.976    CORE65LPSVT 
HS65_LS_PAOI2X44            4     114.400      0.136      22.933    CORE65LPSVT 
HS65_LS_PAOI2X6           267    1110.720      1.143     304.389    CORE65LPSVT 
HS65_LS_PAOI2X8            27     210.600      0.199      49.392    CORE65LPSVT 
HS65_LS_PAOI3X4             2      10.400      0.008       2.326    CORE65LPSVT 
HS65_LS_PAOI3X8             1      10.920      0.009       3.290    CORE65LPSVT 
HS65_LS_SDFPRQNX18         31     403.000      0.434     193.247    CORE65LPSVT 
HS65_LS_SDFPRQNX27          5      70.200      0.088      33.471    CORE65LPSVT 
HS65_LS_SDFPRQNX4         115    1435.200      1.143     679.460    CORE65LPSVT 
HS65_LS_SDFPRQNX9          94    1173.120      1.024     560.919    CORE65LPSVT 
HS65_LS_SDFPRQX18         206    2678.000      2.888    2025.769    CORE65LPSVT 
HS65_LS_SDFPRQX35           2      29.120      0.042      14.797    CORE65LPSVT 
HS65_LS_SDFPRQX4          299    3731.520      2.921    2494.808    CORE65LPSVT 
HS65_LS_SDFPRQX9          613    7650.240      6.671    6534.940    CORE65LPSVT 
HS65_LS_XNOR2X18         1553   10498.280     34.076    6683.585    CORE65LPSVT 
HS65_LS_XNOR2X27          168    1747.200      5.311     952.456    CORE65LPSVT 
HS65_LS_XNOR2X35          247    2825.680     10.738    1813.614    CORE65LPSVT 
HS65_LS_XNOR2X4            57     266.760      0.323      98.580    CORE65LPSVT 
HS65_LS_XNOR2X9           409    2126.800      4.009     967.244    CORE65LPSVT 
HS65_LS_XNOR3X18            4      47.840      0.068      11.097    CORE65LPSVT 
HS65_LS_XNOR3X27           10     171.600      0.247      91.547    CORE65LPSVT 
HS65_LS_XNOR3X4             3      31.200      0.017       6.518    CORE65LPSVT 
HS65_LS_XNOR3X9             1      11.440      0.008       3.411    CORE65LPSVT 
HS65_LS_XOR2X18          1649   11147.240     36.234    7198.917    CORE65LPSVT 
HS65_LS_XOR2X27           409    4253.600     13.044    2492.513    CORE65LPSVT 
HS65_LS_XOR2X35           739    8454.160     32.409    6177.944    CORE65LPSVT 
HS65_LS_XOR2X4            256    1198.080      1.524     430.501    CORE65LPSVT 
HS65_LS_XOR2X9            489    2542.800      4.830    1122.296    CORE65LPSVT 
HS65_LS_XOR3X18            68     777.920      1.081     318.186    CORE65LPSVT 
HS65_LS_XOR3X27            11     171.600      0.259      86.324    CORE65LPSVT 
HS65_LS_XOR3X4              1       9.360      0.005       1.792    CORE65LPSVT 
HS65_LS_XOR3X9            126    1179.360      0.918     226.485    CORE65LPSVT 
--------------------------------------------------------------------------------
total                   85082  472685.200    964.696  201143.496                


                                             Leakage  Leakage  Internal  Internal 
     Type      Instances    Area    Area % Power (uW) Power % Power (uW)  Power % 
----------------------------------------------------------------------------------
sequential          1608  19702.280    4.2     17.453     1.8  14639.836      7.3 
inverter           15065  39850.200    8.4    114.853    11.9   9607.279      4.8 
buffer              1774   9710.480    2.1     38.496     4.0   4038.213      2.0 
logic              66635 403422.240   85.3    793.895    82.3 172858.169     85.9 
physical_cells         0      0.000    0.0      0.000     0.0      0.000      0.0 
----------------------------------------------------------------------------------
total              85082 472685.200  100.0    964.696   100.0 201143.496    100.0 

