============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Feb 26 2020  10:27:47 pm
  Module:                 INTER_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                Module                   Cells  Cell Area  Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------
INTER_8                                                                        97281     513919    207263       721182 
  gen_filter[22].U_S0               filter_8_bit_width10_22                     1621       8043      3182        11225 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_44            151        851       272         1123 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_46             134        726       242          969 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_501        119        707       236          943 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_497         116        707       229          937 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_500        129        655       211          866 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_496         119        642       199          841 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_498        119        578       201          779 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_499        108        535       201          736 
    U_S17_add_41_16                 add_unsigned_38_32_2244                       92        342       149          491 
    U_S15_add_41_16                 add_unsigned_34_32                            29        210        37          246 
  gen_filter[23].U_S0               filter_8_bit_width10_23                     1614       8052      3171        11223 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_44_1          141        875       260         1134 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_46_1           146        835       259         1094 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_1_505      118        659       235          894 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_500_1      129        666       213          879 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_1_504       117        640       231          871 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_496_1       121        663       202          865 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_498_1      119        575       203          778 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_499_1      106        527       198          724 
    U_S17_add_41_16                 add_unsigned_38_32_2245                       92        343       150          492 
    U_S15_add_41_16                 add_unsigned_34_32_2303                       29        210        37          246 
  gen_filter[32].U_S0               filter_8_bit_width10_32                     1608       7941      3164        11106 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_44_2          139        839       255         1094 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_46_2           135        730       245          975 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_10_545      116        707       229          937 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_10_546     117        644       233          877 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_500_2      129        658       211          870 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_496_2       119        645       199          844 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_498_10     119        575       201          776 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_499_2      108        536       201          737 
    U_S17_add_41_16                 add_unsigned_38_32                            92        343       149          492 
    U_S15_add_41_16                 add_unsigned_34_32_2302                       29        210        37          246 
  gen_filter[0].U_S0                filter_8_bit_width10                        1446       7453      2867        10320 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299        119        725       216          941 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304       118        653       211          864 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_300          89        684       171          855 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302        110        581       206          786 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301        120        580       200          780 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_305         86        599       165          764 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298          97        552       171          722 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303        110        532       189          722 
    U_S17_add_41_16                 add_unsigned_38_10_2256                       91        352       147          499 
    U_S15_add_41_16                 add_unsigned_34_10                            30        217        36          253 
  gen_filter[6].U_S0                filter_8_bit_width10_6                      1440       7455      2840        10295 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_6      119        726       216          942 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_6     121        667       216          884 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_6      109        580       204          783 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_6      120        580       200          780 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_7_329       84        612       161          773 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_7_328        85        601       166          766 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_6       100        563       175          738 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_6      107        527       186          713 
    U_S17_add_41_16                 add_unsigned_38_10_2262                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2318                       30        217        36          253 
  gen_filter[4].U_S0                filter_8_bit_width10_4                      1431       7473      2820        10293 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_4      119        734       216          950 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_4     121        670       216          887 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_4      109        581       204          784 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_5_321       84        621       161          782 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_4      120        580       200          780 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_5_320        85        605       166          771 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_4        97        558       171          729 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_4      107        529       185          714 
    U_S17_add_41_16                 add_unsigned_38_10_2260                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2320                       30        217        36          253 
  gen_filter[5].U_S0                filter_8_bit_width10_5                      1430       7470      2820        10291 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_5      119        727       216          943 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_5     118        655       211          866 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_6_325       84        621       161          782 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_5      109        576       204          780 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_5      120        579       200          779 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_6_324        85        604       166          770 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_5        97        554       171          725 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_5      107        529       185          714 
    U_S17_add_41_16                 add_unsigned_38_10_2261                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2319                       30        217        36          253 
  gen_filter[8].U_S0                filter_8_bit_width10_8                      1436       7446      2833        10279 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_8      119        730       216          945 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_8     121        668       216          884 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_8      120        580       200          780 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_8      109        576       204          780 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_9_337       84        611       161          772 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_9_336        85        589       166          754 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_8        97        552       171          722 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_8      108        529       187          716 
    U_S17_add_41_16                 add_unsigned_38_10_2264                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2316                       30        217        36          253 
  gen_filter[7].U_S0                filter_8_bit_width10_7                      1435       7430      2832        10263 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_7      119        726       216          942 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_7     121        664       216          881 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_7      120        580       200          780 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_7      109        576       204          780 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_8_333       84        610       161          771 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_8_332        85        589       166          754 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_7        97        551       171          721 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_7      107        529       185          714 
    U_S17_add_41_16                 add_unsigned_38_10_2263                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2317                       30        217        36          253 
  gen_filter[3].U_S0                filter_8_bit_width10_3                      1437       7426      2832        10258 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_3      119        729       216          944 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_3     121        668       216          884 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_3      109        581       204          784 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_4_317       84        621       161          782 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_3      120        580       200          780 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_4_316        85        600       166          766 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_298_3        97        555       171          725 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_303_3      107        529       185          714 
    U_S17_add_41_16                 add_unsigned_38_10_2259                       91        352       148          499 
    U_S15_add_41_16                 add_unsigned_34_10_2321                       30        217        36          253 
  gen_filter[9].U_S0                filter_8_bit_width10_9                      1434       7412      2832        10243 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_299_9      119        721       216          937 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_304_9     121        669       216          885 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_301_9      120        580       200          780 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_302_9      109        576       204          780 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_10          84        611       161          772 
