============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  05:20:49 pm
  Module:                 INTER_2
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         
       Gate        Instances     Area        Library    
HS65_LS_NAND2AX21        260    1487.200    CORE65LPSVT 
HS65_LS_NAND2AX7         910    2839.200    CORE65LPSVT 
HS65_LS_NAND2X14        1170    4258.800    CORE65LPSVT 
HS65_LS_NAND2X21         390    2028.000    CORE65LPSVT 
HS65_LS_NAND2X29         130     811.200    CORE65LPSVT 
HS65_LS_NAND2X57         130    1554.800    CORE65LPSVT 
HS65_LS_NAND2X7         1300    2704.000    CORE65LPSVT 
HS65_LS_NOR2AX19         390    2230.800    CORE65LPSVT 
HS65_LS_NOR2AX3         1040    2704.000    CORE65LPSVT 
HS65_LS_NOR2AX6          260     811.200    CORE65LPSVT 
HS65_LS_NOR2X13          260     946.400    CORE65LPSVT 
HS65_LS_NOR2X19          260    1352.000    CORE65LPSVT 
HS65_LS_NOR2X25          260    1622.400    CORE65LPSVT 
HS65_LS_NOR2X38          260    2298.400    CORE65LPSVT 
HS65_LS_NOR2X6           780    1622.400    CORE65LPSVT 
HS65_LS_OA12X18          650    2704.000    CORE65LPSVT 
HS65_LS_OA12X27          130     946.400    CORE65LPSVT 
HS65_LS_OA12X9           130     473.200    CORE65LPSVT 
HS65_LS_OA22X9           130     608.400    CORE65LPSVT 
HS65_LS_OAI112X11        130     811.200    CORE65LPSVT 
HS65_LS_OAI112X5         130     473.200    CORE65LPSVT 
HS65_LS_OAI12X12         130     676.000    CORE65LPSVT 
HS65_LS_OAI12X18         130     878.800    CORE65LPSVT 
HS65_LS_OAI13X15         130    1149.200    CORE65LPSVT 
HS65_LS_OAI211X11        130     811.200    CORE65LPSVT 
HS65_LS_OAI21X18         130     878.800    CORE65LPSVT 
HS65_LS_OAI21X3          130     338.000    CORE65LPSVT 
HS65_LS_OR2X18           130     473.200    CORE65LPSVT 
HS65_LS_OR2X35           130     811.200    CORE65LPSVT 
HS65_LS_OR2X9           1300    4056.000    CORE65LPSVT 
HS65_LS_PAO2X18          130     743.600    CORE65LPSVT 
HS65_LS_PAO2X9           260    1216.800    CORE65LPSVT 
HS65_LS_PAOI2X11         130    1014.000    CORE65LPSVT 
HS65_LS_PAOI2X17         130    1419.600    CORE65LPSVT 
HS65_LS_XNOR2X18         650    4394.000    CORE65LPSVT 
HS65_LS_XNOR2X9          260    1352.000    CORE65LPSVT 
HS65_LS_XOR2X18          260    1757.600    CORE65LPSVT 
HS65_LS_XOR2X27          260    2704.000    CORE65LPSVT 
HS65_LS_XOR2X35          130    1487.200    CORE65LPSVT 
--------------------------------------------------------
total                  30298  170540.760                


                                           
     Type      Instances    Area    Area % 
-------------------------------------------
sequential          2220  23121.280   13.6 
inverter            5461  13654.680    8.0 
buffer               582   2215.200    1.3 
logic              22035 131549.600   77.1 
physical_cells         0      0.000    0.0 
-------------------------------------------
total              30298 170540.760  100.0 

