============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 25 2020  03:22:00 am
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                             Leakage    Internal  
       Gate         Instances     Area     Power (uW)  Power (uW)     Library     
HS65_LS_AOI211X4           91      331.240      0.309      19.190    CORE65LPSVT  
HS65_LS_AOI211X9           22      137.280      0.180      10.105    CORE65LPSVT  
HS65_LS_AOI212X4           26      108.160      0.116       7.909    CORE65LPSVT  
HS65_LS_AOI21X12            1        5.200      0.010       0.423    CORE65LPSVT  
HS65_LS_AOI21X17            3       20.280      0.045       1.823    CORE65LPSVT  
HS65_LS_AOI21X2            66      171.600      0.085       6.385    CORE65LPSVT  
HS65_LS_AOI21X6            87      271.440      0.351      27.008    CORE65LPSVT  
HS65_LS_AOI21X9             1        5.200      0.007       0.387    CORE65LPSVT  
HS65_LS_AOI222X2            2       10.400      0.004       0.569    CORE65LPSVT  
HS65_LS_AOI22X11            4       24.960      0.037       3.388    CORE65LPSVT  
HS65_LS_AOI22X17            4       35.360      0.057       4.982    CORE65LPSVT  
HS65_LS_AOI22X6           212      771.680      0.793     143.629    CORE65LPSVT  
HS65_LS_AOI312X4            2       10.400      0.008       0.806    CORE65LPSVT  
HS65_LS_AOI31X5             1        3.640      0.003       0.176    CORE65LPSVT  
HS65_LS_AOI32X5             4       16.640      0.012       2.693    CORE65LPSVT  
HS65_LS_BFX106             44      526.240      2.513     117.607    CORE65LPSVT  
HS65_LS_BFX142             21      327.600      1.623      72.371    CORE65LPSVT  
HS65_LS_BFX18             724     2258.880      5.853     331.983    CORE65LPSVT  
HS65_LS_BFX213             48     1073.280      5.653     226.079    CORE65LPSVT  
HS65_LS_BFX27            1308     4761.120     16.549     857.665    CORE65LPSVT  
HS65_LS_BFX31              20      104.000      0.310      16.824    CORE65LPSVT  
HS65_LS_BFX35              80      416.000      1.392      63.600    CORE65LPSVT  
HS65_LS_BFX40               4       22.880      0.080       4.114    CORE65LPSVT  
HS65_LS_BFX44             149      852.280      3.321     157.197    CORE65LPSVT  
HS65_LS_BFX53             310     1934.400      8.351     391.790    CORE65LPSVT  
HS65_LS_BFX62              50      390.000      1.610      95.221    CORE65LPSVT  
HS65_LS_BFX71              36      299.520      1.333      58.800    CORE65LPSVT  
HS65_LS_BFX9              221      459.680      0.785      97.812    CORE65LPSVT  
HS65_LS_CB4I1X18            1        5.200      0.012       0.719    CORE65LPSVT  
HS65_LS_CB4I1X9           287     1193.920      1.377     140.822    CORE65LPSVT  
HS65_LS_CB4I6X18           16       83.200      0.171      12.274    CORE65LPSVT  
HS65_LS_CB4I6X9           723     3007.680      3.333     437.846    CORE65LPSVT  
HS65_LS_CBI4I1X11          10       62.400      0.112       4.993    CORE65LPSVT  
HS65_LS_CBI4I1X16           1        8.840      0.017       0.557    CORE65LPSVT  
HS65_LS_CBI4I1X5          780     2839.200      3.090     367.581    CORE65LPSVT  
HS65_LS_CBI4I6X14           1        8.840      0.014       1.123    CORE65LPSVT  
HS65_LS_CBI4I6X5          122      444.080      0.370      44.726    CORE65LPSVT  
HS65_LS_CBI4I6X9            2       12.480      0.017       1.199    CORE65LPSVT  
HS65_LS_CNIVX124            2       28.080      0.104       3.151    CORE65LPSVT  
HS65_LS_CNIVX14             3        7.800      0.016       0.434    CORE65LPSVT  
HS65_LS_CNIVX17             1        3.120      0.006       0.204    CORE65LPSVT  
HS65_LS_CNIVX21            14       43.680      0.094       3.927    CORE65LPSVT  
HS65_LS_CNIVX27             8       29.120      0.075       3.102    CORE65LPSVT  
HS65_LS_CNIVX3              1        1.560      0.001       0.022    CORE65LPSVT  
HS65_LS_CNIVX34             6       28.080      0.071       6.136    CORE65LPSVT  
HS65_LS_CNIVX41             5       26.000      0.077       1.848    CORE65LPSVT  
HS65_LS_CNIVX48             1        6.240      0.016       0.456    CORE65LPSVT  
HS65_LS_CNIVX55             1        6.760      0.024       0.575    CORE65LPSVT  
HS65_LS_CNIVX62             1        7.280      0.027       0.577    CORE65LPSVT  
HS65_LS_CNIVX7            389      606.840      0.837      35.658    CORE65LPSVT  
HS65_LS_CNIVX82             3       29.640      0.108       2.907    CORE65LPSVT  
HS65_LS_CNXOR2X38           6       65.520      0.169      17.538    CLOCK65LPSVT 
HS65_LS_DFPRQX4          6434    66913.600     56.241   37969.385    CORE65LPSVT  
HS65_LS_FA1X18            903    12678.120     21.849    3983.581    CORE65LPSVT  
HS65_LS_FA1X27            194     4136.080      7.147    1216.645    CORE65LPSVT  
HS65_LS_FA1X4          102914   963275.040    642.645  213700.364    CORE65LPSVT  
HS65_LS_FA1X9            4920    53726.400     54.059   14807.811    CORE65LPSVT  
HS65_LS_HA1X18            344     2504.320      7.179     742.860    CORE65LPSVT  
HS65_LS_HA1X27             28      334.880      0.956      82.746    CORE65LPSVT  
HS65_LS_HA1X35             12      162.240      0.569      34.148    CORE65LPSVT  
HS65_LS_HA1X4           10638    55317.600     55.535    9286.311    CORE65LPSVT  
HS65_LS_HA1X9             567     3538.080      5.551     750.617    CORE65LPSVT  
HS65_LS_IVX106             32      282.880      1.372      52.491    CORE65LPSVT  
HS65_LS_IVX13               1        2.080      0.004       0.241    CORE65LPSVT  
HS65_LS_IVX142              8       95.680      0.471      15.319    CORE65LPSVT  
HS65_LS_IVX18            8198    17051.840     43.344    2114.044    CORE65LPSVT  
HS65_LS_IVX2                5        7.800      0.004       0.091    CORE65LPSVT  
HS65_LS_IVX213              7      120.120      0.634      19.997    CORE65LPSVT  
HS65_LS_IVX27             999     3116.880      9.189     405.537    CORE65LPSVT  
HS65_LS_IVX284              2       44.720      0.232       4.570    CORE65LPSVT  
HS65_LS_IVX31              36      131.040      0.395      20.366    CORE65LPSVT  
HS65_LS_IVX35            2037     7414.680     25.406    1118.518    CORE65LPSVT  
HS65_LS_IVX40              14       58.240      0.203       7.683    CORE65LPSVT  
HS65_LS_IVX44            1128     4692.480     18.281     594.139    CORE65LPSVT  
HS65_LS_IVX49               8       41.600      0.148       7.779    CORE65LPSVT  
HS65_LS_IVX53             408     2121.600      8.184     249.426    CORE65LPSVT  
HS65_LS_IVX62              45      257.400      1.062      34.526    CORE65LPSVT  
HS65_LS_IVX7               60       93.600      0.116       7.648    CORE65LPSVT  
HS65_LS_IVX71              67      418.080      1.848      65.103    CORE65LPSVT  
HS65_LS_IVX9            49104    76602.240    120.429    9484.349    CORE65LPSVT  
HS65_LS_MUX21I1X12        166     1122.160      2.146     196.011    CORE65LPSVT  
HS65_LS_MUX21I1X18         53      551.200      1.135      87.017    CORE65LPSVT  
HS65_LS_MUX21I1X24          6       74.880      0.181      10.702    CORE65LPSVT  
HS65_LS_MUX21I1X6         113      470.080      0.711      74.772    CORE65LPSVT  
HS65_LS_MUX21X18           44      274.560      0.779      66.195    CORE65LPSVT  
HS65_LS_MUX21X27            5       46.800      0.127      10.440    CORE65LPSVT  
HS65_LS_MUX21X35            2       20.800      0.070       5.079    CORE65LPSVT  
HS65_LS_MUX21X4          4759    19797.440     22.339    7838.637    CORE65LPSVT  
HS65_LS_MUX21X9            42      196.560      0.329      33.809    CORE65LPSVT  
HS65_LS_MUXI21X10          35      291.200      0.422      43.562    CORE65LPSVT  
HS65_LS_MUXI21X15           7       72.800      0.132      11.217    CORE65LPSVT  
HS65_LS_MUXI21X2           18       65.520      0.052       3.930    CORE65LPSVT  
HS65_LS_MUXI21X5           61      285.480      0.344      33.346    CORE65LPSVT  
HS65_LS_MUXI31X2            2       14.560      0.009       1.001    CORE65LPSVT  
HS65_LS_MX41X7             12       93.600      0.113      12.003    CORE65LPSVT  
HS65_LS_NAND2AX14         188      782.080      1.766      79.490    CORE65LPSVT  
HS65_LS_NAND2AX21          55      314.600      0.776      32.955    CORE65LPSVT  
HS65_LS_NAND2AX29           8       54.080      0.157       5.691    CORE65LPSVT  
HS65_LS_NAND2AX7         5960    18595.200     24.759    1959.662    CORE65LPSVT  
HS65_LS_NAND2X11            6       21.840      0.025       1.762    CORE65LPSVT  
HS65_LS_NAND2X14          360     1310.400      2.961     132.058    CORE65LPSVT  
HS65_LS_NAND2X21          119      618.800      1.523      67.708    CORE65LPSVT  
HS65_LS_NAND2X29           83      517.920      1.698      75.467    CORE65LPSVT  
HS65_LS_NAND2X4             2        4.160      0.005       0.336    CORE65LPSVT  
HS65_LS_NAND2X43           10       88.400      0.309      12.714    CORE65LPSVT  
HS65_LS_NAND2X5            16       33.280      0.022       1.689    CORE65LPSVT  
HS65_LS_NAND2X57            6       71.760      0.291      11.515    CORE65LPSVT  
HS65_LS_NAND2X7         20198    42011.840     61.731    5086.041    CORE65LPSVT  
HS65_LS_NAND3AX13           2       11.440      0.025       0.861    CORE65LPSVT  
HS65_LS_NAND3AX6          159      578.760      0.813      41.290    CORE65LPSVT  
HS65_LS_NAND3X13            4       20.800      0.042       1.895    CORE65LPSVT  
HS65_LS_NAND3X19            3       20.280      0.048       1.129    CORE65LPSVT  
HS65_LS_NAND3X5            89      231.400      0.242      20.640    CORE65LPSVT  
HS65_LS_NAND3X6            17       53.040      0.109       4.680    CORE65LPSVT  
HS65_LS_NAND4ABX3          39      141.960      0.119       7.609    CORE65LPSVT  
HS65_LS_NOR2AX13           95      395.200      0.872      53.610    CORE65LPSVT  
HS65_LS_NOR2AX19           14       80.080      0.168       7.450    CORE65LPSVT  
HS65_LS_NOR2AX3          4012    10431.200      9.648     925.630    CORE65LPSVT  
HS65_LS_NOR2AX6           230      717.600      0.970      75.274    CORE65LPSVT  
HS65_LS_NOR2X13            81      294.840      0.537      27.499    CORE65LPSVT  
HS65_LS_NOR2X19            52      270.400      0.507      22.900    CORE65LPSVT  
HS65_LS_NOR2X25            32      199.680      0.437      18.130    CORE65LPSVT  
HS65_LS_NOR2X3              4        8.320      0.006       0.927    CORE65LPSVT  
HS65_LS_NOR2X38             6       53.040      0.144       5.216    CORE65LPSVT  
HS65_LS_NOR2X5              3        6.240      0.008       0.466    CORE65LPSVT  
HS65_LS_NOR2X50             2       23.920      0.070       2.192    CORE65LPSVT  
HS65_LS_NOR2X6           7217    15011.360     19.917    1362.027    CORE65LPSVT  
HS65_LS_NOR2X9              1        3.640      0.002       0.223    CORE65LPSVT  
HS65_LS_NOR3AX13            1        7.800      0.014       0.494    CORE65LPSVT  
HS65_LS_NOR3AX2            39      121.680      0.100       6.913    CORE65LPSVT  
HS65_LS_NOR3AX4             1        3.640      0.004       0.238    CORE65LPSVT  
HS65_LS_NOR3AX9             1        5.720      0.010       0.453    CORE65LPSVT  
HS65_LS_NOR3X13             1        6.760      0.011       0.401    CORE65LPSVT  
HS65_LS_NOR3X18             2       17.680      0.029       1.392    CORE65LPSVT  
HS65_LS_NOR3X4             59      153.400      0.166       9.436    CORE65LPSVT  
HS65_LS_NOR3X9              6       28.080      0.042       1.945    CORE65LPSVT  
HS65_LS_NOR4ABX2           16       58.240      0.038       2.939    CORE65LPSVT  
HS65_LS_NOR4X27             1        8.320      0.022       0.779    CORE65LPSVT  
HS65_LS_OA112X18            3       14.040      0.034       2.400    CORE65LPSVT  
HS65_LS_OA112X9           206      856.960      1.136     108.405    CORE65LPSVT  
HS65_LS_OA12X18            52      216.320      0.604      37.951    CORE65LPSVT  
HS65_LS_OA12X27             7       50.960      0.133       6.250    CORE65LPSVT  
HS65_LS_OA12X9           1190     4331.600      5.913     689.836    CORE65LPSVT  
HS65_LS_OA212X4             4       20.800      0.011       3.893    CORE65LPSVT  
HS65_LS_OA212X9             5       28.600      0.026       2.776    CORE65LPSVT  
HS65_LS_OA222X4            11       62.920      0.029       4.207    CORE65LPSVT  
HS65_LS_OA222X9            12       74.880      0.056       7.594    CORE65LPSVT  
HS65_LS_OA22X9             13       60.840      0.065       6.296    CORE65LPSVT  
HS65_LS_OA311X9             2        9.360      0.011       0.659    CORE65LPSVT  
HS65_LS_OAI112X11           7       43.680      0.068       4.477    CORE65LPSVT  
HS65_LS_OAI112X5          205      746.200      1.162      81.188    CORE65LPSVT  
HS65_LS_OAI12X12          241     1253.200      2.578     137.262    CORE65LPSVT  
HS65_LS_OAI12X18           70      473.200      1.067      54.037    CORE65LPSVT  
HS65_LS_OAI12X2             1        2.600      0.002       0.129    CORE65LPSVT  
HS65_LS_OAI12X24            9       79.560      0.216      11.443    CORE65LPSVT  
HS65_LS_OAI12X3          1723     4479.800      3.657     294.667    CORE65LPSVT  
HS65_LS_OAI12X37            3       39.000      0.104       6.777    CORE65LPSVT  
HS65_LS_OAI12X5             1        3.120      0.004       0.391    CORE65LPSVT  
HS65_LS_OAI12X6           358     1116.960      1.733     106.986    CORE65LPSVT  
HS65_LS_OAI13X10           19      118.560      0.201      18.666    CORE65LPSVT  
HS65_LS_OAI13X15           51      450.840      0.892      62.380    CORE65LPSVT  
HS65_LS_OAI13X20            1       11.960      0.021       2.107    CORE65LPSVT  
HS65_LS_OAI13X5            68      247.520      0.352      17.807    CORE65LPSVT  
HS65_LS_OAI211X11           3       18.720      0.029       1.607    CORE65LPSVT  
HS65_LS_OAI211X5           60      218.400      0.239      14.514    CORE65LPSVT  
HS65_LS_OAI212X10           2       16.640      0.008       1.348    CORE65LPSVT  
HS65_LS_OAI212X5           49      203.840      0.114      34.106    CORE65LPSVT  
HS65_LS_OAI21X12            1        5.200      0.010       0.575    CORE65LPSVT  
HS65_LS_OAI21X18            1        6.760      0.015       1.245    CORE65LPSVT  
HS65_LS_OAI21X3          2526     6567.600      5.018     536.165    CORE65LPSVT  
HS65_LS_OAI21X37            1       13.000      0.033       2.123    CORE65LPSVT  
HS65_LS_OAI21X6            26       81.120      0.101       8.363    CORE65LPSVT  
HS65_LS_OAI21X9             1        5.200      0.006       0.569    CORE65LPSVT  
HS65_LS_OAI22X11           50      312.000      0.469      49.455    CORE65LPSVT  
HS65_LS_OAI22X17           55      486.200      0.796      76.984    CORE65LPSVT  
HS65_LS_OAI22X22           10      119.600      0.199      19.827    CORE65LPSVT  
HS65_LS_OAI22X33           10      171.600      0.309      26.060    CORE65LPSVT  
HS65_LS_OAI22X6           235      855.400      1.011     114.982    CORE65LPSVT  
HS65_LS_OAI22X8             1        6.240      0.007       0.755    CORE65LPSVT  
HS65_LS_OAI311X10           1        7.800      0.009       0.724    CORE65LPSVT  
HS65_LS_OAI31X15            1        8.840      0.016       1.064    CORE65LPSVT  
HS65_LS_OAI31X20            1       11.960      0.023       1.534    CORE65LPSVT  
HS65_LS_OAI32X5            24       99.840      0.082      12.602    CORE65LPSVT  
HS65_LS_OAI32X9             1        7.800      0.010       0.760    CORE65LPSVT  
HS65_LS_OR2ABX18          207      861.120      2.160     185.261    CORE65LPSVT  
HS65_LS_OR2ABX27            5       28.600      0.062       3.430    CORE65LPSVT  
HS65_LS_OR2ABX35            6       34.320      0.123       2.934    CORE65LPSVT  
HS65_LS_OR2ABX9           124      451.360      0.529      55.179    CORE65LPSVT  
HS65_LS_OR2X18            187      680.680      1.802     105.661    CORE65LPSVT  
HS65_LS_OR2X27              8       45.760      0.114       6.940    CORE65LPSVT  
HS65_LS_OR2X35              2       12.480      0.041       2.662    CORE65LPSVT  
HS65_LS_OR2X9            6074    18950.880     27.267    3410.220    CORE65LPSVT  
HS65_LS_OR3ABCX9            7       32.760      0.037       4.137    CORE65LPSVT  
HS65_LS_OR3X18              5       23.400      0.047       2.367    CORE65LPSVT  
HS65_LS_OR3X9              28      101.920      0.117       7.442    CORE65LPSVT  
HS65_LS_OR4X7               2       11.440      0.015       0.508    CORE65LPSVT  
HS65_LS_PAO2X18            24      137.280      0.278      21.113    CORE65LPSVT  
HS65_LS_PAO2X27             1        9.880      0.018       1.409    CORE65LPSVT  
HS65_LS_PAO2X9           7784    36429.120     35.919   11594.084    CORE65LPSVT  
HS65_LS_PAOI2X1          1835     6679.400      2.208     400.647    CORE65LPSVT  
HS65_LS_PAOI2X11            6       46.800      0.063       4.273    CORE65LPSVT  
HS65_LS_PAOI2X6          1296     5391.360      5.788     742.444    CORE65LPSVT  
HS65_LS_SDFPRQNX18         99     1287.000      1.386     354.952    CORE65LPSVT  
HS65_LS_SDFPRQNX4        1199    14963.520     11.924    3981.751    CORE65LPSVT  
HS65_LS_SDFPRQX18          39      507.000      0.552     138.758    CORE65LPSVT  
HS65_LS_SDFPRQX4           23      287.040      0.225      78.439    CORE65LPSVT  
HS65_LS_SDFPRQX9         4230    52790.400     46.044   29299.889    CORE65LPSVT  
HS65_LS_XNOR2X18          492     3325.920     10.820     919.489    CORE65LPSVT  
HS65_LS_XNOR2X27           36      374.400      1.134      94.039    CORE65LPSVT  
HS65_LS_XNOR2X35            5       57.200      0.217      21.748    CORE65LPSVT  
HS65_LS_XNOR2X4           978     4577.040      5.533     742.448    CORE65LPSVT  
HS65_LS_XNOR2X9          1445     7514.000     14.175    1617.679    CORE65LPSVT  
HS65_LS_XOR2X18           529     3576.040     11.619     987.360    CORE65LPSVT  
HS65_LS_XOR2X27            33      343.200      1.054      84.977    CORE65LPSVT  
HS65_LS_XOR2X35            25      286.000      1.096      86.184    CORE65LPSVT  
HS65_LS_XOR2X4           1635     7651.800      9.757    1191.471    CORE65LPSVT  
HS65_LS_XOR2X9           2483    12911.600     24.546    2884.328    CORE65LPSVT  
HS65_LS_XOR3X27             6       93.600      0.142      20.080    CORE65LPSVT  
HS65_LS_XOR3X9           4815    45068.400     35.195    5281.039    CORE65LPSVT  
----------------------------------------------------------------------------------
total                  312282  1780265.240   1730.855  407315.104                 


                                                 Leakage  Leakage  Internal  Internal 
   Library   Instances Instances %     Area    Power (uW) Power % Power (uW)  Power % 
--------------------------------------------------------------------------------------
CLOCK65LPSVT         6         0.0      65.520      0.169     0.0     17.538      0.0 
CORE65LPSVT     312276       100.0 1780199.720   1730.685   100.0 407297.566    100.0 

                                              Leakage  Leakage  Internal  Internal 
     Type      Instances     Area    Area % Power (uW) Power % Power (uW)  Power % 
-----------------------------------------------------------------------------------
sequential         12024  136748.560    7.7    116.372     6.7  71823.175     17.6 
inverter           62594  113377.160    6.4    232.779    13.4  14260.823      3.5 
buffer              3015   13425.880    0.8     49.374     2.9   2491.063      0.6 
logic             234649 1516713.640   85.2   1332.330    77.0 318740.043     78.3 
physical_cells         0       0.000    0.0      0.000     0.0      0.000      0.0 
-----------------------------------------------------------------------------------
total             312282 1780265.240  100.0   1730.855   100.0 407315.104    100.0 

