============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 24 2020  03:31:13 am
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage    Internal  
       Gate         Instances     Area    Power (uW)  Power (uW)     Library    
HS65_LS_IVX9            23933   37335.480     58.637    5210.984    CORE65LPSVT 
HS65_LS_MUX21I1X12        403    2724.280      5.202     587.269    CORE65LPSVT 
HS65_LS_MUX21I1X18        142    1476.800      3.001     280.872    CORE65LPSVT 
HS65_LS_MUX21I1X24         29     361.920      0.838      56.110    CORE65LPSVT 
HS65_LS_MUX21I1X6         139     578.240      0.877     100.812    CORE65LPSVT 
HS65_LS_MUX21X18           87     542.880      1.536     139.854    CORE65LPSVT 
HS65_LS_MUX21X27           11     102.960      0.283      29.124    CORE65LPSVT 
HS65_LS_MUX21X35            2      20.800      0.072       4.679    CORE65LPSVT 
HS65_LS_MUX21X4          1535    6385.600      7.204    2557.410    CORE65LPSVT 
HS65_LS_MUX21X9            46     215.280      0.364      45.741    CORE65LPSVT 
HS65_LS_MUXI21X10          34     282.880      0.409      46.589    CORE65LPSVT 
HS65_LS_MUXI21X15           7      72.800      0.131      10.979    CORE65LPSVT 
HS65_LS_MUXI21X2           38     138.320      0.110      11.687    CORE65LPSVT 
HS65_LS_MUXI21X20           1      14.040      0.023       2.318    CORE65LPSVT 
HS65_LS_MUXI21X5           57     266.760      0.327      40.804    CORE65LPSVT 
HS65_LS_MUXI31X4            1       7.800      0.008       0.729    CORE65LPSVT 
HS65_LS_MX41X7             25     195.000      0.216      38.607    CORE65LPSVT 
HS65_LS_NAND2AX14         355    1476.800      3.229     209.030    CORE65LPSVT 
HS65_LS_NAND2AX21         140     800.800      1.989     110.382    CORE65LPSVT 
HS65_LS_NAND2AX29          23     155.480      0.427      18.227    CORE65LPSVT 
HS65_LS_NAND2AX7         2035    6349.200      9.021     646.861    CORE65LPSVT 
HS65_LS_NAND2X11           28     101.920      0.140      19.818    CORE65LPSVT 
HS65_LS_NAND2X14          962    3501.680      7.306     443.690    CORE65LPSVT 
HS65_LS_NAND2X21          284    1476.800      3.552     175.063    CORE65LPSVT 
HS65_LS_NAND2X29          157     979.680      2.714     133.803    CORE65LPSVT 
HS65_LS_NAND2X4             1       2.080      0.001       0.103    CORE65LPSVT 
HS65_LS_NAND2X43           51     450.840      1.428      71.307    CORE65LPSVT 
HS65_LS_NAND2X5             5      10.400      0.007       0.457    CORE65LPSVT 
HS65_LS_NAND2X57            9     107.640      0.363      17.608    CORE65LPSVT 
HS65_LS_NAND2X7          9389   19529.120     27.067    2398.674    CORE65LPSVT 
HS65_LS_NAND3AX13           3      17.160      0.035       1.846    CORE65LPSVT 
HS65_LS_NAND3AX19           2      15.600      0.036       1.643    CORE65LPSVT 
HS65_LS_NAND3AX6           62     225.680      0.288      17.173    CORE65LPSVT 
HS65_LS_NAND3X13           12      62.400      0.128       5.993    CORE65LPSVT 
HS65_LS_NAND3X19            4      27.040      0.066       2.113    CORE65LPSVT 
HS65_LS_NAND3X25            4      35.360      0.090       2.421    CORE65LPSVT 
HS65_LS_NAND3X38            6      78.000      0.206       5.838    CORE65LPSVT 
HS65_LS_NAND3X5            73     189.800      0.142      18.659    CORE65LPSVT 
