============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 01 2020  09:18:36 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                              Module                  Cells  Cell Area  Net Area   Total Area 
--------------------------------------------------------------------------------------------------------------------
INTER_6                                                                      7576      36783     16205        52987 
  gen_filter[1].U_S0                filter_6_bit_width10_1                   1444       6729      2893         9622 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_585     102        600       183          784 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1       104        562       207          768 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1        104        562       207          768 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_1        93        456       180          636 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_576      87        413       148          561 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_581     60        433       111          545 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_572      60        433       111          545 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_487                   77        345       129          473 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_488                   77        345       129          473 
    U_4_U_S0_add_18_10              add_signed_199_505                         76        322       127          450 
    U_1_U_S0_add_18_10              add_signed_199_504                         76        322       127          450 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_545                    68        299       111          410 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_546                    68        299       111          410 
    addinc_U_S22_add_18_16          add_signed_carry_10_639                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_640                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_194_525                         49        179        77          256 
    U_2_U_S1_add_18_10              add_signed_194_524                         49        179        77          256 
    U_3_U_S0_add_18_10              add_signed_199_507_648                     32        153        44          197 
    U_2_U_S0_add_18_10              add_signed_199_507_649                     32        153        44          197 
    U_S20_add_41_16                 add_unsigned_175_666                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_175_667                        5         24         4           29 
  gen_filter[3].U_S0                filter_6_bit_width10_3                   1444       6725      2893         9617 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_587     102        600       183          784 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_3       104        562       207          768 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_3        104        562       207          768 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_3        93        456       180          636 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_578      87        413       148          561 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_583     60        433       111          545 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_574      60        433       111          545 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_483                   77        345       129          473 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_484                   77        345       129          473 
    U_4_U_S0_add_18_10              add_signed_199_497                         76        322       127          450 
    U_1_U_S0_add_18_10              add_signed_199_496                         76        322       127          450 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_541                    68        299       111          410 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_542                    68        299       111          410 
    addinc_U_S22_add_18_16          add_signed_carry_10_635                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_636                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_194_521                         49        179        77          256 
    U_2_U_S1_add_18_10              add_signed_194_520                         49        179        77          256 
    U_3_U_S0_add_18_10              add_signed_199_507_644                     32        153        44          197 
    U_2_U_S0_add_18_10              add_signed_199_507_645                     32        153        44          197 
    U_S20_add_41_16                 add_unsigned_175_662                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_175_663                        5         24         4           29 
  gen_filter[0].U_S0                filter_6_bit_width10                     1446       6719      2897         9617 
