============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 20 2019  11:22:18 am
  Module:                 FME_INTER_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage   Internal    Net        Dynamic          Total       
                                                                  (Internal+Net) (Leakage+Dynamic) 
           Instance           Cells Power(uW) Power(uW) Power(uW)    Power(uW)       Power(uW)     
---------------------------------------------------------------------------------------------------
FME_INTER_4                   22923   127.252 26881.973 18913.078      45795.050         45922.303 
  U_buffer                    14541    65.636 20249.563  9726.090      29975.653         30041.289 
    csa_tree_P.._18_16_groupi    70     0.505    35.019    37.413         72.432            72.937 
    addinc_PUs.._S0_add_18_16    61     0.505    24.397    27.740         52.137            52.642 
    csa_tree_P.._18_16_groupi    70     0.505    30.786    32.946         63.731            64.236 
    addinc_PUs.._S0_add_18_16    61     0.505    23.058    27.508         50.566            51.071 
    csa_tree_P.._18_16_groupi    70     0.504    29.922    32.425         62.346            62.851 
    csa_tree_P.._18_16_groupi    70     0.504    29.432    31.451         60.884            61.388 
    csa_tree_P.._18_16_groupi    70     0.504    34.027    35.630         69.657            70.161 
    csa_tree_P.._18_16_groupi    70     0.504    29.627    32.389         62.016            62.520 
    csa_tree_P.._18_16_groupi    70     0.504    32.650    34.455         67.104            67.609 
    csa_tree_P.._18_16_groupi    70     0.504    33.648    37.886         71.535            72.038 
    addinc_PUs.._S0_add_18_16    61     0.504    23.616    26.294         49.910            50.414 
    csa_tree_P.._18_16_groupi    70     0.504    32.400    35.482         67.882            68.386 
    csa_tree_P.._18_16_groupi    70     0.504    30.956    33.994         64.949            65.453 
    csa_tree_P.._18_16_groupi    70     0.504    33.660    35.935         69.596            70.099 
    csa_tree_P.._18_16_groupi    70     0.504    31.105    34.148         65.253            65.757 
    csa_tree_P.._18_16_groupi    70     0.504    33.819    36.483         70.302            70.806 
    csa_tree_P.._18_16_groupi    70     0.504    31.694    33.305         64.998            65.502 
    addinc_PUs.._S0_add_18_16    61     0.504    24.756    29.147         53.903            54.406 
    addinc_PUs.._S0_add_18_16    61     0.503    23.263    24.541         47.804            48.308 
    csa_tree_P.._18_16_groupi    70     0.503    31.961    34.143         66.104            66.607 
    csa_tree_P.._18_16_groupi    70     0.503    31.338    34.320         65.658            66.161 
    csa_tree_P.._18_16_groupi    70     0.503    33.357    35.886         69.243            69.746 
    csa_tree_P.._18_16_groupi    27     0.416    33.690    26.038         59.729            60.144 
    csa_tree_P.._18_16_groupi    27     0.416    30.572    23.899         54.471            54.887 
    csa_tree_P.._18_16_groupi    27     0.415    31.442    23.344         54.786            55.201 
    csa_tree_P.._18_10_groupi    51     0.393    50.931    43.548         94.479            94.872 
    csa_tree_P.._18_10_groupi    51     0.393    49.018    41.031         90.050            90.442 
    csa_tree_P.._18_10_groupi    51     0.392    49.768    41.889         91.657            92.049 
    csa_tree_P.._18_10_groupi    51     0.392    47.476    40.614         88.090            88.483 
    csa_tree_P.._18_10_groupi    51     0.392    49.881    42.800         92.681            93.073 
    csa_tree_P.._18_10_groupi    51     0.392    48.283    41.336         89.619            90.011 
    csa_tree_P.._18_10_groupi    51     0.392    50.141    42.924         93.065            93.457 
    csa_tree_P.._18_10_groupi    51     0.392    49.203    41.766         90.969            91.362 
    csa_tree_P.._18_10_groupi    51     0.392    49.780    42.398         92.178            92.570 
    csa_tree_P.._18_10_groupi    51     0.392    47.897    41.400         89.297            89.689 
    csa_tree_P.._18_10_groupi    51     0.392    45.224    38.700         83.924            84.316 
    csa_tree_P.._18_10_groupi    51     0.392    48.707    42.131         90.838            91.230 
    csa_tree_P.._18_10_groupi    51     0.392    49.221    42.691         91.913            92.305 
    csa_tree_P.._18_10_groupi    51     0.392    47.265    40.953         88.217            88.609 
    csa_tree_P.._18_10_groupi    51     0.392    44.091    37.507         81.597            81.989 
    csa_tree_P.._18_10_groupi    51     0.392    49.944    43.067         93.011            93.402 
    csa_tree_P.._18_10_groupi    51     0.392    48.137    41.359         89.496            89.887 
    csa_tree_P.._18_10_groupi    51     0.391    49.254    42.916         92.170            92.562 
    csa_tree_P.._18_10_groupi    51     0.391    47.239    40.698         87.938            88.329 
    csa_tree_P.._18_10_groupi    51     0.391    48.250    42.097         90.347            90.738 
    csa_tree_P.._18_10_groupi    54     0.345    45.431    44.794         90.225            90.570 
    csa_tree_P.._18_10_groupi    54     0.345    42.590    42.106         84.696            85.042 
    csa_tree_P.._18_10_groupi    54     0.345    42.777    42.791         85.568            85.913 
    csa_tree_P.._18_10_groupi    54     0.323    40.554    61.335        101.889           102.212 
    csa_tree_P.._18_10_groupi    54     0.322    42.283    65.437        107.720           108.042 
    csa_tree_P.._18_10_groupi    54     0.322    41.800    65.163        106.963           107.285 
    csa_tree_P.._18_10_groupi    54     0.322    41.254    63.292        104.546           104.868 
    csa_tree_P.._18_10_groupi    54     0.322    40.807    59.871        100.679           101.001 
    csa_tree_P.._18_10_groupi    54     0.322    42.943    66.039        108.982           109.304 
    csa_tree_P.._18_10_groupi    54     0.322    40.616    62.485        103.101           103.423 
    csa_tree_P.._18_10_groupi    54     0.322    39.527    60.421         99.948           100.270 
    csa_tree_P.._18_10_groupi    52     0.316    40.962    79.456        120.418           120.734 
    csa_tree_P.._18_10_groupi    51     0.305    38.727    58.905         97.632            97.937 
    csa_tree_P.._18_10_groupi    51     0.305    39.360    61.157        100.517           100.821 
    csa_tree_P.._18_16_groupi    29     0.286    23.643    20.498         44.141            44.427 
    csa_tree_P.._18_16_groupi    29     0.286    23.726    20.515         44.241            44.527 
    csa_tree_P.._18_16_groupi    29     0.286    25.562    22.070         47.632            47.918 
    csa_tree_P.._18_16_groupi    29     0.286    24.226    21.185         45.411            45.696 
    csa_tree_P.._18_16_groupi    29     0.285    22.542    20.285         42.827            43.113 
    csa_tree_P.._18_16_groupi    29     0.285    23.789    21.228         45.017            45.302 
    csa_tree_P.._18_16_groupi    29     0.285    25.017    21.899         46.916            47.201 
    csa_tree_P.._18_16_groupi    29     0.285    23.498    21.619         45.117            45.402 
    csa_tree_P.._18_16_groupi    29     0.285    23.856    21.052         44.908            45.193 
    csa_tree_P.._18_16_groupi    29     0.285    23.231    20.866         44.097            44.382 
    csa_tree_P.._18_16_groupi    27     0.265    22.562    19.093         41.655            41.920 
    csa_tree_P.._18_10_groupi    36     0.258    30.567    88.746        119.313           119.571 
    csa_tree_P.._18_10_groupi    36     0.258    28.555    85.112        113.667           113.925 
    csa_tree_P.._18_10_groupi    36     0.258    30.491    91.294        121.784           122.042 
    csa_tree_P.._18_10_groupi    36     0.257    30.248    88.420        118.668           118.925 
    csa_tree_P.._18_10_groupi    36     0.257    30.467    89.265        119.732           119.989 
    csa_tree_P.._18_10_groupi    36     0.257    32.325    93.945        126.270           126.528 
    csa_tree_P.._18_10_groupi    42     0.220    25.606    31.028         56.634            56.854 
    csa_tree_P.._18_10_groupi    42     0.220    26.862    32.357         59.219            59.439 
    csa_tree_P.._18_10_groupi    42     0.220    26.470    31.886         58.356            58.576 
    csa_tree_P.._18_10_groupi    42     0.220    27.712    33.542         61.254            61.474 
    csa_tree_P.._18_10_groupi    42     0.220    27.486    33.050         60.536            60.756 
    csa_tree_P.._18_10_groupi    42     0.220    24.192    28.944         53.136            53.356 
    csa_tree_P.._18_10_groupi    42     0.220    26.046    31.606         57.652            57.871 
    csa_tree_P.._18_10_groupi    42     0.220    26.455    32.017         58.472            58.692 
    csa_tree_P.._18_10_groupi    42     0.220    26.087    31.402         57.489            57.709 
    csa_tree_P.._18_10_groupi    42     0.219    26.810    32.396         59.206            59.425 
    csa_tree_P.._18_10_groupi    42     0.219    28.334    34.293         62.626            62.846 
    PUs[0].U_F.._S1_add_18_10     9     0.083     7.302    15.301         22.604            22.687 
    PUs[6].U_F.._S1_add_18_10     9     0.083     7.525    17.944         25.469            25.552 
    PUs[10].U_.._S1_add_18_10     9     0.083     6.228    15.417         21.645            21.728 
    PUs[12].U_.._S1_add_18_10     9     0.083     7.183    17.901         25.083            25.166 
    PUs[3].U_F.._S1_add_18_10     9     0.083     7.452    15.250         22.702            22.785 
    PUs[13].U_.._S1_add_18_10     9     0.083     7.174    16.335         23.510            23.592 
    PUs[9].U_F.._S1_add_18_10     9     0.082     7.510    18.053         25.563            25.646 
    PUs[4].U_F.._S1_add_18_10     9     0.082     6.142    13.832         19.974            20.056 
    PUs[8].U_F.._S1_add_18_10     9     0.082     7.327    19.169         26.496            26.579 
    PUs[16].U_.._S1_add_18_10     9     0.082     7.386    10.558         17.944            18.027 
    PUs[0].U_F.._S1_add_18_10     9     0.082     7.408     9.424         16.832            16.914 
    PUs[11].U_.._S1_add_18_10     9     0.082     6.881    16.895         23.776            23.859 
    PUs[14].U_.._S1_add_18_10     9     0.082     6.822    15.730         22.551            22.634 
    PUs[2].U_F.._S1_add_18_10     9     0.082     7.607    15.907         23.514            23.597 
    PUs[5].U_F.._S1_add_18_10     9     0.082     7.513    18.172         25.685            25.767 
    PUs[15].U_.._S1_add_18_10     9     0.082     6.907    17.005         23.912            23.994 
    PUs[7].U_F.._S1_add_18_10     9     0.082     6.841    17.236         24.078            24.159 
    PUs[1].U_F.._S1_add_18_10     9     0.082     7.203    15.669         22.871            22.953 
    PUs[2].U_F..S11_add_41_16    10     0.079     7.855     6.832         14.687            14.766 
    PUs[5].U_F..S11_add_41_16    10     0.079     7.696     6.650         14.346            14.425 
    PUs[4].U_F..S11_add_41_16    10     0.078     8.560     7.300         15.860            15.938 
    PUs[8].U_F..S11_add_41_16    10     0.078     7.843     6.777         14.620            14.698 
    PUs[0].U_F..S11_add_41_16    10     0.078     8.361     7.197         15.558            15.636 
    PUs[1].U_F..S11_add_41_16    10     0.078     8.344     7.053         15.397            15.475 
    PUs[12].U_..S11_add_41_16    10     0.078     7.512     6.528         14.040            14.118 
    PUs[6].U_F..S11_add_41_16    10     0.078     6.569     5.674         12.243            12.321 
    PUs[14].U_..S11_add_41_16    10     0.078     7.344     6.412         13.757            13.834 
    PUs[11].U_..S11_add_41_16    10     0.078     7.375     6.316         13.691            13.769 
    PUs[3].U_F..S11_add_41_16    10     0.078     7.887     6.799         14.686            14.764 
    PUs[13].U_..S11_add_41_16    10     0.078     7.610     6.696         14.305            14.383 
    PUs[10].U_..S11_add_41_16    10     0.078     7.233     6.381         13.613            13.691 
    PUs[7].U_F..S11_add_41_16    10     0.078     7.765     6.630         14.395            14.473 
    PUs[15].U_..S11_add_41_16    10     0.078     7.464     6.462         13.925            14.003 
    PUs[16].U_..S11_add_41_16    10     0.078     6.533     5.531         12.063            12.141 
    PUs[9].U_F..S11_add_41_16    10     0.077     6.744     5.737         12.481            12.558 
    PUs[6].U_F.._S0_add_18_10     9     0.072     7.114    11.031         18.145            18.217 
    PUs[10].U_.._S0_add_18_10     9     0.072     7.060    11.258         18.318            18.389 
    PUs[8].U_F.._S0_add_18_10     9     0.072     7.061    11.303         18.364            18.436 
    PUs[14].U_.._S0_add_18_10     9     0.071     6.104     9.906         16.010            16.082 
    PUs[9].U_F.._S0_add_18_10     9     0.071     7.252    11.333         18.585            18.657 
    PUs[13].U_.._S0_add_18_10     9     0.071     7.100    11.148         18.249            18.320 
    PUs[5].U_F.._S0_add_18_10     9     0.071     6.749    10.745         17.494            17.565 
    PUs[12].U_.._S0_add_18_10     9     0.071     6.857    10.912         17.769            17.840 
    PUs[11].U_.._S0_add_18_10     9     0.071     7.205    11.694         18.899            18.970 
    PUs[15].U_.._S0_add_18_10     9     0.071     6.796    10.976         17.773            17.844 
    PUs[16].U_.._S0_add_18_10     9     0.071     6.909     8.852         15.762            15.833 
    PUs[7].U_F.._S0_add_18_10     9     0.071     6.878    10.854         17.732            17.802 
    PUs[0].U_F.._S0_add_18_10     9     0.063     5.854     9.838         15.692            15.756 
    PUs[3].U_F.._S0_add_18_10     9     0.063     5.658     9.519         15.177            15.240 
    PUs[2].U_F.._S0_add_18_10     9     0.063     6.702    11.465         18.167            18.230 
    PUs[0].U_F.._S0_add_18_10     9     0.063     6.349     8.272         14.620            14.683 
    PUs[4].U_F.._S0_add_18_10     9     0.063     5.688     9.557         15.245            15.307 
    PUs[1].U_F.._S0_add_18_10     9     0.062     6.471    10.941         17.412            17.474 
  U_crtl                         91     0.463    86.796    20.275        107.071           107.534 
    inc_add_824_29                9     0.041     0.574     0.421          0.995             1.036 
    inc_add_794_29                9     0.037     0.501     0.422          0.923             0.959 
    inc_add_809_29                9     0.037     0.270     0.205          0.475             0.512 
    lt_722_18                     2     0.009     0.033     0.020          0.053             0.062 
    lt_729_18                     2     0.008     0.000     0.000          0.000             0.008 
    lt_736_18                     2     0.008     0.000     0.000          0.000             0.008 
  clipping[10].U_clip            11     0.050     5.492     3.808          9.299             9.349 
    gte_592_34                    3     0.010     0.629     1.102          1.731             1.742 
  clipping[13].U_clip            11     0.050     5.669     4.210          9.879             9.929 
    gte_592_34                    3     0.010     0.819     1.473          2.291             2.302 
  clipping[16].U_clip            11     0.049     4.955     4.160          9.115             9.164 
    gte_592_34                    3     0.010     0.613     1.671          2.284             2.293 
  clipping[4].U_clip             11     0.049     4.896     3.874          8.770             8.819 
    gte_592_34                    3     0.010     0.621     1.446          2.067             2.077 
  clipping[12].U_clip            11     0.049     4.533     3.922          8.455             8.504 
    gte_592_34                    3     0.011     0.758     1.680          2.438             2.448 
  clipping[1].U_clip             11     0.049     5.046     4.116          9.163             9.211 
    gte_592_34                    3     0.010     0.646     1.612          2.257             2.268 
  clipping[7].U_clip             11     0.049     5.152     4.058          9.210             9.259 
    gte_592_34                    3     0.010     0.639     1.491          2.130             2.140 
  clipping[5].U_clip             11     0.048     5.100     4.260          9.361             9.409 
    gte_592_34                    3     0.010     0.757     1.678          2.436             2.446 
  clipping[11].U_clip            11     0.048     4.140     3.710          7.850             7.898 
    gte_592_34                    3     0.010     0.541     1.561          2.102             2.112 
  clipping[6].U_clip             11     0.048     4.396     3.688          8.084             8.131 
    gte_592_34                    3     0.010     0.578     1.430          2.008             2.018 
  clipping[15].U_clip            11     0.047     3.806     3.435          7.241             7.288 
    gte_592_34                    3     0.010     0.544     1.487          2.030             2.040 
  clipping[8].U_clip             11     0.047     4.109     3.534          7.642             7.690 
    gte_592_34                    3     0.010     0.603     1.446          2.049             2.059 
  clipping[3].U_clip             11     0.047     3.713     3.264          6.977             7.024 
    gte_592_34                    3     0.010     0.862     1.579          2.441             2.451 
  clipping[14].U_clip            11     0.047     3.894     3.863          7.756             7.803 
    gte_592_34                    3     0.010     0.718     1.961          2.679             2.688 
  clipping[0].U_clip             11     0.047     3.527     3.070          6.598             6.644 
    gte_592_34                    3     0.010     0.598     1.354          1.952             1.962 
  clipping[9].U_clip             11     0.047     3.698     3.406          7.104             7.151 
    gte_592_34                    3     0.010     0.766     1.651          2.418             2.428 
  clipping[2].U_clip             11     0.046     2.823     2.534          5.357             5.404 
    gte_592_34                    3     0.010     0.592     1.204          1.796             1.806 
  clipping[2..ip_gte_592_34       3     0.010     0.658     1.710          2.368             2.379 
  clipping[4..ip_gte_592_34       3     0.010     0.963     1.710          2.673             2.684 
  clipping[2..ip_gte_592_34       3     0.010     1.026     2.070          3.095             3.106 
  clipping[2..ip_gte_592_34       3     0.010     0.600     1.676          2.276             2.286 
  clipping[4..ip_gte_592_34       3     0.010     0.701     1.567          2.268             2.278 
  clipping[4..ip_gte_592_34       3     0.010     0.628     1.405          2.033             2.044 
  clipping[4..ip_gte_592_34       3     0.010     0.778     1.770          2.548             2.558 
  clipping[4..ip_gte_592_34       3     0.010     0.899     2.131          3.031             3.041 
  clipping[1..ip_gte_592_34       3     0.010     0.650     1.134          1.784             1.794 
  clipping[3..ip_gte_592_34       3     0.010     0.778     2.016          2.795             2.805 
  clipping[4..ip_gte_592_34       3     0.010     0.554     1.323          1.877             1.888 
  clipping[2..ip_gte_592_34       3     0.010     0.566     1.450          2.016             2.026 
  clipping[4..ip_gte_592_34       3     0.010     0.518     1.387          1.905             1.915 
  clipping[5..ip_gte_592_34       3     0.010     0.655     1.384          2.039             2.049 
  clipping[4..ip_gte_592_34       3     0.010     0.503     1.337          1.840             1.850 
  clipping[2..ip_gte_592_34       3     0.010     0.627     1.693          2.320             2.330 
  clipping[3..ip_gte_592_34       3     0.010     0.670     1.790          2.460             2.470 
  clipping[3..ip_gte_592_34       3     0.010     0.457     1.274          1.731             1.741 
  clipping[2..ip_gte_592_34       3     0.010     0.389     1.111          1.500             1.510 
  clipping[2..ip_gte_592_34       3     0.010     0.757     1.680          2.438             2.448 
  clipping[3..ip_gte_592_34       3     0.010     0.677     1.789          2.467             2.477 
  clipping[2..ip_gte_592_34       3     0.010     0.579     0.936          1.515             1.525 
  clipping[1..ip_gte_592_34       3     0.010     0.506     1.545          2.052             2.061 
  clipping[3..ip_gte_592_34       3     0.010     0.490     1.369          1.859             1.869 
  clipping[3..ip_gte_592_34       3     0.010     0.494     1.369          1.863             1.873 
  clipping[3..ip_gte_592_34       3     0.010     0.454     0.948          1.402             1.412 
  clipping[4..ip_gte_592_34       3     0.010     0.648     1.582          2.229             2.239 
  clipping[4..ip_gte_592_34       3     0.010     0.474     1.242          1.715             1.725 
  clipping[1..ip_gte_592_34       3     0.010     0.500     1.688          2.188             2.197 
  clipping[2..ip_gte_592_34       3     0.010     0.472     1.322          1.794             1.804 
  clipping[3..ip_gte_592_34       3     0.010     0.587     1.341          1.928             1.938 
  clipping[3..ip_gte_592_34       3     0.010     0.589     1.390          1.978             1.988 
  clipping[3..ip_gte_592_34       3     0.010     0.494     1.131          1.626             1.635 
  clipping[2..ip_gte_592_34       3     0.009     0.358     0.807          1.165             1.175 

