============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 13 2020  11:41:43 am
  Module:                 filter_sharp
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

               Instance                               Module                  Cells  Cell Area  Net Area   Total Area 
----------------------------------------------------------------------------------------------------------------------
filter_sharp                                                                  39394     217003     82646       299649 
  S0[1].U0                            filter_8taps_bit_width10_1               7665      41331     15553        56884 
    csa_tree_U_S12_6_add_59_12_groupi csa_tree_U_S12_6_add_59_12_group_257_1    181       1081       322         1403 
    csa_tree_U_S9_6_add_59_12_groupi  csa_tree_U_S9_6_add_59_12_group_275_1     163       1045       314         1359 
    csa_tree_U_S13_6_add_59_8_groupi  csa_tree_U_S13_6_add_59_8_group_307_1     149       1073       281         1353 
    csa_tree_U_S7_6_add_59_12_groupi  csa_tree_U_S7_6_add_59_12_group_277_1     165        989       316         1305 
    csa_tree_U_S3_6_add_59_8_groupi   csa_tree_U_S3_6_add_59_8_group_309_1      156       1012       291         1303 
    csa_tree_U_S10_6_add_59_12_groupi csa_tree_U_S10_6_add_59_12_group_283_1    132        933       256         1189 
    csa_tree_U_S6_6_add_59_12_groupi  csa_tree_U_S6_6_add_59_12_group_285_1     137        919       260         1180 
    csa_tree_U_S12_2_add_84_9_groupi  csa_tree_U_S12_2_add_84_9_group_299_1     147        909       258         1167 
    csa_tree_U_S4_4_add_59_8_groupi   csa_tree_U_S4_4_add_59_8_group_301_1      116        950       208         1158 
    csa_tree_fac2_groupi              csa_tree_fac2_group_253_1                 117        849       204         1053 
    csa_tree_U_S9_4_add_59_8_groupi   csa_tree_U_S9_4_add_59_8_group_269_1      107        861       190         1051 
    csa_tree_U_S3_5_add_59_8_groupi   csa_tree_U_S3_5_add_59_8_group_323_1      122        817       210         1027 
    csa_tree_U_S11_6_add_59_12_groupi csa_tree_U_S11_6_add_59_12_group_261_1    122        760       230          990 
    csa_tree_U_S14_5_add_59_8_groupi  csa_tree_U_S14_5_add_59_8_group_267_1     104        766       192          958 
    csa_tree_fac1_groupi              csa_tree_fac1_group_255_1                 103        697       191          889 
    csa_tree_U_S4_3_add_84_9_groupi   csa_tree_U_S4_3_add_84_9_group_301_1      117        659       215          874 
    csa_tree_U_S14_6_add_59_8_groupi  csa_tree_U_S14_6_add_59_8_group_311_1      89        669       167          836 
    csa_tree_U_S2_6_add_59_8_groupi   csa_tree_U_S2_6_add_59_8_group_313_1       93        642       173          815 
    U_S13_7_add_59_8                  add_signed_598_2057_3023                  109        604       181          785 
    csa_tree_U_S15_4_add_59_8_groupi  csa_tree_U_S15_4_add_59_8_group_327_1      96        603       180          782 
    csa_tree_U_S1_4_add_59_8_groupi   csa_tree_U_S1_4_add_59_8_group_329_1      102        574       187          761 
    U_S2_7_add_59_8                   add_signed_610_2997                       112        567       185          753 
    U_S14_7_add_59_8                  add_signed_610_2998                       112        565       187          752 
    csa_tree_U_S15_5_add_59_8_groupi  csa_tree_U_S15_5_add_59_8_group_321_1      95        554       185          740 
    U_S7_7_add_59_8                   add_signed_558_2210_3044                  105        547       177          723 
    addinc_U_5_U_S0_add_59_12         add_signed_carry_70_2013                  108        539       179          719 
    U_S9_7_add_59_8                   add_signed_558_2210_3045                  105        541       177          717 
    U_S3_7_add_59_8                   add_signed_598_3017                       109        519       182          702 
    csa_tree_U_S1_5_add_59_8_groupi   csa_tree_U_S1_5_add_59_8_group_325_1       94        511       181          691 
    csa_tree_U_S4_7_add_59_12_groupi  csa_tree_U_S4_7_add_59_12_group_295_1      74        552       133          685 
    U_S6_7_add_59_8                   add_signed_558_3027                       106        488       177          666 
    csa_tree_U_S8_5_add_59_8_groupi   csa_tree_U_S8_5_add_59_8_group_273_1       98        481       180          661 
    U_S12_7_add_59_8                  add_signed_598_2070_3039                  105        485       175          660 
    addinc_U_S2_4_add_59_12           add_signed_carry_118_2783                  87        521       138          659 
    U_S11_7_add_59_8                  add_signed_558_3029                       105        482       175          657 
    U_S10_7_add_59_8                  add_signed_558_3028                       105        482       175          657 
