============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  02:03:42 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage    Internal  
       Gate         Instances     Area    Power (uW)  Power (uW)     Library    
--------------------------------------------------------------------------------
HS65_LSS_XNOR2X12         316    2136.160      4.242    1133.298    CORE65LPSVT 
HS65_LSS_XNOR2X18         167    1736.800      3.712     874.304    CORE65LPSVT 
HS65_LSS_XNOR2X24          72     898.560      2.175     503.388    CORE65LPSVT 
HS65_LSS_XNOR2X3           31     128.960      0.109      23.879    CORE65LPSVT 
HS65_LSS_XNOR2X6         1124    4675.840      7.602    2037.516    CORE65LPSVT 
HS65_LSS_XNOR3X12           6     146.640      0.163      45.899    CORE65LPSVT 
HS65_LSS_XNOR3X4            2      19.760      0.018       3.583    CORE65LPSVT 
HS65_LSS_XNOR3X8            1      18.720      0.015       3.694    CORE65LPSVT 
HS65_LSS_XOR2X12           17     106.080      0.222      60.784    CORE65LPSVT 
HS65_LSS_XOR2X17            6      59.280      0.123      29.677    CORE65LPSVT 
HS65_LSS_XOR2X23            1      12.480      0.029       7.126    CORE65LPSVT 
HS65_LSS_XOR2X3             2       8.320      0.007       1.763    CORE65LPSVT 
HS65_LSS_XOR2X6           959    3989.440      5.589    1794.190    CORE65LPSVT 
HS65_LSS_XOR3X12           10     254.800      0.310      66.041    CORE65LPSVT 
HS65_LSS_XOR3X2             4      31.200      0.022       5.166    CORE65LPSVT 
HS65_LS_AND2ABX18           8      33.280      0.071      19.140    CORE65LPSVT 
HS65_LS_AND2ABX27           1       5.720      0.014       2.811    CORE65LPSVT 
HS65_LS_AND2X18           298    1084.720      2.894     685.072    CORE65LPSVT 
HS65_LS_AND2X27           128     732.160      1.979     440.902    CORE65LPSVT 
HS65_LS_AND2X35            55     343.200      1.199     237.982    CORE65LPSVT 
HS65_LS_AND2X4            539    1401.400      1.266     448.533    CORE65LPSVT 
HS65_LS_AND2X9            339    1057.680      1.596     420.944    CORE65LPSVT 
HS65_LS_AND3X18             4      18.720      0.043       8.459    CORE65LPSVT 
HS65_LS_AND3X27             7      47.320      0.128      16.979    CORE65LPSVT 
HS65_LS_AND3X35             8      62.400      0.211      34.707    CORE65LPSVT 
HS65_LS_AND3X9              4      14.560      0.016       4.113    CORE65LPSVT 
HS65_LS_AND4X13             1       6.240      0.016       0.652    CORE65LPSVT 
HS65_LS_AND4X19             3      32.760      0.079       2.293    CORE65LPSVT 
HS65_LS_AO112X9             2       8.320      0.010       2.060    CORE65LPSVT 
HS65_LS_AO12X18            98     407.680      1.039     280.472    CORE65LPSVT 
HS65_LS_AO12X27            16     108.160      0.279      43.120    CORE65LPSVT 
HS65_LS_AO12X35             6      46.800      0.147      15.157    CORE65LPSVT 
HS65_LS_AO12X9            123     447.720      0.590     131.680    CORE65LPSVT 
HS65_LS_AO311X9             8      37.440      0.042       5.745    CORE65LPSVT 
HS65_LS_AO312X18            1       6.240      0.010       3.701    CORE65LPSVT 
HS65_LS_AO312X9             9      51.480      0.043      21.493    CORE65LPSVT 
HS65_LS_AO31X18             6      31.200      0.067       7.136    CORE65LPSVT 
HS65_LS_AO31X27             2      17.680      0.036       4.415    CORE65LPSVT 
HS65_LS_AO31X35             1       9.360      0.019       1.320    CORE65LPSVT 
HS65_LS_AO31X9             11      45.760      0.055       6.652    CORE65LPSVT 
HS65_LS_AO32X18             3      17.160      0.036       8.620    CORE65LPSVT 
HS65_LS_AO32X4             24     112.320      0.059      23.249    CORE65LPSVT 
HS65_LS_AO32X9              2      10.400      0.011       2.453    CORE65LPSVT 
HS65_LS_AOI112X26           3      51.480      0.085       9.551    CORE65LPSVT 
HS65_LS_AOI112X35           5     111.800      0.182      16.057    CORE65LPSVT 
HS65_LS_AOI112X4            1       3.640      0.004       0.566    CORE65LPSVT 
HS65_LS_AOI112X9            1       6.240      0.009       1.184    CORE65LPSVT 
HS65_LS_AOI12X12          171     889.200      1.574     298.026    CORE65LPSVT 
HS65_LS_AOI12X17          145     980.200      2.113     315.278    CORE65LPSVT 
HS65_LS_AOI12X2            18      46.800      0.023       4.241    CORE65LPSVT 
HS65_LS_AOI12X23          111     981.240      2.344     276.873    CORE65LPSVT 
HS65_LS_AOI12X3             5      15.600      0.010       1.961    CORE65LPSVT 
HS65_LS_AOI12X35           54     702.000      1.787     142.437    CORE65LPSVT 
HS65_LS_AOI12X4             3       9.360      0.012       1.988    CORE65LPSVT 
HS65_LS_AOI12X46           21     360.360      0.946      67.038    CORE65LPSVT 
HS65_LS_AOI12X6            82     255.840      0.321      66.924    CORE65LPSVT 
HS65_LS_AOI12X9             1       5.200      0.008       1.480    CORE65LPSVT 
HS65_LS_AOI13X10            3      18.720      0.026       7.119    CORE65LPSVT 
HS65_LS_AOI13X15            4      35.360      0.041      14.987    CORE65LPSVT 
HS65_LS_AOI13X20            4      47.840      0.055      14.341    CORE65LPSVT 
HS65_LS_AOI13X31            1      17.160      0.022      11.530    CORE65LPSVT 
HS65_LS_AOI13X5             6      21.840      0.018      10.963    CORE65LPSVT 
HS65_LS_AOI211X4           10      36.400      0.028       3.457    CORE65LPSVT 
HS65_LS_AOI212X4            7      29.120      0.031      11.760    CORE65LPSVT 
HS65_LS_AOI212X9            3      23.400      0.037       8.811    CORE65LPSVT 
HS65_LS_AOI21X12           29     150.800      0.240      58.324    CORE65LPSVT 
HS65_LS_AOI21X17           65     439.400      0.813     159.265    CORE65LPSVT 
HS65_LS_AOI21X2             2       5.200      0.002       0.350    CORE65LPSVT 
HS65_LS_AOI21X23           46     406.640      0.792     132.132    CORE65LPSVT 
HS65_LS_AOI21X35           30     390.000      0.851     108.418    CORE65LPSVT 
HS65_LS_AOI21X46            6     102.960      0.242      34.390    CORE65LPSVT 
HS65_LS_AOI21X6            15      46.800      0.058      13.676    CORE65LPSVT 
HS65_LS_AOI21X9             8      41.600      0.053      11.616    CORE65LPSVT 
HS65_LS_AOI22X11            3      18.720      0.026       3.781    CORE65LPSVT 
HS65_LS_AOI22X6            19      69.160      0.077      17.753    CORE65LPSVT 
HS65_LS_AOI312X4            2      10.400      0.010       3.744    CORE65LPSVT 
HS65_LS_AOI31X15            1       8.840      0.016       3.414    CORE65LPSVT 
HS65_LS_AOI31X20            9     107.640      0.139      35.593    CORE65LPSVT 
HS65_LS_AOI31X31            8     137.280      0.179      50.728    CORE65LPSVT 
HS65_LS_AOI31X41            1      22.360      0.031       8.859    CORE65LPSVT 
HS65_LS_AOI31X5             6      21.840      0.018       5.972    CORE65LPSVT 
HS65_LS_AOI31X8             3      18.720      0.015       3.993    CORE65LPSVT 
HS65_LS_AOI32X10            1       7.800      0.010       3.615    CORE65LPSVT 
HS65_LS_AOI32X5            29     120.640      0.113      45.185    CORE65LPSVT 
HS65_LS_BFX106             47     562.120      2.699     215.438    CORE65LPSVT 
HS65_LS_BFX142              9     140.400      0.697      63.557    CORE65LPSVT 
HS65_LS_BFX18             674    2102.880      5.416     809.973    CORE65LPSVT 
HS65_LS_BFX213             10     223.600      1.183      89.890    CORE65LPSVT 
HS65_LS_BFX27             433    1576.120      5.480     649.766    CORE65LPSVT 
HS65_LS_BFX31              28     145.600      0.435      44.179    CORE65LPSVT 
HS65_LS_BFX35              31     161.200      0.540      70.815    CORE65LPSVT 
HS65_LS_BFX40              24     137.280      0.484      43.073    CORE65LPSVT 
HS65_LS_BFX44              27     154.440      0.603      68.793    CORE65LPSVT 
HS65_LS_BFX53             228    1422.720      6.172     726.575    CORE65LPSVT 
HS65_LS_BFX62               7      54.600      0.225      26.552    CORE65LPSVT 
HS65_LS_BFX71              57     474.240      2.122     234.679    CORE65LPSVT 
HS65_LS_BFX9               41      85.280      0.145      35.315    CORE65LPSVT 
HS65_LS_CB4I1X18           66     343.200      0.808     241.125    CORE65LPSVT 
HS65_LS_CB4I1X27            1       8.840      0.018       2.608    CORE65LPSVT 
HS65_LS_CB4I1X35            4      37.440      0.091      17.966    CORE65LPSVT 
HS65_LS_CB4I1X4             2       8.320      0.005       1.913    CORE65LPSVT 
HS65_LS_CB4I1X9            11      45.760      0.056      10.299    CORE65LPSVT 
HS65_LS_CB4I6X18           17      88.400      0.169      49.367    CORE65LPSVT 
HS65_LS_CB4I6X35            1       9.360      0.024       3.457    CORE65LPSVT 
HS65_LS_CB4I6X9            81     336.960      0.397     100.504    CORE65LPSVT 
HS65_LS_CBI4I1X11          42     262.080      0.388      81.421    CORE65LPSVT 
HS65_LS_CBI4I1X16          36     318.240      0.556     104.140    CORE65LPSVT 
HS65_LS_CBI4I1X21          11     131.560      0.232      33.754    CORE65LPSVT 
HS65_LS_CBI4I1X5          125     455.000      0.600     138.899    CORE65LPSVT 
HS65_LS_CBI4I6X14           1       8.840      0.014       4.909    CORE65LPSVT 
HS65_LS_CBI4I6X18           8      95.680      0.134      31.338    CORE65LPSVT 
HS65_LS_CBI4I6X5           30     109.200      0.112      42.834    CORE65LPSVT 
HS65_LS_CBI4I6X9            7      43.680      0.055      14.592    CORE65LPSVT 
HS65_LS_CNBFX10             1       3.120      0.005       1.696    CORE65LPSVT 
HS65_LS_CNBFX21             2       7.280      0.020       4.303    CORE65LPSVT 
HS65_LS_CNBFX31             6      37.440      0.092       9.762    CORE65LPSVT 
HS65_LS_CNBFX41             3      20.280      0.066       5.880    CORE65LPSVT 
HS65_LS_CNBFX45             1       8.320      0.024       2.112    CORE65LPSVT 
HS65_LS_CNBFX48             1       8.320      0.025       0.521    CORE65LPSVT 
HS65_LS_CNBFX58             4      39.520      0.131      13.976    CORE65LPSVT 
HS65_LS_CNBFX82             3      37.440      0.137      19.932    CORE65LPSVT 
HS65_LS_CNIVX10             6      15.600      0.020       2.192    CORE65LPSVT 
HS65_LS_CNIVX103            4      47.840      0.177       6.429    CORE65LPSVT 
HS65_LS_CNIVX14            69     179.400      0.295      25.636    CORE65LPSVT 
HS65_LS_CNIVX17            41     127.920      0.217      15.483    CORE65LPSVT 
