============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 19 2019  11:38:06 pm
  Module:                 FME_INTER_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                          Module                       Cells  Cell Area  Net Area   Total Area 
-------------------------------------------------------------------------------------------------------------------------------------------
FME_INTER_4                                                                                        92345     469004    211771       680775 
  U_buffer                                       buffer_shift                                      60481     285650    138477       424126 
  U_inter                                        interpolation_bit_width10                         27843     157236     57759       214995 
    csa_tree_PUs_10__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_10__U_F8_U_s3_add_18_10_group_1427     136       1049       263         1312 
    csa_tree_PUs_10__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_10__U_F8_U_s23_add_18_10_group_1425    135       1048       261         1309 
    csa_tree_PUs_5__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_5__U_F8_U_s23_add_18_10_group_1445     136       1044       263         1306 
    csa_tree_PUs_3__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_3__U_F8_U_s3_add_18_10_group_1455      136       1040       263         1303 
    csa_tree_PUs_7__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_7__U_F8_U_s23_add_18_10_group_1437     136       1038       263         1301 
    csa_tree_PUs_5__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_5__U_F8_U_s3_add_18_10_group_1447      136       1035       263         1298 
    csa_tree_PUs_6__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_6__U_F8_U_s23_add_18_10_group_1441     136       1033       263         1295 
    csa_tree_PUs_7__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_7__U_F8_U_s3_add_18_10_group_1439      136       1031       263         1293 
    csa_tree_PUs_3__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_3__U_F8_U_s23_add_18_10_group_1453     135       1031       262         1293 
    csa_tree_PUs_9__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_9__U_F8_U_s3_add_18_10_group_1431      135       1031       262         1293 
    csa_tree_PUs_2__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_2__U_F8_U_s3_add_18_10_group_1459      135       1030       261         1291 
    csa_tree_PUs_2__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_2__U_F8_U_s23_add_18_10_group_1457     136       1028       263         1291 
    csa_tree_PUs_8__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_8__U_F8_U_s23_add_18_10_group_1433     136       1028       263         1290 
    csa_tree_PUs_1__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_1__U_F8_U_s3_add_18_10_group_1463      136       1026       263         1290 
    csa_tree_PUs_1__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_1__U_F8_U_s23_add_18_10_group_1461     135       1023       261         1285 
    csa_tree_PUs_6__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_6__U_F8_U_s3_add_18_10_group_1443      135       1020       261         1282 
    csa_tree_PUs_4__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_4__U_F8_U_s3_add_18_10_group_1451      135       1017       261         1278 
    csa_tree_PUs_9__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_9__U_F8_U_s23_add_18_10_group_1429     136       1009       263         1272 
    csa_tree_PUs_4__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_4__U_F8_U_s23_add_18_10_group_1449     135       1004       261         1265 
    csa_tree_PUs_8__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_8__U_F8_U_s3_add_18_10_group_1435      135        998       262         1260 
    csa_tree_PUs_0__U_F8_U_s23_add_18_10_groupi  csa_tree_PUs_0__U_F8_U_s23_add_18_10_group_1465     135        954       261         1215 
    csa_tree_PUs_13__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_13__U_F8_U_s23_add_18_10_group_1413    126        933       251         1184 
    csa_tree_PUs_11__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_11__U_F8_U_s23_add_18_10_group_1421    126        931       251         1182 
    csa_tree_PUs_19__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_19__U_F8_U_s3_add_18_10_group_1391     126        929       251         1180 
    csa_tree_PUs_16__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_16__U_F8_U_s23_add_18_10_group_1401    126        929       251         1180 
    csa_tree_PUs_12__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_12__U_F8_U_s23_add_18_10_group_1417    126        929       251         1180 
    csa_tree_PUs_14__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_14__U_F8_U_s23_add_18_10_group_1409    126        929       251         1180 
    csa_tree_PUs_20__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_20__U_F8_U_s23_add_18_10_group_1385    126        926       251         1177 
    csa_tree_PUs_27__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_27__U_F8_U_s3_add_18_10_group_1359     126        925       251         1176 
    csa_tree_PUs_22__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_22__U_F8_U_s3_add_18_10_group_1379     126        925       251         1176 
    csa_tree_PUs_29__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_29__U_F8_U_s3_add_18_10_group_1351     126        923       251         1174 
    csa_tree_PUs_28__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_28__U_F8_U_s23_add_18_10_group_1353    126        922       251         1174 
    csa_tree_PUs_19__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_19__U_F8_U_s23_add_18_10_group_1389    126        922       251         1174 
    csa_tree_PUs_28__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_28__U_F8_U_s3_add_18_10_group_1355     126        922       251         1173 
    csa_tree_PUs_25__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_25__U_F8_U_s23_add_18_10_group_1365    126        922       251         1173 
    csa_tree_PUs_18__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_18__U_F8_U_s3_add_18_10_group_1395     126        922       251         1173 
    csa_tree_PUs_17__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_17__U_F8_U_s3_add_18_10_group_1399     126        922       251         1173 
    csa_tree_PUs_16__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_16__U_F8_U_s3_add_18_10_group_1403     126        922       251         1173 
    csa_tree_PUs_31__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_31__U_F8_U_s3_add_18_10_group_1343     126        922       250         1173 
    csa_tree_PUs_26__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_26__U_F8_U_s23_add_18_10_group_1361    126        921       251         1173 
    csa_tree_PUs_23__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_23__U_F8_U_s3_add_18_10_group_1375     126        921       251         1173 
    csa_tree_PUs_20__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_20__U_F8_U_s3_add_18_10_group_1387     126        921       251         1173 
    csa_tree_PUs_26__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_26__U_F8_U_s3_add_18_10_group_1363     126        921       251         1172 
    csa_tree_PUs_23__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_23__U_F8_U_s23_add_18_10_group_1373    126        921       251         1172 
    csa_tree_PUs_25__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_25__U_F8_U_s3_add_18_10_group_1367     126        920       251         1171 
    csa_tree_PUs_22__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_22__U_F8_U_s23_add_18_10_group_1377    126        919       251         1170 
    csa_tree_PUs_29__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_29__U_F8_U_s23_add_18_10_group_1349    126        918       251         1169 
    csa_tree_PUs_24__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_24__U_F8_U_s3_add_18_10_group_1371     126        918       251         1169 
    csa_tree_PUs_21__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_21__U_F8_U_s23_add_18_10_group_1381    126        918       251         1169 
    csa_tree_PUs_24__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_24__U_F8_U_s23_add_18_10_group_1369    126        919       250         1169 
    csa_tree_PUs_27__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_27__U_F8_U_s23_add_18_10_group_1357    126        918       251         1169 
    csa_tree_PUs_30__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_30__U_F8_U_s3_add_18_10_group_1347     126        918       250         1169 
    csa_tree_PUs_15__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_15__U_F8_U_s23_add_18_10_group_1405    126        914       251         1165 
    csa_tree_PUs_17__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_17__U_F8_U_s23_add_18_10_group_1397    126        914       251         1165 
    csa_tree_PUs_14__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_14__U_F8_U_s3_add_18_10_group_1411     126        913       251         1164 
    csa_tree_PUs_15__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_15__U_F8_U_s3_add_18_10_group_1407     126        913       251         1164 
    csa_tree_PUs_21__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_21__U_F8_U_s3_add_18_10_group_1383     126        911       251         1162 
    csa_tree_PUs_18__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_18__U_F8_U_s23_add_18_10_group_1393    126        911       251         1162 
    csa_tree_PUs_0__U_F8_U_s3_add_18_10_groupi   csa_tree_PUs_0__U_F8_U_s3_add_18_10_group_1467      122        902       243         1145 
    csa_tree_PUs_32__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_32__U_F8_U_s3_add_18_10_group_1339     127        885       252         1137 
    csa_tree_PUs_30__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_30__U_F8_U_s23_add_18_10_group_1345    133        841       261         1102 
