============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 23 2019  02:08:35 pm
  Module:                 FME_PIPE_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                          Module                       Cells  Cell Area  Net Area   Total Area 
-------------------------------------------------------------------------------------------------------------------------------------------
FME_PIPE_8                                                                                         41312     232937     90136       323073 
  U_inter                                        interpolation_bit_width10                         27839     143732     54952       198684 
    csa_tree_PUs_7__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_7__U_F8_U_S14_add_18_10_group_2765     104        648       196          845 
    csa_tree_PUs_10__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_10__U_F8_U_S14_add_18_10_group_2759    103        648       195          843 
    csa_tree_PUs_8__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_8__U_F8_U_S14_add_18_10_group_2763     104        645       196          841 
    csa_tree_PUs_5__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_5__U_F8_U_S14_add_18_10_group_2769     101        648       192          841 
    csa_tree_PUs_11__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_11__U_F8_U_S14_add_18_10_group_2757    101        648       192          840 
    csa_tree_PUs_6__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_6__U_F8_U_S14_add_18_10_group_2767     103        644       195          839 
    csa_tree_PUs_9__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_9__U_F8_U_S14_add_18_10_group_2761     102        643       194          837 
    csa_tree_PUs_2__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_2__U_F8_U_S14_add_18_10_group_2775      99        640       189          830 
    csa_tree_PUs_3__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_3__U_F8_U_S14_add_18_10_group_2773      99        639       189          829 
    csa_tree_PUs_4__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_4__U_F8_U_S14_add_18_10_group_2771     101        635       192          827 
    csa_tree_PUs_1__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_1__U_F8_U_S14_add_18_10_group_2777      99        634       189          823 
    csa_tree_PUs_16__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_16__U_F8_U_S14_add_18_10_group_2747     99        633       189          822 
    csa_tree_PUs_12__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_12__U_F8_U_S14_add_18_10_group_2755    100        631       190          821 
    csa_tree_PUs_14__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_14__U_F8_U_S14_add_18_10_group_2751    100        625       190          815 
    csa_tree_PUs_2__U_F8_U_S6_add_18_10_groupi   csa_tree_PUs_2__U_F8_U_S6_add_18_10_group_2         106        610       201          811 
    csa_tree_PUs_13__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_13__U_F8_U_S14_add_18_10_group_2753     98        619       187          806 
    csa_tree_PUs_0__U_F8_U_S14_add_18_10_groupi  csa_tree_PUs_0__U_F8_U_S14_add_18_10_group_2779      98        610       187          797 
    csa_tree_PUs_15__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_15__U_F8_U_S14_add_18_10_group_2749     97        610       186          797 
    csa_tree_PUs_4__U_F8_U_S6_add_18_10_groupi   csa_tree_PUs_4__U_F8_U_S6_add_18_10_group_2         106        595       201          796 
    csa_tree_PUs_3__U_F8_U_S6_add_18_10_groupi   csa_tree_PUs_3__U_F8_U_S6_add_18_10_group_2         106        592       201          793 
