============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 23 2019  02:08:43 pm
  Module:                 FME_PIPE_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage    Internal  
       Gate         Instances     Area    Power (uW)  Power (uW)     Library    
--------------------------------------------------------------------------------
HS65_LSS_XNOR2X12          78     527.280      1.060     116.133    CORE65LPSVT 
HS65_LSS_XNOR2X18          54     561.600      1.170     138.603    CORE65LPSVT 
HS65_LSS_XNOR2X24          15     187.200      0.461      37.926    CORE65LPSVT 
HS65_LSS_XNOR2X6          988    4110.080      6.754     786.917    CORE65LPSVT 
HS65_LSS_XOR2X12            1       6.240      0.011       1.711    CORE65LPSVT 
HS65_LSS_XOR2X6           841    3498.560      5.058     575.113    CORE65LPSVT 
HS65_LS_AND2ABX18           1       4.160      0.009       2.324    CORE65LPSVT 
HS65_LS_AND2ABX27           1       5.720      0.014       1.412    CORE65LPSVT 
HS65_LS_AND2X18           191     695.240      1.784     280.469    CORE65LPSVT 
HS65_LS_AND2X27           100     572.000      1.452     185.928    CORE65LPSVT 
HS65_LS_AND2X35           232    1447.680      5.118     634.211    CORE65LPSVT 
HS65_LS_AND2X4            393    1021.800      0.880     191.479    CORE65LPSVT 
HS65_LS_AND2X9             84     262.080      0.400      85.322    CORE65LPSVT 
HS65_LS_AND3ABCX18          1       5.200      0.008       0.521    CORE65LPSVT 
HS65_LS_AND3ABCX9           1       4.680      0.005       0.144    CORE65LPSVT 
HS65_LS_AND3X18            37     173.160      0.431      36.290    CORE65LPSVT 
HS65_LS_AND3X9             25      91.000      0.077       0.758    CORE65LPSVT 
HS65_LS_AND4X6              1       5.200      0.001       0.000    CORE65LPSVT 
HS65_LS_AO112X18           11      51.480      0.112      32.230    CORE65LPSVT 
HS65_LS_AO112X9            11      45.760      0.055      14.537    CORE65LPSVT 
HS65_LS_AO12X18            29     120.640      0.271      73.598    CORE65LPSVT 
HS65_LS_AO12X27             1       6.760      0.015       1.817    CORE65LPSVT 
HS65_LS_AO12X35            15     117.000      0.326      29.801    CORE65LPSVT 
HS65_LS_AO12X9            156     567.840      0.750     108.671    CORE65LPSVT 
HS65_LS_AO222X18          506    3420.560      5.350    1403.286    CORE65LPSVT 
HS65_LS_AO222X4          1208    6909.760      3.472    1355.995    CORE65LPSVT 
HS65_LS_AO222X9           326    2034.240      1.590     510.202    CORE65LPSVT 
HS65_LS_AO312X9            18     102.960      0.080       8.919    CORE65LPSVT 
HS65_LS_AO31X27             2      17.680      0.030       2.594    CORE65LPSVT 
HS65_LS_AO31X35             2      18.720      0.040       2.329    CORE65LPSVT 
HS65_LS_AO31X9              1       4.160      0.004       0.124    CORE65LPSVT 
HS65_LS_AO32X18            17      97.240      0.205      22.984    CORE65LPSVT 
HS65_LS_AO32X27             1      10.400      0.018       2.160    CORE65LPSVT 
HS65_LS_AO32X9              6      31.200      0.029       8.247    CORE65LPSVT 
HS65_LS_AOI112X9            6      37.440      0.053      11.780    CORE65LPSVT 
HS65_LS_AOI12X12          150     780.000      1.220     154.201    CORE65LPSVT 
HS65_LS_AOI12X17           76     513.760      0.954     101.039    CORE65LPSVT 
HS65_LS_AOI12X2            18      46.800      0.028       3.260    CORE65LPSVT 
HS65_LS_AOI12X23           12     106.080      0.276      16.422    CORE65LPSVT 
HS65_LS_AOI12X35           56     728.000      1.515     210.570    CORE65LPSVT 
HS65_LS_AOI12X46            1      17.160      0.034       2.604    CORE65LPSVT 
HS65_LS_AOI12X6           119     371.280      0.524      66.070    CORE65LPSVT 
HS65_LS_AOI211X4            2       7.280      0.008       0.930    CORE65LPSVT 
HS65_LS_AOI21X12            1       5.200      0.010       0.947    CORE65LPSVT 
HS65_LS_AOI21X17           42     283.920      0.529      57.150    CORE65LPSVT 
HS65_LS_AOI21X23           48     424.320      0.822      86.609    CORE65LPSVT 
HS65_LS_AOI21X35            1      13.000      0.025       1.551    CORE65LPSVT 
HS65_LS_AOI21X46            1      17.160      0.035       3.041    CORE65LPSVT 
HS65_LS_AOI21X6            55     171.600      0.211      49.935    CORE65LPSVT 
HS65_LS_AOI21X9            19      98.800      0.138      10.868    CORE65LPSVT 
HS65_LS_AOI31X10           11      68.640      0.075      11.381    CORE65LPSVT 
HS65_LS_AOI31X5            51     185.640      0.147      18.854    CORE65LPSVT 
HS65_LS_AOI32X5            11      45.760      0.048      11.980    CORE65LPSVT 
HS65_LS_BFX106             22     263.120      1.258     105.115    CORE65LPSVT 
HS65_LS_BFX142              7     109.200      0.540      54.126    CORE65LPSVT 
HS65_LS_BFX18             131     408.720      1.055     121.341    CORE65LPSVT 
HS65_LS_BFX213             12     268.320      1.412     120.305    CORE65LPSVT 
HS65_LS_BFX27              45     163.800      0.569      66.219    CORE65LPSVT 
HS65_LS_BFX284              1      30.160      0.159      16.218    CORE65LPSVT 
HS65_LS_BFX31               4      20.800      0.062       5.735    CORE65LPSVT 
HS65_LS_BFX35               8      41.600      0.139      12.154    CORE65LPSVT 
HS65_LS_BFX40               2      11.440      0.040       4.655    CORE65LPSVT 
HS65_LS_BFX44               2      11.440      0.045       3.995    CORE65LPSVT 
HS65_LS_BFX53              27     168.480      0.731      72.686    CORE65LPSVT 
HS65_LS_BFX62               3      23.400      0.096       7.470    CORE65LPSVT 
HS65_LS_BFX71              22     183.040      0.814      69.662    CORE65LPSVT 
HS65_LS_BFX9              123     255.840      0.431      95.680    CORE65LPSVT 
HS65_LS_CB4I6X18            5      26.000      0.045      15.132    CORE65LPSVT 
HS65_LS_CB4I6X27            6      49.920      0.085      27.286    CORE65LPSVT 
HS65_LS_CB4I6X9             1       4.160      0.004       0.777    CORE65LPSVT 
HS65_LS_CBI4I1X11          19     118.560      0.213      19.233    CORE65LPSVT 
HS65_LS_CBI4I1X16          11      97.240      0.170      16.027    CORE65LPSVT 
HS65_LS_CBI4I1X21           1      11.960      0.022       1.490    CORE65LPSVT 
HS65_LS_CBI4I1X5           34     123.760      0.135      36.762    CORE65LPSVT 
HS65_LS_CBI4I6X14           5      44.200      0.059       5.632    CORE65LPSVT 
HS65_LS_CBI4I6X18         114    1363.440      2.051     178.034    CORE65LPSVT 
HS65_LS_CBI4I6X5           39     141.960      0.121      22.442    CORE65LPSVT 
HS65_LS_CBI4I6X9            7      43.680      0.051       5.244    CORE65LPSVT 
HS65_LS_CNBFX124            1      18.200      0.070       3.964    CORE65LPSVT 
HS65_LS_CNBFX21             2       7.280      0.022       1.566    CORE65LPSVT 
HS65_LS_CNBFX55             1       8.840      0.030       2.786    CORE65LPSVT 
HS65_LS_CNBFX62             1       9.880      0.035       3.695    CORE65LPSVT 
HS65_LS_CNIVX10             4      10.400      0.011       1.250    CORE65LPSVT 
HS65_LS_CNIVX103            3      35.880      0.133      10.979    CORE65LPSVT 
HS65_LS_CNIVX14            36      93.600      0.131      14.069    CORE65LPSVT 
HS65_LS_CNIVX17             2       6.240      0.012       0.591    CORE65LPSVT 
HS65_LS_CNIVX21           244     761.280      1.658     131.489    CORE65LPSVT 
HS65_LS_CNIVX27            82     298.480      0.734      48.955    CORE65LPSVT 
HS65_LS_CNIVX31             3      14.040      0.033       1.767    CORE65LPSVT 
HS65_LS_CNIVX34            72     336.960      0.873      52.457    CORE65LPSVT 
