============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 23 2019  02:08:43 pm
  Module:                 FME_PIPE_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage   Internal     Net        Dynamic          Total       
                                                                   (Internal+Net) (Leakage+Dynamic) 
           Instance           Cells Power(uW)  Power(uW) Power(uW)    Power(uW)       Power(uW)     
----------------------------------------------------------------------------------------------------
    addinc_PUs.._S2_add_18_16    71     0.338     27.606    43.621         71.226            71.564 
    addinc_PUs.._S2_add_18_16    72     0.335     29.744    44.896         74.640            74.975 
    addinc_PUs.._S2_add_18_16    71     0.335     29.353    45.425         74.778            75.112 
    PUs[13].U_.._S1_add_18_10    50     0.330     29.309    51.606         80.915            81.245 
    PUs[12].U_.._S1_add_18_10    51     0.329     28.808    51.355         80.163            80.492 
    PUs[4].U_F.._S1_add_18_10    50     0.326     29.012    53.513         82.525            82.851 
    PUs[14].U_.._S1_add_18_10    51     0.323     32.199    57.009         89.209            89.532 
    PUs[2].U_F.._S1_add_18_10    51     0.318     27.004    49.620         76.624            76.942 
    PUs[10].U_.._S1_add_18_10    51     0.310     29.371    50.420         79.790            80.100 
    PUs[7].U_F.._S1_add_18_10    50     0.309     28.732    50.349         79.081            79.390 
    PUs[5].U_F.._S1_add_18_10    50     0.308     26.413    47.797         74.209            74.517 
    PUs[15].U_.._S1_add_18_10    50     0.304     31.950    58.160         90.111            90.415 
    PUs[6].U_F.._S1_add_18_10    50     0.302     27.019    48.005         75.025            75.327 
    PUs[8].U_F.._S1_add_18_10    50     0.302     27.677    49.781         77.458            77.760 
    PUs[0].U_F.._S1_add_18_10    50     0.300     27.665    51.011         78.676            78.976 
    PUs[11].U_.._S1_add_18_10    50     0.298     31.630    56.273         87.903            88.201 
    PUs[1].U_F.._S1_add_18_10    50     0.298     27.926    52.489         80.414            80.712 
    PUs[16].U_.._S1_add_18_10    51     0.297     30.069    44.340         74.409            74.705 
    PUs[0].U_F.._S1_add_18_10    51     0.287     23.479    36.805         60.284            60.571 
    PUs[8].U_F..S17_add_41_16    68     0.240     51.589    76.994        128.583           128.823 
    PUs[12].U_..S17_add_41_16    68     0.240     52.643    78.998        131.641           131.881 
    PUs[9].U_F..S17_add_41_16    68     0.240     51.069    76.757        127.825           128.065 
    PUs[16].U_..S17_add_41_16    68     0.240     53.077    80.240        133.318           133.558 
    PUs[6].U_F..S17_add_41_16    68     0.240     50.869    77.714        128.583           128.823 
    PUs[10].U_..S17_add_41_16    68     0.240     53.041    79.628        132.669           132.909 
    PUs[7].U_F..S17_add_41_16    68     0.240     50.112    76.235        126.347           126.587 
    PUs[14].U_..S17_add_41_16    68     0.240     50.548    75.486        126.034           126.274 
    PUs[15].U_..S17_add_41_16    68     0.240     52.023    77.574        129.596           129.836 
    PUs[13].U_..S17_add_41_16    68     0.240     51.855    77.307        129.162           129.401 
    PUs[11].U_..S17_add_41_16    68     0.239     50.310    75.162        125.472           125.711 
    PUs[2].U_F8_U_p12            17     0.142    136.684    20.774        157.458           157.599 
    PUs[11].U_F8_U_p12           17     0.142    135.519    19.187        154.706           154.847 
    PUs[9].U_F8_U_p12            17     0.142    137.458    20.846        158.303           158.445 
    PUs[8].U_F8_U_p12            17     0.142    134.479    19.321        153.799           153.941 
    PUs[13].U_F8_U_p12           17     0.142    137.648    20.647        158.294           158.436 
    PUs[14].U_F8_U_p12           17     0.142    134.116    18.553        152.669           152.810 
    PUs[16].U_F8_U_p12           17     0.142    136.955    20.201        157.156           157.298 
    PUs[1].U_F8_U_p12            17     0.142    137.024    21.430        158.454           158.596 
    PUs[0].U_F8_U_p12            17     0.142    135.761    21.997        157.758           157.900 
    PUs[6].U_F8_U_p12            17     0.141    136.182    19.657        155.839           155.980 
    PUs[7].U_F8_U_p12            17     0.141    134.969    19.702        154.671           154.812 
    PUs[3].U_F8_U_p12            17     0.141    135.713    21.136        156.849           156.991 
    PUs[12].U_F8_U_p12           17     0.141    135.351    19.307        154.659           154.800 
    PUs[10].U_F8_U_p12           17     0.141    137.138    20.444        157.581           157.723 
    PUs[5].U_F8_U_p12            17     0.141    133.461    19.046        152.507           152.648 
    PUs[4].U_F8_U_p12            17     0.141    138.964    22.740        161.704           161.846 
    PUs[15].U_F8_U_p12           17     0.141    133.396    18.199        151.596           151.737 
    PUs[14].U_F8_U_p22           15     0.140    128.747    18.900        147.647           147.787 
    PUs[15].U_F8_U_p3            15     0.140    128.747    18.900        147.647           147.787 
    PUs[5].U_F8_U_p22            15     0.140    128.457    18.741        147.198           147.338 
    PUs[6].U_F8_U_p3             15     0.140    128.457    18.741        147.198           147.338 
    PUs[1].U_F8_U_p22            15     0.140    128.539    18.497        147.036           147.176 
    PUs[2].U_F8_U_p3             15     0.140    128.543    21.353        149.896           150.036 
    PUs[13].U_F8_U_p22           15     0.140    128.856    18.962        147.818           147.958 
    PUs[14].U_F8_U_p3            15     0.140    128.856    18.962        147.818           147.958 
    PUs[8].U_F8_U_p22            15     0.140    127.653    18.162        145.815           145.955 
    PUs[9].U_F8_U_p3             15     0.140    127.653    18.162        145.815           145.955 
    PUs[15].U_F8_U_p22           15     0.140    128.645    18.489        147.133           147.273 
    PUs[16].U_F8_U_p3            15     0.140    128.645    18.489        147.133           147.273 
    PUs[0].U_F8_U_p3             15     0.140    128.033    17.289        145.322           145.462 
    PUs[6].U_F8_U_p22            15     0.140    128.921    18.721        147.643           147.783 
    PUs[7].U_F8_U_p3             15     0.140    128.921    18.721        147.643           147.783 
    PUs[9].U_F8_U_p22            15     0.140    127.382    17.658        145.040           145.180 
    PUs[10].U_F8_U_p3            15     0.140    127.382    17.658        145.040           145.180 
    PUs[11].U_F8_U_p22           15     0.140    131.213    20.068        151.281           151.421 
    PUs[12].U_F8_U_p3            15     0.140    131.213    20.068        151.281           151.421 
    PUs[16].U_F8_U_p22           15     0.140    129.122    19.071        148.193           148.333 
    PUs[4].U_F8_U_p22            15     0.140    129.754    20.212        149.966           150.106 
    PUs[5].U_F8_U_p3             15     0.140    129.757    22.217        151.973           152.113 
    PUs[0].U_F8_U_p22            15     0.140    128.354    18.748        147.102           147.242 
    PUs[1].U_F8_U_p3             15     0.140    128.356    20.186        148.541           148.681 
    PUs[2].U_F8_U_p22            15     0.140    129.904    20.303        150.207           150.347 
    PUs[3].U_F8_U_p3             15     0.140    129.907    22.784        152.691           152.831 
    PUs[3].U_F8_U_p22            15     0.140    127.140    18.339        145.479           145.619 
    PUs[4].U_F8_U_p3             15     0.140    127.142    20.150        147.292           147.431 
    PUs[12].U_F8_U_p22           15     0.140    126.524    17.141        143.665           143.805 
    PUs[13].U_F8_U_p3            15     0.140    126.524    17.141        143.665           143.805 
    PUs[10].U_F8_U_p22           15     0.140    129.975    19.581        149.557           149.697 
    PUs[11].U_F8_U_p3            15     0.140    129.975    19.581        149.557           149.697 
    PUs[7].U_F8_U_p22            15     0.140    127.437    17.962        145.399           145.539 
    PUs[8].U_F8_U_p3             15     0.140    127.437    17.962        145.399           145.539 
    PUs[16].U_F8_U_p10           14     0.133    118.966    24.307        143.273           143.406 
    PUs[6].U_F8_U_p10            14     0.133    119.959    25.071        145.030           145.163 
    PUs[10].U_F8_U_p10           14     0.133    119.297    24.808        144.106           144.239 
    PUs[8].U_F8_U_p10            14     0.133    121.267    26.000        147.267           147.400 
    PUs[4].U_F8_U_p10            14     0.133    120.105    25.880        145.984           146.118 
    PUs[2].U_F8_U_p10            14     0.133    120.153    25.912        146.064           146.198 
    PUs[15].U_F8_U_p10           14     0.133    120.339    25.227        145.567           145.700 
    PUs[9].U_F8_U_p10            14     0.133    121.619    26.896        148.515           148.649 
    PUs[1].U_F8_U_p10            14     0.133    121.023    26.611        147.633           147.767 
    PUs[3].U_F8_U_p10            14     0.133    119.665    25.861        145.526           145.659 
    PUs[12].U_F8_U_p10           14     0.133    119.121    24.604        143.724           143.858 
    PUs[7].U_F8_U_p10            14     0.133    122.238    26.899        149.138           149.271 
    PUs[5].U_F8_U_p10            14     0.133    120.791    26.269        147.059           147.192 
    PUs[13].U_F8_U_p10           14     0.133    120.489    25.745        146.234           146.368 
    PUs[14].U_F8_U_p10           14     0.133    122.999    27.391        150.390           150.523 
    PUs[11].U_F8_U_p10           14     0.133    119.069    24.859        143.927           144.061 
    PUs[0].U_F8_U_p10            14     0.133    119.011    25.213        144.224           144.357 
    PUs[0].U_F8_U_p21            14     0.131    125.626    19.452        145.077           145.208 
    PUs[13].U_F8_U_p2            14     0.131    126.179    19.529        145.708           145.839 
    PUs[7].U_F8_U_p2             14     0.131    126.236    19.482        145.719           145.850 
    PUs[14].U_F8_U_p2            14     0.131    124.406    18.427        142.833           142.964 
    PUs[3].U_F8_U_p21            14     0.131    126.148    19.571        145.718           145.849 
    PUs[1].U_F8_U_p2             14     0.131    125.754    19.650        145.404           145.535 
    PUs[7].U_F8_U_p21            14     0.131    125.689    19.320        145.009           145.140 
    PUs[9].U_F8_U_p21            14     0.131    126.470    20.200        146.670           146.801 
    PUs[4].U_F8_U_p2             14     0.131    127.252    20.190        147.442           147.573 
    PUs[13].U_F8_U_p21           14     0.131    125.657    19.535        145.191           145.322 
    PUs[2].U_F8_U_p2             14     0.131    125.945    19.607        145.552           145.683 
    PUs[4].U_F8_U_p21            14     0.131    126.586    19.918        146.504           146.635 
    PUs[6].U_F8_U_p2             14     0.131    124.658    18.929        143.586           143.717 
    PUs[12].U_F8_U_p21           14     0.131    127.560    20.324        147.884           148.015 
    PUs[12].U_F8_U_p2            14     0.131    126.002    20.085        146.087           146.218 
    PUs[11].U_F8_U_p21           14     0.131    126.300    20.041        146.341           146.472 
    PUs[8].U_F8_U_p21            14     0.131    125.501    19.353        144.854           144.985 
    PUs[5].U_F8_U_p2             14     0.131    124.769    18.978        143.746           143.877 
    PUs[0].U_F8_U_p2             14     0.131    126.579    20.512        147.091           147.222 
    PUs[11].U_F8_U_p2            14     0.131    125.662    19.539        145.201           145.332 
    PUs[16].U_F8_U_p21           14     0.131    124.220    19.064        143.284           143.415 
    PUs[3].U_F8_U_p2             14     0.131    125.970    19.246        145.216           145.347 
    PUs[2].U_F8_U_p21            14     0.131    124.818    19.398        144.216           144.347 
    PUs[15].U_F8_U_p2            14     0.131    124.886    19.150        144.037           144.168 
    PUs[9].U_F8_U_p2             14     0.131    127.745    20.985        148.730           148.861 
    PUs[14].U_F8_U_p21           14     0.131    124.261    18.984        143.245           143.376 
    PUs[10].U_F8_U_p21           14     0.131    125.335    19.475        144.810           144.940 
    PUs[8].U_F8_U_p2             14     0.131    123.571    18.176        141.747           141.878 
    PUs[15].U_F8_U_p21           14     0.131    125.147    19.355        144.502           144.633 
    PUs[1].U_F8_U_p21            14     0.131    126.888    20.301        147.189           147.319 
    PUs[6].U_F8_U_p21            14     0.131    125.587    19.668        145.255           145.386 
    PUs[5].U_F8_U_p21            14     0.131    125.738    19.801        145.538           145.669 
    PUs[10].U_F8_U_p2            14     0.131    127.811    21.071        148.882           149.012 
    PUs[16].U_F8_U_p2            14     0.130    127.152    21.290        148.442           148.572 
    PUs[1].U_F8_U_p11            13     0.121    116.875    23.339        140.214           140.335 
    PUs[15].U_F8_U_p11           13     0.121    116.196    22.074        138.270           138.392 
    PUs[2].U_F8_U_p11            13     0.121    119.028    25.055        144.083           144.204 
    PUs[9].U_F8_U_p11            13     0.121    115.486    21.903        137.390           137.511 
    PUs[12].U_F8_U_p11           13     0.121    116.723    23.046        139.768           139.890 
    PUs[16].U_F8_U_p11           13     0.121    116.220    22.868        139.088           139.209 
    PUs[13].U_F8_U_p11           13     0.121    115.262    22.308        137.570           137.692 
    PUs[0].U_F8_U_p11            13     0.121    117.960    24.009        141.968           142.090 
    PUs[6].U_F8_U_p11            13     0.121    116.501    22.792        139.293           139.415 
    PUs[5].U_F8_U_p11            13     0.121    117.972    23.545        141.517           141.638 
    PUs[8].U_F8_U_p11            13     0.121    116.530    23.108        139.638           139.759 
    PUs[11].U_F8_U_p11           13     0.121    118.452    24.585        143.037           143.158 
    PUs[14].U_F8_U_p11           13     0.121    116.130    22.557        138.687           138.808 
    PUs[3].U_F8_U_p11            13     0.121    117.712    23.918        141.630           141.751 
    PUs[7].U_F8_U_p11            13     0.121    115.472    22.163        137.635           137.756 
    PUs[10].U_F8_U_p11           13     0.121    116.908    23.032        139.940           140.061 
    PUs[4].U_F8_U_p11            13     0.121    116.821    22.917        139.737           139.859 
    PUs[9].U_F8_U_p1             12     0.116    108.783    19.039        127.823           127.938 
    PUs[12].U_F8_U_p1            12     0.115    107.602    18.083        125.685           125.800 
    PUs[4].U_F8_U_p20            12     0.115    107.082    17.684        124.766           124.882 
    PUs[5].U_F8_U_p20            12     0.115    108.257    18.719        126.976           127.091 
    PUs[5].U_F8_U_p1             12     0.115    107.983    18.223        126.205           126.321 
    PUs[8].U_F8_U_p1             12     0.115    109.231    19.731        128.961           129.077 
    PUs[12].U_F8_U_p20           12     0.115    108.483    18.604        127.086           127.202 
    PUs[4].U_F8_U_p1             12     0.115    108.266    18.794        127.061           127.176 
    PUs[14].U_F8_U_p20           12     0.115    109.138    19.558        128.696           128.811 
    PUs[1].U_F8_U_p20            12     0.115    106.304    17.467        123.772           123.887 
    PUs[3].U_F8_U_p20            12     0.115    109.022    19.544        128.566           128.682 
    PUs[10].U_F8_U_p20           12     0.115    105.779    16.734        122.513           122.628 
    PUs[13].U_F8_U_p20           12     0.115    108.905    19.147        128.052           128.167 
    PUs[7].U_F8_U_p1             12     0.115    108.151    18.496        126.647           126.762 
    PUs[6].U_F8_U_p20            12     0.115    106.253    17.290        123.543           123.658 
    PUs[9].U_F8_U_p20            12     0.115    107.953    18.615        126.568           126.683 
    PUs[7].U_F8_U_p20            12     0.115    108.242    18.476        126.718           126.834 
    PUs[6].U_F8_U_p1             12     0.115    108.407    19.180        127.587           127.702 
    PUs[10].U_F8_U_p1            12     0.115    105.987    16.991        122.977           123.093 
    PUs[11].U_F8_U_p1            12     0.115    108.840    19.496        128.336           128.451 
    PUs[2].U_F8_U_p1             12     0.115    109.655    19.651        129.306           129.421 
    PUs[14].U_F8_U_p1            12     0.115    110.141    19.947        130.088           130.203 
    PUs[16].U_F8_U_p20           12     0.115    107.010    18.083        125.094           125.209 
    PUs[0].U_F8_U_p20            12     0.115    109.107    19.225        128.333           128.448 
    PUs[0].U_F8_U_p1             12     0.115    108.088    18.571        126.659           126.774 
    PUs[2].U_F8_U_p20            12     0.115    106.971    17.773        124.745           124.860 
    PUs[15].U_F8_U_p1            12     0.115    107.576    18.404        125.979           126.095 
    PUs[15].U_F8_U_p20           12     0.115    107.949    18.703        126.652           126.767 
    PUs[3].U_F8_U_p1             12     0.115    107.983    18.784        126.766           126.882 
    PUs[11].U_F8_U_p20           12     0.115    106.667    18.458        125.125           125.240 
    PUs[8].U_F8_U_p20            12     0.115    108.388    18.809        127.197           127.312 
    PUs[1].U_F8_U_p1             12     0.115    106.577    17.771        124.348           124.463 
    PUs[16].U_F8_U_p1            12     0.115    107.175    18.038        125.213           125.329 
    PUs[13].U_F8_U_p1            12     0.115    108.120    18.727        126.847           126.962 
    PUs[0].U_F8_U_p4             12     0.112    101.574     6.125        107.700           107.812 
    PUs[13].U_F8_U_p23           12     0.112    102.961     6.715        109.676           109.788 
    PUs[16].U_F8_U_p4            12     0.112    102.961     6.715        109.676           109.788 
    PUs[8].U_F8_U_p23            12     0.112    100.743     5.924        106.668           106.780 
    PUs[11].U_F8_U_p4            12     0.112    100.743     5.924        106.668           106.780 
    PUs[5].U_F8_U_p23            12     0.112    100.346     5.847        106.193           106.305 
    PUs[8].U_F8_U_p4             12     0.112    100.346     5.847        106.193           106.305 
    PUs[7].U_F8_U_p23            12     0.112    101.411     6.206        107.617           107.729 
    PUs[10].U_F8_U_p4            12     0.112    101.411     6.206        107.617           107.729 
    PUs[15].U_F8_U_p23           12     0.112    102.940     6.609        109.549           109.661 
    PUs[10].U_F8_U_p23           12     0.112    104.249     7.052        111.301           111.413 
    PUs[13].U_F8_U_p4            12     0.112    104.249     7.052        111.301           111.413 
    PUs[12].U_F8_U_p23           12     0.112    102.623     6.640        109.262           109.374 
    PUs[15].U_F8_U_p4            12     0.112    102.623     6.640        109.262           109.374 
    PUs[4].U_F8_U_p23            12     0.112    101.791     6.375        108.167           108.279 
    PUs[7].U_F8_U_p4             12     0.112    101.791     6.335        108.126           108.238 
    PUs[16].U_F8_U_p23           12     0.112    104.005     6.990        110.994           111.106 
    PUs[0].U_F8_U_p23            12     0.112    101.765     6.292        108.057           108.169 
    PUs[3].U_F8_U_p4             12     0.112    101.765     6.443        108.208           108.320 
    PUs[2].U_F8_U_p4             12     0.112    102.154     6.545        108.698           108.810 
    PUs[1].U_F8_U_p23            12     0.112    103.697     6.838        110.534           110.646 
    PUs[4].U_F8_U_p4             12     0.112    103.697     6.919        110.616           110.728 
    PUs[9].U_F8_U_p23            12     0.112    102.884     6.706        109.590           109.702 
    PUs[12].U_F8_U_p4            12     0.112    102.884     6.706        109.590           109.702 
    PUs[1].U_F8_U_p4             12     0.112    102.466     6.592        109.058           109.170 
    PUs[6].U_F8_U_p23            12     0.112    102.201     6.507        108.708           108.820 
    PUs[9].U_F8_U_p4             12     0.112    102.201     6.507        108.708           108.820 
    PUs[3].U_F8_U_p23            12     0.112    103.086     6.758        109.844           109.956 
    PUs[6].U_F8_U_p4             12     0.112    103.086     6.709        109.795           109.907 
    PUs[11].U_F8_U_p23           12     0.112    100.786     5.943        106.729           106.841 
    PUs[14].U_F8_U_p4            12     0.112    100.786     5.943        106.729           106.841 
    PUs[2].U_F8_U_p23            12     0.112    101.639     6.296        107.936           108.048 
    PUs[5].U_F8_U_p4             12     0.112    101.639     6.384        108.024           108.136 
    PUs[14].U_F8_U_p23           12     0.112    102.240     6.548        108.787           108.899 
    PUs[9].U_F.._S1_add_41_16     5     0.063      4.385     4.762          9.148             9.211 
    PUs[7].U_F.._S1_add_41_16     5     0.052      4.123     5.398          9.521             9.572 
    PUs[3].U_F.._S1_add_41_16     5     0.052      3.533     4.454          7.987             8.039 
    PUs[6].U_F.._S1_add_41_16     5     0.052      3.375     4.451          7.826             7.878 
    PUs[5].U_F.._S1_add_41_16     5     0.052      3.820     4.784          8.604             8.655 
    PUs[0].U_F.._S1_add_41_16     5     0.051      2.755     3.800          6.555             6.606 
    PUs[1].U_F.._S1_add_41_16     5     0.051      3.737     4.997          8.734             8.786 
    PUs[8].U_F.._S1_add_41_16     5     0.051      3.048     3.822          6.870             6.921 
    PUs[2].U_F.._S1_add_41_16     5     0.051      3.418     4.389          7.807             7.858 
    PUs[0].U_F..S21_add_41_16     5     0.041      3.541     3.206          6.747             6.788 
    PUs[3].U_F..S21_add_41_16     5     0.041      3.259     2.846          6.105             6.146 
    PUs[4].U_F..S21_add_41_16     5     0.041      3.875     3.442          7.317             7.358 
    PUs[13].U_.._S1_add_41_16     5     0.041      3.845     3.387          7.232             7.273 
    PUs[11].U_.._S1_add_41_16     5     0.041      3.256     4.648          7.905             7.945 
    PUs[15].U_.._S1_add_41_16     5     0.041      3.758     3.300          7.058             7.099 
    PUs[2].U_F..S21_add_41_16     5     0.041      3.143     2.774          5.917             5.958 
    PUs[12].U_.._S1_add_41_16     5     0.041      3.205     2.782          5.988             6.028 
    PUs[1].U_F..S21_add_41_16     5     0.041      3.548     3.085          6.633             6.673 
    PUs[4].U_F.._S1_add_41_16     5     0.041      3.362     4.849          8.211             8.252 
    PUs[16].U_.._S1_add_41_16     5     0.041      3.107     2.808          5.915             5.956 
    PUs[14].U_.._S1_add_41_16     5     0.041      2.526     2.228          4.754             4.794 
    PUs[10].U_.._S1_add_41_16     5     0.041      2.459     3.905          6.364             6.404 
  U_buffer                    11006    73.502  46411.089 13459.882      59870.970         59944.472 
  U_crtl                        100     0.614    204.122    56.613        260.735           261.349 
    inc_add_1054_29               9     0.041      1.697     1.174          2.871             2.912 
    inc_add_1024_29               9     0.037      1.269     1.081          2.350             2.386 
    inc_add_1039_29               9     0.037      0.679     0.525          1.204             1.241 
    lt_959_18                     2     0.008      0.000     0.000          0.000             0.008 
    lt_952_18                     2     0.008      0.151     0.122          0.273             0.281 
    lt_966_18                     2     0.008      0.000     0.000          0.000             0.008 
  clipping[2].U_clip             14     0.074      9.882    11.420         21.303            21.377 
    gte_820_34                    5     0.016      2.835     3.714          6.549             6.565 
  clipping[8].U_clip             14     0.074     10.818    13.751         24.569            24.644 
    gte_820_34                    5     0.016      3.062     4.244          7.307             7.323 
  clipping[11].U_clip            14     0.074     10.028    11.582         21.611            21.685 
    gte_820_34                    5     0.016      2.705     3.635          6.340             6.356 
  clipping[15].U_clip            14     0.074      9.557    11.825         21.382            21.456 
    gte_820_34                    5     0.016      2.834     3.857          6.692             6.708 
  clipping[3].U_clip             14     0.074      9.186    10.202         19.387            19.461 
    gte_820_34                    5     0.016      2.345     3.156          5.501             5.517 
  clipping[0].U_clip             14     0.074      8.780    10.442         19.223            19.296 
    gte_820_34                    5     0.016      2.344     3.240          5.584             5.599 
  clipping[14].U_clip            14     0.074      9.281    11.437         20.717            20.791 
    gte_820_34                    5     0.016      2.679     3.687          6.366             6.382 
  clipping[6].U_clip             14     0.074      9.979    12.219         22.198            22.271 
    gte_820_34                    5     0.016      2.903     3.988          6.891             6.908 
  clipping[12].U_clip            14     0.073      9.513    11.561         21.074            21.147 
    gte_820_34                    5     0.016      2.619     3.660          6.279             6.295 
  clipping[5].U_clip             14     0.073     10.269    12.603         22.872            22.945 
    gte_820_34                    5     0.016      2.926     4.109          7.035             7.052 
  clipping[9].U_clip             14     0.072      9.365    11.849         21.214            21.286 
    gte_820_34                    5     0.016      2.812     3.889          6.701             6.717 
  clipping[16].U_clip            14     0.064      5.464     7.352         12.816            12.881 
    gte_820_34                    5     0.015      2.225     2.983          5.209             5.223 
  clipping[13].U_clip            14     0.064      5.780     8.075         13.854            13.918 
    gte_820_34                    5     0.015      2.330     3.076          5.406             5.421 
  clipping[1].U_clip             14     0.064      5.667     8.103         13.769            13.833 
    gte_820_34                    5     0.014      2.426     3.254          5.681             5.695 
  clipping[10].U_clip            14     0.064      5.336     7.285         12.622            12.686 
    gte_820_34                    5     0.015      2.275     3.052          5.327             5.341 
  clipping[4].U_clip             14     0.064      5.442     7.606         13.048            13.112 
    gte_820_34                    5     0.015      2.310     3.073          5.382             5.397 
  clipping[7].U_clip             14     0.064      4.339     5.648          9.987            10.050 
    gte_820_34                    5     0.015      1.955     2.488          4.443             4.457 
  clipping[2..ip_gte_820_34       5     0.016      2.770     3.861          6.632             6.648 
  clipping[4..ip_gte_820_34       5     0.016      3.162     4.215          7.378             7.394 
  clipping[4..ip_gte_820_34       5     0.016      2.524     3.479          6.003             6.019 
  clipping[4..ip_gte_820_34       5     0.016      2.653     3.660          6.314             6.330 
  clipping[4..ip_gte_820_34       5     0.016      2.760     3.749          6.509             6.525 
  clipping[4..ip_gte_820_34       5     0.016      2.814     3.755          6.569             6.585 
  clipping[3..ip_gte_820_34       5     0.016      2.514     3.440          5.954             5.970 
  clipping[2..ip_gte_820_34       5     0.016      2.325     3.147          5.473             5.489 
  clipping[5..ip_gte_820_34       5     0.016      2.747     3.777          6.525             6.541 
  clipping[2..ip_gte_820_34       5     0.016      2.598     3.520          6.118             6.134 
  clipping[3..ip_gte_820_34       5     0.016      2.523     3.540          6.063             6.079 
  clipping[1..ip_gte_820_34       5     0.016      2.979     3.935          6.915             6.931 
  clipping[3..ip_gte_820_34       5     0.016      2.599     3.495          6.094             6.110 
  clipping[2..ip_gte_820_34       5     0.016      2.971     4.030          7.000             7.016 
  clipping[1..ip_gte_820_34       5     0.016      2.645     3.652          6.297             6.313 
  clipping[4..ip_gte_820_34       5     0.016      2.868     3.907          6.776             6.792 
  clipping[2..ip_gte_820_34       5     0.016      2.517     3.438          5.954             5.970 
  clipping[3..ip_gte_820_34       5     0.016      2.488     3.459          5.947             5.963 
  clipping[3..ip_gte_820_34       5     0.016      2.464     3.347          5.811             5.826 
  clipping[2..ip_gte_820_34       5     0.016      2.553     3.486          6.039             6.055 
  clipping[3..ip_gte_820_34       5     0.016      2.617     3.673          6.290             6.306 
  clipping[3..ip_gte_820_34       5     0.016      2.401     3.249          5.649             5.665 
  clipping[2..ip_gte_820_34       5     0.016      2.646     3.660          6.307             6.322 
  clipping[2..ip_gte_820_34       5     0.015      2.643     3.544          6.187             6.202 
  clipping[3..ip_gte_820_34       5     0.015      2.681     3.595          6.275             6.290 
  clipping[4..ip_gte_820_34       5     0.015      2.383     3.164          5.548             5.562 
  clipping[2..ip_gte_820_34       5     0.015      2.471     3.285          5.756             5.771 
  clipping[4..ip_gte_820_34       5     0.015      2.140     2.762          4.902             4.917 
  clipping[3..ip_gte_820_34       5     0.015      2.342     3.047          5.389             5.404 
  clipping[1..ip_gte_820_34       5     0.015      2.213     2.986          5.198             5.213 
  clipping[2..ip_gte_820_34       5     0.015      1.902     2.506          4.408             4.422 
  clipping[3..ip_gte_820_34       5     0.015      2.046     2.650          4.696             4.710 
  clipping[4..ip_gte_820_34       5     0.014      2.083     2.690          4.774             4.788 
  clipping[4..ip_gte_820_34       5     0.014      1.882     2.462          4.345             4.359 

