============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 21 2019  09:08:01 pm
  Module:                 FME_PIPE_2
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage   Internal      Net        Dynamic          Total       
                                                                    (Internal+Net) (Leakage+Dynamic) 
           Instance           Cells Power(uW)  Power(uW)  Power(uW)    Power(uW)       Power(uW)     
-----------------------------------------------------------------------------------------------------
    PUs[23].U_F2_U_p4            16     0.155    157.862     14.076        171.938           172.093 
    PUs[24].U_F2_U_p1            16     0.155    157.862     13.879        171.742           171.897 
    PUs[19].U_F2_U_p4            16     0.155    157.345     13.886        171.231           171.386 
    PUs[20].U_F2_U_p1            16     0.155    157.345     13.663        171.007           171.162 
    PUs[13].U_F2_U_p4            16     0.155    157.602     14.200        171.801           171.956 
    PUs[14].U_F2_U_p1            16     0.155    157.601     14.020        171.621           171.776 
    PUs[0].U_F2_U_p1             16     0.155    157.491     15.964        173.455           173.610 
    PUs[15].U_F2_U_p4            16     0.155    157.918     14.218        172.135           172.290 
    PUs[16].U_F2_U_p1            16     0.155    157.917     14.045        171.962           172.117 
    PUs[25].U_F2_U_p4            16     0.155    157.325     13.997        171.323           171.478 
    PUs[26].U_F2_U_p1            16     0.155    157.325     13.875        171.200           171.355 
    PUs[24].U_F2_U_p4            16     0.155    156.563     13.664        170.227           170.382 
    PUs[25].U_F2_U_p1            16     0.155    156.563     13.328        169.891           170.046 
    PUs[27].U_F2_U_p4            16     0.155    156.106     13.458        169.564           169.719 
    PUs[28].U_F2_U_p1            16     0.155    156.106     13.333        169.439           169.594 
    PUs[16].U_F2_U_p4            16     0.155    158.623     14.653        173.277           173.432 
    PUs[17].U_F2_U_p1            16     0.155    158.623     14.497        173.120           173.275 
    PUs[17].U_F2_U_p4            16     0.155    157.572     14.154        171.726           171.881 
    PUs[18].U_F2_U_p1            16     0.155    157.572     13.966        171.538           171.693 
    PUs[4].U_F2_U_p4             16     0.155    155.889     14.285        170.174           170.329 
    PUs[5].U_F2_U_p1             16     0.155    155.887     14.214        170.101           170.256 
    PUs[20].U_F2_U_p4            16     0.155    156.789     13.752        170.541           170.696 
    PUs[21].U_F2_U_p1            16     0.155    156.789     13.687        170.475           170.630 
    PUs[26].U_F2_U_p4            16     0.155    160.472     15.555        176.027           176.182 
    PUs[27].U_F2_U_p1            16     0.155    160.472     15.288        175.760           175.915 
    PUs[29].U_F2_U_p4            16     0.155    155.626     13.147        168.773           168.928 
    PUs[30].U_F2_U_p1            16     0.155    155.626     13.018        168.644           168.799 
    PUs[7].U_F2_U_p4             16     0.155    155.077     14.111        169.188           169.343 
    PUs[8].U_F2_U_p1             16     0.155    155.078     14.071        169.149           169.304 
    PUs[9].U_F2_U_p4             16     0.155    156.772     14.741        171.513           171.668 
    PUs[10].U_F2_U_p1            16     0.155    156.771     14.685        171.456           171.611 
    PUs[28].U_F2_U_p4            16     0.155    157.554     14.248        171.802           171.957 
    PUs[29].U_F2_U_p1            16     0.155    157.554     14.130        171.684           171.839 
    PUs[11].U_F2_U_p4            16     0.155    156.038     13.448        169.486           169.641 
    PUs[12].U_F2_U_p1            16     0.155    156.039     13.273        169.311           169.466 
    PUs[1].U_F2_U_p4             16     0.155    158.448     15.529        173.977           174.132 
    PUs[2].U_F2_U_p1             16     0.155    158.447     15.466        173.913           174.068 
    PUs[3].U_F2_U_p4             16     0.155    158.449     15.592        174.041           174.196 
    PUs[4].U_F2_U_p1             16     0.155    158.448     15.456        173.904           174.059 
    PUs[18].U_F2_U_p4            16     0.155    154.627     12.950        167.577           167.731 
    PUs[19].U_F2_U_p1            16     0.155    154.627     12.694        167.320           167.475 
    PUs[12].U_F2_U_p4            16     0.155    155.618     13.458        169.076           169.231 
    PUs[13].U_F2_U_p1            16     0.155    155.618     13.304        168.922           169.077 
    PUs[0].U_F2_U_p4             16     0.155    155.338     14.176        169.514           169.669 
    PUs[1].U_F2_U_p1             16     0.155    155.337     14.093        169.429           169.584 
    PUs[10].U_F2_U_p4            16     0.155    158.575     15.453        174.028           174.183 
    PUs[11].U_F2_U_p1            16     0.155    158.573     14.382        172.956           173.110 
    PUs[32].U_F2_U_p4            16     0.155    155.578     13.396        168.974           169.128 
    PUs[30].U_F2_U_p4            16     0.155    156.369     13.765        170.134           170.289 
    PUs[31].U_F2_U_p1            16     0.155    156.369     13.620        169.989           170.144 
    PUs[6].U_F2_U_p4             16     0.155    156.979     14.679        171.657           171.812 
    PUs[7].U_F2_U_p1             16     0.155    156.980     14.621        171.601           171.756 
    PUs[8].U_F2_U_p2             15     0.133    135.287     12.303        147.590           147.723 
    PUs[9].U_F2_U_p3             15     0.133    135.287     12.476        147.763           147.896 
    PUs[5].U_F2_U_p2             15     0.133    136.111     12.826        148.937           149.070 
    PUs[6].U_F2_U_p3             15     0.133    136.112     13.020        149.132           149.265 
    PUs[0].U_F2_U_p3             15     0.133    136.147     13.338        149.485           149.617 
    PUs[18].U_F2_U_p2            15     0.133    133.025      9.874        142.899           143.032 
    PUs[19].U_F2_U_p3            15     0.133    133.027     11.227        144.254           144.387 
    PUs[22].U_F2_U_p2            15     0.133    136.356     11.113        147.469           147.602 
    PUs[23].U_F2_U_p3            15     0.133    136.358     12.678        149.037           149.169 
    PUs[29].U_F2_U_p2            15     0.133    133.873     10.206        144.079           144.211 
    PUs[30].U_F2_U_p3            15     0.133    133.875     11.661        145.535           145.668 
    PUs[11].U_F2_U_p2            15     0.133    134.527     10.451        144.978           145.110 
    PUs[12].U_F2_U_p3            15     0.133    134.529     11.910        146.438           146.571 
    PUs[20].U_F2_U_p2            15     0.133    135.992     11.228        147.220           147.353 
    PUs[21].U_F2_U_p3            15     0.133    135.994     12.773        148.766           148.899 
    PUs[19].U_F2_U_p2            15     0.133    136.651     11.167        147.818           147.951 
    PUs[20].U_F2_U_p3            15     0.133    136.654     12.777        149.431           149.563 
    PUs[7].U_F2_U_p2             15     0.133    134.854     12.461        147.315           147.448 
    PUs[8].U_F2_U_p3             15     0.133    134.854     12.651        147.506           147.638 
    PUs[4].U_F2_U_p2             15     0.133    134.767     12.351        147.118           147.250 
    PUs[5].U_F2_U_p3             15     0.133    134.767     12.505        147.272           147.405 
    PUs[21].U_F2_U_p2            15     0.133    135.932     11.007        146.939           147.072 
    PUs[22].U_F2_U_p3            15     0.133    135.934     12.544        148.479           148.611 
    PUs[32].U_F2_U_p2            15     0.133    134.067     10.542        144.610           144.742 
    PUs[13].U_F2_U_p2            15     0.133    135.960     10.901        146.861           146.994 
    PUs[14].U_F2_U_p3            15     0.133    135.962     12.422        148.384           148.517 
    PUs[17].U_F2_U_p2            15     0.133    135.696     10.861        146.557           146.690 
    PUs[18].U_F2_U_p3            15     0.133    135.699     12.428        148.126           148.259 
    PUs[16].U_F2_U_p2            15     0.133    135.988     11.250        147.238           147.371 
    PUs[17].U_F2_U_p3            15     0.133    135.990     12.732        148.722           148.855 
    PUs[27].U_F2_U_p2            15     0.133    133.398     10.058        143.456           143.589 
    PUs[28].U_F2_U_p3            15     0.133    133.400     11.545        144.945           145.078 
    PUs[0].U_F2_U_p2             15     0.133    133.783     11.894        145.677           145.809 
    PUs[1].U_F2_U_p3             15     0.133    133.783     12.153        145.936           146.069 
    PUs[6].U_F2_U_p2             15     0.133    135.679     12.820        148.499           148.632 
    PUs[7].U_F2_U_p3             15     0.133    135.679     12.990        148.669           148.802 
    PUs[1].U_F2_U_p2             15     0.133    137.887     14.045        151.933           152.065 
    PUs[2].U_F2_U_p3             15     0.133    137.887     14.164        152.052           152.184 
    PUs[9].U_F2_U_p2             15     0.133    134.824     12.557        147.380           147.513 
    PUs[10].U_F2_U_p3            15     0.133    134.824     12.741        147.565           147.698 
    PUs[23].U_F2_U_p2            15     0.133    135.370     10.927        146.297           146.429 
    PUs[24].U_F2_U_p3            15     0.133    135.372     12.488        147.860           147.992 
    PUs[14].U_F2_U_p2            15     0.133    136.951     11.338        148.289           148.422 
    PUs[15].U_F2_U_p3            15     0.133    136.953     12.896        149.849           149.982 
    PUs[30].U_F2_U_p2            15     0.133    133.041     10.024        143.065           143.198 
    PUs[31].U_F2_U_p3            15     0.133    133.043     11.361        144.404           144.536 
    PUs[25].U_F2_U_p2            15     0.133    135.558     10.965        146.523           146.656 
    PUs[26].U_F2_U_p3            15     0.133    135.560     12.568        148.128           148.260 
    PUs[15].U_F2_U_p2            15     0.133    135.763     11.009        146.772           146.905 
    PUs[16].U_F2_U_p3            15     0.133    135.765     12.497        148.262           148.394 
    PUs[10].U_F2_U_p2            15     0.132    135.424     12.759        148.183           148.315 
    PUs[11].U_F2_U_p3            15     0.132    135.423     12.349        147.772           147.904 
    PUs[2].U_F2_U_p2             15     0.132    135.932     13.147        149.079           149.211 
    PUs[3].U_F2_U_p3             15     0.132    135.932     13.311        149.243           149.376 
    PUs[26].U_F2_U_p2            15     0.132    137.418     11.940        149.358           149.491 
    PUs[27].U_F2_U_p3            15     0.132    137.420     13.559        150.980           151.112 
    PUs[12].U_F2_U_p2            15     0.132    134.745     10.933        145.679           145.811 
    PUs[13].U_F2_U_p3            15     0.132    134.747     12.502        147.249           147.381 
    PUs[24].U_F2_U_p2            15     0.132    134.626     10.632        145.257           145.390 
    PUs[25].U_F2_U_p3            15     0.132    134.628     12.151        146.779           146.911 
    PUs[28].U_F2_U_p2            15     0.132    135.774     11.301        147.075           147.208 
    PUs[29].U_F2_U_p3            15     0.132    135.776     12.902        148.678           148.811 
    PUs[31].U_F2_U_p2            15     0.132    135.439     11.271        146.709           146.842 
    PUs[32].U_F2_U_p3            15     0.132    135.441     12.813        148.254           148.386 
    PUs[3].U_F2_U_p2             15     0.132    136.418     13.433        149.851           149.984 
    PUs[4].U_F2_U_p3             15     0.132    136.418     13.591        150.009           150.142 
    PUs[18].U_F2_U_S10            3     0.018      2.930      2.498          5.428             5.446 
      addinc_add_41_28            3     0.018      2.930      2.498          5.428             5.446 
    PUs[17].U_F2_U_S10            3     0.018      2.770      2.307          5.077             5.094 
      addinc_add_41_28            3     0.018      2.770      2.307          5.077             5.094 
    PUs[19].U_F2_U_S10            3     0.017      3.064      2.576          5.640             5.658 
      addinc_add_41_28            3     0.017      3.064      2.576          5.640             5.658 
    PUs[5].U_F2_U_S10             3     0.017      2.546      1.991          4.537             4.555 
      addinc_add_41_28            3     0.017      2.546      1.991          4.537             4.555 
    PUs[9].U_F2_U_S10             3     0.017      3.280      2.916          6.196             6.213 
      addinc_add_41_28            3     0.017      3.280      2.916          6.196             6.213 
    PUs[6].U_F2_U_S10             3     0.017      3.043      2.535          5.578             5.595 
      addinc_add_41_28            3     0.017      3.043      2.535          5.578             5.595 
    PUs[8].U_F2_U_S10             3     0.017      2.937      2.587          5.524             5.542 
      addinc_add_41_28            3     0.017      2.937      2.587          5.524             5.542 
    PUs[24].U_F2_U_S10            3     0.017      2.572      2.095          4.668             4.685 
      addinc_add_41_28            3     0.017      2.572      2.095          4.668             4.685 
    PUs[22].U_F2_U_S10            3     0.017      3.678      3.128          6.806             6.824 
      addinc_add_41_28            3     0.017      3.678      3.128          6.806             6.824 
    PUs[23].U_F2_U_S10            3     0.017      3.214      2.673          5.887             5.905 
      addinc_add_41_28            3     0.017      3.214      2.673          5.887             5.905 
    PUs[27].U_F2_U_S10            3     0.017      3.088      2.595          5.683             5.700 
      addinc_add_41_28            3     0.017      3.088      2.595          5.683             5.700 
    PUs[30].U_F2_U_S10            3     0.017      2.891      2.424          5.315             5.333 
      addinc_add_41_28            3     0.017      2.891      2.424          5.315             5.333 
    PUs[28].U_F2_U_S10            3     0.017      2.688      2.182          4.871             4.888 
      addinc_add_41_28            3     0.017      2.688      2.182          4.871             4.888 
    PUs[13].U_F2_U_S10            3     0.017      3.244      2.650          5.893             5.911 
      addinc_add_41_28            3     0.017      3.244      2.650          5.893             5.911 
    PUs[11].U_F2_U_S10            3     0.017      3.130      2.563          5.692             5.710 
      addinc_add_41_28            3     0.017      3.130      2.563          5.692             5.710 
    PUs[32].U_F2_U_S10            3     0.017      3.382      2.861          6.243             6.260 
      addinc_add_41_28            3     0.017      3.382      2.861          6.243             6.260 
    PUs[2].U_F2_U_S10             3     0.017      3.337      2.725          6.062             6.080 
      addinc_add_41_28            3     0.017      3.337      2.725          6.062             6.080 
    PUs[16].U_F2_U_S10            3     0.017      2.907      2.412          5.320             5.337 
      addinc_add_41_28            3     0.017      2.907      2.412          5.320             5.337 
    PUs[25].U_F2_U_S10            3     0.017      2.764      2.275          5.038             5.056 
      addinc_add_41_28            3     0.017      2.764      2.275          5.038             5.056 
    PUs[14].U_F2_U_S10            3     0.017      2.711      2.280          4.991             5.008 
      addinc_add_41_28            3     0.017      2.711      2.280          4.991             5.008 
    PUs[21].U_F2_U_S10            3     0.017      3.089      2.595          5.684             5.702 
      addinc_add_41_28            3     0.017      3.089      2.595          5.684             5.702 
    PUs[20].U_F2_U_S10            3     0.017      2.752      2.292          5.043             5.061 
      addinc_add_41_28            3     0.017      2.752      2.292          5.043             5.061 
    PUs[31].U_F2_U_S10            3     0.017      3.125      2.551          5.676             5.694 
      addinc_add_41_28            3     0.017      3.125      2.551          5.676             5.694 
    PUs[1].U_F2_U_S10             3     0.017      3.487      2.866          6.353             6.370 
      addinc_add_41_28            3     0.017      3.487      2.866          6.353             6.370 
    PUs[29].U_F2_U_S10            3     0.017      2.942      2.415          5.357             5.374 
      addinc_add_41_28            3     0.017      2.942      2.415          5.357             5.374 
    PUs[0].U_F2_U_S10             3     0.017      3.032      2.517          5.549             5.567 
      addinc_add_41_28            3     0.017      3.032      2.517          5.549             5.567 
    PUs[7].U_F2_U_S10             3     0.017      3.025      2.487          5.512             5.529 
      addinc_add_41_28            3     0.017      3.025      2.487          5.512             5.529 
    PUs[10].U_F2_U_S10            3     0.017      3.418      2.853          6.271             6.288 
      addinc_add_41_28            3     0.017      3.418      2.853          6.271             6.288 
    PUs[26].U_F2_U_S10            3     0.017      2.933      2.404          5.337             5.354 
      addinc_add_41_28            3     0.017      2.933      2.404          5.337             5.354 
    PUs[15].U_F2_U_S10            3     0.017      3.053      2.556          5.609             5.626 
      addinc_add_41_28            3     0.017      3.053      2.556          5.609             5.626 
    PUs[4].U_F2_U_S10             3     0.017      2.701      2.194          4.895             4.912 
      addinc_add_41_28            3     0.017      2.701      2.194          4.895             4.912 
    PUs[12].U_F2_U_S10            3     0.017      2.944      2.348          5.292             5.309 
      addinc_add_41_28            3     0.017      2.944      2.348          5.292             5.309 
    PUs[3].U_F2_U_S10             3     0.017      3.134      2.628          5.762             5.779 
      addinc_add_41_28            3     0.017      3.134      2.628          5.762             5.779 
  U_crtl                         99     0.513    229.954     54.634        284.588           285.101 
    inc_add_722_29                9     0.041      2.665      1.898          4.563             4.604 
    inc_add_692_29                9     0.037      2.179      1.927          4.107             4.144 
    inc_add_707_29                9     0.037      1.648      1.485          3.133             3.170 
    lt_620_18                     3     0.012      0.989      0.700          1.689             1.701 
    lt_634_18                     2     0.009      0.452      0.422          0.874             0.883 
    lt_627_18                     2     0.007      0.150      0.097          0.247             0.254 
  clipping[18].U_clip            15     0.070      9.930     11.394         21.324            21.394 
    gte_489_34                    7     0.031      2.689      7.080          9.769             9.800 
  clipping[17].U_clip            15     0.070     10.137     11.407         21.545            21.615 
    gte_489_34                    7     0.031      2.731      6.985          9.716             9.747 
  clipping[6].U_clip             15     0.070      9.436     10.689         20.125            20.195 
    gte_489_34                    7     0.030      2.407      6.499          8.906             8.937 
  clipping[26].U_clip            15     0.070      8.489      9.410         17.899            17.969 
    gte_489_34                    7     0.031      2.068      5.591          7.659             7.690 
  clipping[11].U_clip            15     0.070      9.506     11.119         20.625            20.695 
    gte_489_34                    7     0.031      2.870      7.161         10.031            10.062 
  clipping[0].U_clip             15     0.070      9.068     10.750         19.817            19.887 
    gte_489_34                    7     0.030      2.519      6.838          9.357             9.387 
  clipping[30].U_clip            15     0.070     10.079     11.572         21.651            21.721 
    gte_489_34                    7     0.031      2.877      7.274         10.151            10.181 
  clipping[3].U_clip             15     0.070      9.584     11.466         21.049            21.119 
    gte_489_34                    7     0.031      2.718      7.353         10.070            10.101 
  clipping[5].U_clip             15     0.070      9.544     11.108         20.652            20.721 
    gte_489_34                    7     0.031      2.541      6.933          9.474             9.505 
  clipping[9].U_clip             15     0.070      9.541     10.804         20.345            20.415 
    gte_489_34                    7     0.030      2.633      6.691          9.325             9.355 
  clipping[24].U_clip            15     0.070      8.351      9.953         18.304            18.373 
    gte_489_34                    7     0.031      2.517      6.474          8.991             9.022 
  clipping[2].U_clip             15     0.070      8.694     10.472         19.166            19.236 
    gte_489_34                    7     0.031      2.748      6.916          9.664             9.695 
  clipping[14].U_clip            15     0.070      9.124     10.582         19.705            19.775 
    gte_489_34                    7     0.030      2.439      6.593          9.032             9.062 
  clipping[12].U_clip            15     0.070      9.712     11.426         21.138            21.207 
    gte_489_34                    7     0.030      2.645      7.205          9.850             9.880 
  clipping[29].U_clip            15     0.070      9.378     10.890         20.268            20.338 
    gte_489_34                    7     0.030      2.622      6.854          9.476             9.506 
  clipping[27].U_clip            15     0.070      8.595      9.881         18.475            18.545 
    gte_489_34                    7     0.030      2.439      6.216          8.655             8.686 
  clipping[23].U_clip            15     0.070      9.819     11.729         21.548            21.617 
    gte_489_34                    7     0.030      3.092      7.709         10.800            10.831 
  clipping[20].U_clip            15     0.070      9.311     10.683         19.994            20.064 
    gte_489_34                    7     0.031      2.717      6.756          9.473             9.503 
  clipping[8].U_clip             15     0.070      8.595     10.131         18.726            18.796 
    gte_489_34                    7     0.030      2.571      6.544          9.115             9.146 
  clipping[21].U_clip            15     0.070      9.553     10.962         20.514            20.584 
    gte_489_34                    7     0.030      2.643      6.833          9.476             9.506 
  clipping[15].U_clip            15     0.070      9.192     10.490         19.682            19.751 
    gte_489_34                    7     0.031      2.574      6.547          9.121             9.151 
  clipping[32].U_clip            15     0.069      8.674     10.479         19.153            19.222 
    gte_489_34                    7     0.030      2.530      6.814          9.344             9.374 
  clipping[6..ip_gte_489_34       7     0.031      2.970      7.828         10.798            10.829 
  clipping[3..ip_gte_489_34       7     0.031      2.771      7.148          9.919             9.950 
  clipping[6..ip_gte_489_34       7     0.031      2.936      7.751         10.687            10.718 
  clipping[3..ip_gte_489_34       7     0.031      2.780      7.089          9.870             9.901 
  clipping[6..ip_gte_489_34       7     0.031      2.580      6.987          9.567             9.598 
  clipping[7..ip_gte_489_34       7     0.031      2.832      7.114          9.946             9.977 
  clipping[7..ip_gte_489_34       7     0.031      2.636      6.937          9.573             9.604 
  clipping[9..ip_gte_489_34       7     0.031      2.908      7.268         10.177            10.208 
  clipping[6..ip_gte_489_34       7     0.031      2.851      7.552         10.403            10.433 
  clipping[6..ip_gte_489_34       7     0.031      2.664      7.248          9.911             9.942 
  clipping[8..ip_gte_489_34       7     0.031      2.858      7.116          9.974            10.005 
  clipping[6..ip_gte_489_34       7     0.031      2.522      6.714          9.236             9.266 
  clipping[8..ip_gte_489_34       7     0.031      2.623      7.008          9.631             9.661 
  clipping[8..ip_gte_489_34       7     0.031      2.731      7.183          9.915             9.945 
  clipping[8..ip_gte_489_34       7     0.031      2.367      6.231          8.599             8.629 
  clipping[3..ip_gte_489_34       7     0.031      2.675      7.295          9.970            10.001 
  clipping[8..ip_gte_489_34       7     0.031      2.745      6.984          9.729             9.760 
  clipping[5..ip_gte_489_34       7     0.031      2.445      6.206          8.651             8.681 
  clipping[7..ip_gte_489_34       7     0.031      2.583      6.908          9.491             9.522 
  clipping[9..ip_gte_489_34       7     0.031      2.790      7.222         10.012            10.043 
  clipping[7..ip_gte_489_34       7     0.031      2.969      7.379         10.348            10.378 
  clipping[5..ip_gte_489_34       7     0.031      2.571      6.667          9.238             9.268 
  clipping[3..ip_gte_489_34       7     0.030      2.318      6.424          8.742             8.772 
  clipping[3..ip_gte_489_34       7     0.030      2.850      7.268         10.118            10.149 
  clipping[7..ip_gte_489_34       7     0.030      2.973      7.798         10.771            10.802 
  clipping[5..ip_gte_489_34       7     0.030      2.427      6.580          9.007             9.038 
  clipping[5..ip_gte_489_34       7     0.030      2.758      6.947          9.705             9.735 
  clipping[4..ip_gte_489_34       7     0.030      2.974      7.535         10.509            10.539 
  clipping[5..ip_gte_489_34       7     0.030      2.888      7.404         10.291            10.322 
  clipping[7..ip_gte_489_34       7     0.030      2.570      6.924          9.494             9.525 
  clipping[4..ip_gte_489_34       7     0.030      2.727      7.105          9.832             9.863 
  clipping[6..ip_gte_489_34       7     0.030      2.904      8.033         10.937            10.968 
  clipping[4..ip_gte_489_34       7     0.030      2.924      7.457         10.382            10.412 
  clipping[9..ip_gte_489_34       7     0.030      2.793      7.399         10.193            10.223 
  clipping[8..ip_gte_489_34       7     0.030      2.301      6.247          8.549             8.579 
  clipping[5..ip_gte_489_34       7     0.030      2.733      7.122          9.855             9.885 
  clipping[9..ip_gte_489_34       7     0.030      2.752      7.028          9.780             9.811 
  clipping[9..ip_gte_489_34       7     0.030      2.815      7.008          9.822             9.853 
  clipping[4..ip_gte_489_34       7     0.030      2.565      6.861          9.426             9.456 
  clipping[4..ip_gte_489_34       7     0.030      2.765      7.201          9.967             9.997 
  clipping[4..ip_gte_489_34       7     0.030      2.605      6.650          9.255             9.285 
  clipping[9..ip_gte_489_34       7     0.030      2.591      6.661          9.252             9.282 
  clipping[8..ip_gte_489_34       7     0.030      2.640      7.175          9.816             9.846 
  clipping[5..ip_gte_489_34       7     0.030      2.737      7.010          9.747             9.777 
  clipping[10].U_clip             3     0.015      1.890      1.175          3.065             3.080 
  clipping[1].U_clip              3     0.015      1.871      1.160          3.030             3.045 
  clipping[13].U_clip             3     0.014      1.484      0.912          2.396             2.411 
  clipping[22].U_clip             3     0.014      2.067      1.268          3.335             3.349 
  clipping[97].U_clip             3     0.014      1.883      1.160          3.043             3.058 
  clipping[46].U_clip             3     0.014      1.810      1.113          2.923             2.938 
  clipping[88].U_clip             3     0.014      1.488      0.928          2.416             2.431 
  clipping[85].U_clip             3     0.014      1.781      1.098          2.879             2.893 
  clipping[4].U_clip              3     0.014      1.960      1.206          3.166             3.180 
  clipping[94].U_clip             3     0.014      1.556      0.959          2.515             2.529 
  clipping[28].U_clip             3     0.014      1.645      1.005          2.650             2.664 
  clipping[19].U_clip             3     0.014      2.082      1.283          3.365             3.380 
  clipping[31].U_clip             3     0.014      1.775      1.098          2.873             2.887 
  clipping[76].U_clip             3     0.014      1.654      1.021          2.675             2.689 
  clipping[7].U_clip              3     0.014      1.736      1.067          2.803             2.817 
  clipping[64].U_clip             3     0.014      1.873      1.160          3.033             3.047 
  clipping[61].U_clip             3     0.014      1.321      0.819          2.141             2.155 
  clipping[67].U_clip             3     0.014      1.726      1.067          2.793             2.807 
  clipping[91].U_clip             3     0.014      1.695      1.051          2.747             2.761 
  clipping[70].U_clip             3     0.014      1.660      1.021          2.681             2.695 
  clipping[49].U_clip             3     0.014      1.532      0.943          2.475             2.490 
  clipping[37].U_clip             3     0.014      1.474      0.912          2.386             2.400 
  clipping[58].U_clip             3     0.014      1.325      0.819          2.144             2.158 
  clipping[43].U_clip             3     0.014      1.876      1.160          3.035             3.049 
  clipping[34].U_clip             3     0.014      1.706      1.051          2.758             2.772 
  clipping[79].U_clip             3     0.014      1.716      1.051          2.768             2.782 
  clipping[82].U_clip             3     0.014      1.823      1.113          2.936             2.950 
  clipping[40].U_clip             3     0.014      1.760      1.082          2.842             2.856 
  clipping[52].U_clip             3     0.014      1.620      0.990          2.609             2.623 
  clipping[73].U_clip             3     0.014      1.354      0.835          2.189             2.203 
  clipping[25].U_clip             3     0.014      1.512      0.928          2.439             2.453 
  clipping[55].U_clip             3     0.014      1.262      0.773          2.035             2.049 
  clipping[16].U_clip             3     0.014      1.486      0.912          2.399             2.412 

