============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 16 2020  05:37:39 am
  Module:                 filter_sharp
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

  Instance              Module             Cells  Cell Area  Net Area   Total Area 
-----------------------------------------------------------------------------------
filter_sharp                              425625    2511527   1045298      3556824 
  S0[110].U0 filter_8taps_bit_width10_110   3159      17536      7064        24600 
  S0[79].U0  filter_8taps_bit_width10_79    3149      17541      7038        24578 
  S0[97].U0  filter_8taps_bit_width10_97    3154      17530      7047        24577 
  S0[27].U0  filter_8taps_bit_width10_27    3151      17521      7043        24563 
  S0[4].U0   filter_8taps_bit_width10_4     3160      17506      7027        24533 
  S0[24].U0  filter_8taps_bit_width10_24    3089      17577      6907        24483 
  S0[25].U0  filter_8taps_bit_width10_25    3148      17436      7038        24473 
  S0[115].U0 filter_8taps_bit_width10_115   3076      17551      6915        24466 
  S0[71].U0  filter_8taps_bit_width10_71    3074      17571      6890        24461 
  S0[6].U0   filter_8taps_bit_width10_6     3149      17401      7042        24443 
  S0[93].U0  filter_8taps_bit_width10_93    3146      17401      7034        24436 
  S0[10].U0  filter_8taps_bit_width10_10    3145      17403      7032        24435 
  S0[119].U0 filter_8taps_bit_width10_119   3090      17514      6920        24434 
  S0[73].U0  filter_8taps_bit_width10_73    3149      17395      7039        24434 
  S0[19].U0  filter_8taps_bit_width10_19    3098      17467      6960        24427 
  S0[15].U0  filter_8taps_bit_width10_15    3097      17466      6957        24423 
  S0[124].U0 filter_8taps_bit_width10_124   3111      17465      6955        24420 
  S0[20].U0  filter_8taps_bit_width10_20    3069      17532      6886        24418 
  S0[88].U0  filter_8taps_bit_width10_88    3092      17474      6942        24416 
  S0[99].U0  filter_8taps_bit_width10_99    3147      17377      7034        24412 
  S0[91].U0  filter_8taps_bit_width10_91    3094      17465      6945        24410 
  S0[64].U0  filter_8taps_bit_width10_64    3101      17444      6963        24406 
  S0[29].U0  filter_8taps_bit_width10_29    3147      17369      7034        24403 
  S0[31].U0  filter_8taps_bit_width10_31    3143      17371      7029        24400 
  S0[84].U0  filter_8taps_bit_width10_84    3095      17443      6956        24399 
  S0[123].U0 filter_8taps_bit_width10_123   3102      17439      6958        24397 
  S0[89].U0  filter_8taps_bit_width10_89    3090      17459      6938        24397 
  S0[122].U0 filter_8taps_bit_width10_122   3094      17439      6956        24395 
  S0[81].U0  filter_8taps_bit_width10_81    3097      17434      6956        24389 
  S0[65].U0  filter_8taps_bit_width10_65    3156      17328      7056        24384 
  S0[92].U0  filter_8taps_bit_width10_92    3093      17428      6945        24373 
  S0[117].U0 filter_8taps_bit_width10_117   3110      17380      6991        24372 
  S0[14].U0  filter_8taps_bit_width10_14    3102      17400      6967        24367 
  S0[114].U0 filter_8taps_bit_width10_114   3106      17383      6980        24363 
  S0[18].U0  filter_8taps_bit_width10_18    3102      17392      6969        24362 
  S0[67].U0  filter_8taps_bit_width10_67    3101      17384      6965        24349 
  S0[75].U0  filter_8taps_bit_width10_75    3082      17450      6897        24347 
  S0[16].U0  filter_8taps_bit_width10_16    3089      17428      6919        24347 
  S0[22].U0  filter_8taps_bit_width10_22    3093      17399      6948        24347 
  S0[83].U0  filter_8taps_bit_width10_83    3102      17379      6965        24344 
  S0[116].U0 filter_8taps_bit_width10_116   3061      17438      6903        24341 
  S0[35].U0  filter_8taps_bit_width10_35    3083      17419      6915        24335 
  S0[17].U0  filter_8taps_bit_width10_17    3100      17358      6968        24326 
  S0[12].U0  filter_8taps_bit_width10_12    3076      17414      6893        24307 
  S0[78].U0  filter_8taps_bit_width10_78    3046      17445      6857        24302 
  S0[118].U0 filter_8taps_bit_width10_118   3056      17412      6888        24299 
  S0[76].U0  filter_8taps_bit_width10_76    3043      17443      6854        24297 
  S0[26].U0  filter_8taps_bit_width10_26    3020      17515      6778        24293 
  S0[33].U0  filter_8taps_bit_width10_33    3092      17347      6941        24288 
  S0[37].U0  filter_8taps_bit_width10_37    3099      17324      6960        24284 
  S0[40].U0  filter_8taps_bit_width10_40    3101      17315      6961        24276 
  S0[87].U0  filter_8taps_bit_width10_87    3089      17334      6939        24273 
  S0[47].U0  filter_8taps_bit_width10_47    3054      17379      6887        24266 
  S0[82].U0  filter_8taps_bit_width10_82    3091      17310      6955        24265 
  S0[50].U0  filter_8taps_bit_width10_50    3047      17392      6870        24263 
  S0[52].U0  filter_8taps_bit_width10_52    3038      17458      6804        24262 
  S0[63].U0  filter_8taps_bit_width10_63    3140      17244      7018        24262 
  S0[36].U0  filter_8taps_bit_width10_36    3104      17292      6969        24261 
  S0[62].U0  filter_8taps_bit_width10_62    3137      17244      7014        24258 
  S0[3].U0   filter_8taps_bit_width10_3     3137      17268      6988        24255 
  S0[59].U0  filter_8taps_bit_width10_59    3043      17443      6812        24255 
  S0[74].U0  filter_8taps_bit_width10_74    3018      17477      6775        24253 
