============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 20 2020  04:55:19 pm
  Module:                 filter_regular
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                             Module                 Cells  Cell Area  Net Area   Total Area 
------------------------------------------------------------------------------------------------------------------
filter_regular                                                            30052     147730     63121       210851 
  S0[2].U0                          filter_6taps_bit_width10_2             5817      27608     11757        39365 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2    176       1198       322         1519 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2     150        989       292         1281 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2     145        947       285         1232 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2    149        924       258         1182 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2     153        896       285         1181 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2     139        893       269         1162 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2     132        863       261         1124 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2    132        842       243         1085 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2    109        789       203          992 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2    142        701       267          968 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2     118        605       227          832 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_2     107        580       199          779 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2     141        515       264          779 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2     126        510       242          751 
    addinc_U_3_U_S5_add_63_12       add_signed_carry_59_1457                109        539       170          709 
    addinc_U_3_U_S0_add_63_12       add_signed_carry_56_1379                113        499       192          691 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2       92        491       175          665 
    addinc_U_2_U_S0_add_63_12       add_signed_carry_56_1380                 93        460       161          621 
    addinc_U_1_U_S2_add_63_12       add_signed_carry_1443                   104        423       175          597 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2    102        395       197          593 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2    100        394       179          573 
    addinc_U_S83_add_63_12          add_signed_carry_1190_1507               96        413       159          572 
    U_S20_add_90_9                  add_signed_426_1432                      90        414       145          559 
    addinc_U_2_U_S5_add_63_12       add_signed_carry_59_1458                 82        418       136          553 
    addinc_U_1_U_S0_add_63_12       add_signed_carry_56_1381                 83        404       136          540 
    U_S82_add_90_9                  add_signed_370_1561                      81        392       132          524 
    addinc_U_S_42_add_63_12         add_signed_carry_222_1928                92        369       152          521 
    U_4_U_S1_add_63_8               add_signed_533_1409                      80        374       134          508 
    addinc_U_4_U_S2_add_63_12       add_signed_carry_1442                    90        340       156          496 
    U_S95_add_63_8                  add_signed_364_1558_1995                 85        356       139          495 
    U_S72_add_90_9                  add_signed_378_1520                      89        349       140          489 
    U_S_34_add_90_9                 add_signed_344_1597                      96        321       167          488 
    U_S_25_add_63_8                 add_signed_364_1558_1996                 84        350       138          487 
    U_1_U_S1_add_63_8               add_signed_533_1410                      79        353       133          485 
    U_S_22_add_90_9                 add_signed_354_1585                      85        341       137          478 
