============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 23 2019  03:28:41 am
  Module:                 FME_INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

               Instance                                  Module                     Cells  Cell Area  Net Area   Total Area 
----------------------------------------------------------------------------------------------------------------------------
FME_INTER_6                                                                        171069    1178974    441598      1620572 
  U_inter                             interpolation_bit_width10                     58822     364629    124907       489536 
    PUs[10].U_F8                      filter_6_bit_width10_10                         932       5749      1903         7652 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_2_5438         57        576       111          687 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_2_5437          57        562       110          672 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6201      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6212     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6170      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6190      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_10        29        386        56          441 
    PUs[1].U_F8                       filter_6_bit_width10_1                          928       5734      1897         7630 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1_5401          57        597       110          707 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1_5402         57        583       111          695 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6202      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6213     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6171      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6191      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_1         34        360        63          423 
    PUs[9].U_F8                       filter_6_bit_width10_9                          923       5718      1887         7604 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_10_5434        57        571       111          682 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_10_5433         57        555       110          665 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6210      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6221     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6179      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6199      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_9         29        386        56          441 
    PUs[6].U_F8                       filter_6_bit_width10_6                          924       5702      1888         7590 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_7_5421          57        583       110          693 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_7_5422         57        578       111          690 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6207      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6218     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6176      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6196      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_6         29        369        56          425 
    PUs[7].U_F8                       filter_6_bit_width10_7                          924       5698      1891         7589 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_8_5426         57        575       111          686 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_8_5425          57        571       110          681 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6208      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6219     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6177      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6197      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_7         29        366        56          422 
    PUs[5].U_F8                       filter_6_bit_width10_5                          922       5680      1890         7570 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_6_5418         57        576       111          687 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_6_5417          57        561       110          671 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6206      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6217     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6175      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6195      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_5         29        362        56          418 
    PUs[8].U_F8                       filter_6_bit_width10_8                          920       5686      1880         7567 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_9_5430         57        576       111          687 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_9_5429          57        560       110          670 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6209      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6220     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6178      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6198      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_8         29        386        56          441 
    PUs[4].U_F8                       filter_6_bit_width10_4                          918       5672      1878         7550 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_5_5414         57        576       111          687 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_5_5413          57        561       110          671 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6205      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6216     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6174      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6194      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_4         29        366        56          422 
    PUs[2].U_F8                       filter_6_bit_width10_2                          927       5638      1890         7528 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_3_5406         57        578       111          689 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_3_5405          57        561       110          671 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6203      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6214     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6172      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6192      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_2         29        366        56          422 
    PUs[3].U_F8                       filter_6_bit_width10_3                          917       5628      1885         7513 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_4_5410         57        576       111          687 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_4_5409          57        561       110          671 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392_6204      60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397_6215     58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394_6173      68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395_6193      34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396_3         29        366        56          422 
    PUs[17].U_F8                      filter_6_bit_width10_17                         923       5625      1883         7509 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_6_5471         57        579       111          691 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_6_5470          57        578       111          689 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6166      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6145     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6186      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6155      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_6         34        348        63          411 
    PUs[16].U_F8                      filter_6_bit_width10_16                         916       5594      1871         7465 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_5_5466          57        576       111          687 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_5_5467         57        568       111          679 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6165      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6144     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6185      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6154      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_5         29        354        56          410 
    PUs[0].U_F8                       filter_6_bit_width10                            913       5588      1868         7456 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_5398           57        575       111          686 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_5393            57        564       110          674 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5392           60        477       110          587 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5397          58        452       109          561 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5394           68        361       124          485 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5395           34        407        63          470 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5396           29        386        56          441 
    PUs[18].U_F8                      filter_6_bit_width10_18                         919       5581      1874         7455 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_7_5475         57        573       111          684 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_7_5474          57        571       111          682 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6167      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6146     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6187      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6156      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_7         34        347        63          410 
    PUs[13].U_F8                      filter_6_bit_width10_13                         916       5580      1870         7449 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_2_5455         57        568       111          679 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_2_5454          57        564       111          675 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6162      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6141     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6182      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6151      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_2         29        352        56          408 
    PUs[11].U_F8                      filter_6_bit_width10_11                         915       5571      1866         7437 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_5442            57        593       111          705 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_5447           57        561       111          672 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441           59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446          63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444           36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443           69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445           29        350        56          407 
    PUs[12].U_F8                      filter_6_bit_width10_12                         918       5561      1873         7434 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1_5450          57        578       111          689 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1_5451         57        561       111          672 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6161      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6140     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6181      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6150      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_1         29        349        56          405 
    PUs[14].U_F8                      filter_6_bit_width10_14                         915       5564      1869         7433 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_3_5458          57        571       111          682 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_3_5459         57        568       111          679 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6163      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6142     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6183      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6152      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_3         29        352        56          408 
    PUs[20].U_F8                      filter_6_bit_width10_20                         913       5560      1866         7427 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_9_5483         57        588       111          699 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_9_5482          57        576       111          687 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6169      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6148     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6189      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6158      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_9         29        349        56          405 
    PUs[19].U_F8                      filter_6_bit_width10_19                         917       5554      1870         7424 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_8_5479         57        583       111          694 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_8_5478          57        576       111          687 
      csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_5441_6168      59        427       111          538 
      csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_5446_6147     63        404       115          519 
      csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_5444_6188      36        408        65          473 
      csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_5443_6157      69        319       124          443 
      csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5445_8         34        352        63          415 
    PUs[47].U_F8                      filter_6_bit_width10_47                         882       5601      1811         7412 
      csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_3              57        558       111          670 
      csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_3               57        509       111          620 
