============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 01 2020  08:21:46 pm
  Module:                 INTER_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
HS65_LS_BFX71              63     524.160    CORE65LPSVT 
HS65_LS_BFX9               33      68.640    CORE65LPSVT 
HS65_LS_CB4I1X18           39     202.800    CORE65LPSVT 
HS65_LS_CB4I1X35           53     496.080    CORE65LPSVT 
HS65_LS_CB4I6X9            33     137.280    CORE65LPSVT 
HS65_LS_CBI4I1X16          33     291.720    CORE65LPSVT 
HS65_LS_CBI4I1X5           99     360.360    CORE65LPSVT 
HS65_LS_CNBFX21             3      10.920    CORE65LPSVT 
HS65_LS_CNBFX24            19      98.800    CORE65LPSVT 
HS65_LS_CNBFX27             1       5.200    CORE65LPSVT 
HS65_LS_CNBFX45             1       8.320    CORE65LPSVT 
HS65_LS_CNBFX58             5      49.400    CORE65LPSVT 
HS65_LS_CNIVX10             1       2.600    CORE65LPSVT 
HS65_LS_CNIVX14            75     195.000    CORE65LPSVT 
HS65_LS_CNIVX17            23      71.760    CORE65LPSVT 
HS65_LS_CNIVX21           176     549.120    CORE65LPSVT 
HS65_LS_CNIVX24            54     196.560    CORE65LPSVT 
HS65_LS_CNIVX27           211     768.040    CORE65LPSVT 
HS65_LS_CNIVX34           202     945.360    CORE65LPSVT 
HS65_LS_CNIVX38             2      10.400    CORE65LPSVT 
HS65_LS_CNIVX41            21     109.200    CORE65LPSVT 
HS65_LS_CNIVX48            19     118.560    CORE65LPSVT 
HS65_LS_CNIVX55            29     196.040    CORE65LPSVT 
HS65_LS_CNIVX62            60     436.800    CORE65LPSVT 
HS65_LS_CNIVX7             47      73.320    CORE65LPSVT 
HS65_LS_CNIVX82            25     247.000    CORE65LPSVT 
HS65_LS_DFPRQNX18          15     163.800    CORE65LPSVT 
HS65_LS_DFPRQNX9           70     728.000    CORE65LPSVT 
HS65_LS_DFPRQX18          314    3428.880    CORE65LPSVT 
HS65_LS_DFPRQX27           61     729.560    CORE65LPSVT 
HS65_LS_DFPRQX4           665    6916.000    CORE65LPSVT 
HS65_LS_DFPRQX9           265    2756.000    CORE65LPSVT 
HS65_LS_FA1X18           1834   25749.360    CORE65LPSVT 
HS65_LS_FA1X27           1796   38290.720    CORE65LPSVT 
HS65_LS_FA1X35              3      79.560    CORE65LPSVT 
HS65_LS_FA1X9             789    8615.880    CORE65LPSVT 
HS65_LS_HA1X18            452    3290.560    CORE65LPSVT 
HS65_LS_HA1X27             66     789.360    CORE65LPSVT 
HS65_LS_HA1X35             90    1216.800    CORE65LPSVT 
HS65_LS_HA1X4             303    1575.600    CORE65LPSVT 
HS65_LS_HA1X9             225    1404.000    CORE65LPSVT 
HS65_LS_IVX13             128     266.240    CORE65LPSVT 
HS65_LS_IVX18            3439    7153.120    CORE65LPSVT 
HS65_LS_IVX2                1       1.560    CORE65LPSVT 
HS65_LS_IVX22               2       6.240    CORE65LPSVT 
HS65_LS_IVX27            1165    3634.800    CORE65LPSVT 
HS65_LS_IVX31             141     513.240    CORE65LPSVT 
HS65_LS_IVX35             322    1172.080    CORE65LPSVT 
HS65_LS_IVX40               1       4.160    CORE65LPSVT 
HS65_LS_IVX44               8      33.280    CORE65LPSVT 
HS65_LS_IVX49              33     171.600    CORE65LPSVT 
HS65_LS_IVX53              57     296.400    CORE65LPSVT 
HS65_LS_IVX62              22     125.840    CORE65LPSVT 
HS65_LS_IVX7              189     294.840    CORE65LPSVT 
HS65_LS_IVX71              73     455.520    CORE65LPSVT 
HS65_LS_IVX9             2996    4673.760    CORE65LPSVT 
HS65_LS_MUX21I1X12        104     703.040    CORE65LPSVT 
HS65_LS_MUX21I1X18         65     676.000    CORE65LPSVT 
HS65_LS_MUX21I1X24         19     237.120    CORE65LPSVT 
HS65_LS_MUX21I1X6          85     353.600    CORE65LPSVT 
HS65_LS_MUX21X18           40     249.600    CORE65LPSVT 
HS65_LS_MUX21X27            1       9.360    CORE65LPSVT 
HS65_LS_MUXI21X15          33     343.200    CORE65LPSVT 
HS65_LS_NAND2AX14        1015    4222.400    CORE65LPSVT 
HS65_LS_NAND2AX21         466    2665.520    CORE65LPSVT 
HS65_LS_NAND2AX29         313    2115.880    CORE65LPSVT 
HS65_LS_NAND2AX7          963    3004.560    CORE65LPSVT 
HS65_LS_NAND2X11          218     793.520    CORE65LPSVT 
HS65_LS_NAND2X14         2048    7454.720    CORE65LPSVT 
HS65_LS_NAND2X21         1088    5657.600    CORE65LPSVT 
HS65_LS_NAND2X29          497    3101.280    CORE65LPSVT 
HS65_LS_NAND2X43           40     353.600    CORE65LPSVT 
HS65_LS_NAND2X57           26     310.960    CORE65LPSVT 
HS65_LS_NAND2X7          2229    4636.320    CORE65LPSVT 
HS65_LS_NAND3AX13          66     377.520    CORE65LPSVT 
HS65_LS_NAND3AX19          99     772.200    CORE65LPSVT 
HS65_LS_NAND3AX25          66     652.080    CORE65LPSVT 
HS65_LS_NAND3AX6           99     360.360    CORE65LPSVT 
HS65_LS_NAND3X13          132     686.400    CORE65LPSVT 
HS65_LS_NAND3X25           33     291.720    CORE65LPSVT 
HS65_LS_NAND3X38           33     429.000    CORE65LPSVT 
HS65_LS_NAND3X6            57     177.840    CORE65LPSVT 
HS65_LS_NAND3X9             8      41.600    CORE65LPSVT 
HS65_LS_NAND4ABX19         99     978.120    CORE65LPSVT 
HS65_LS_NOR2AX13          771    3207.360    CORE65LPSVT 
HS65_LS_NOR2AX19          399    2282.280    CORE65LPSVT 
HS65_LS_NOR2AX25          156    1054.560    CORE65LPSVT 
HS65_LS_NOR2AX3           570    1482.000    CORE65LPSVT 
HS65_LS_NOR2AX6           447    1394.640    CORE65LPSVT 
HS65_LS_NOR2X13          1278    4651.920    CORE65LPSVT 
HS65_LS_NOR2X19           706    3671.200    CORE65LPSVT 
HS65_LS_NOR2X25           878    5478.720    CORE65LPSVT 
HS65_LS_NOR2X38           596    5268.640    CORE65LPSVT 
HS65_LS_NOR2X50           132    1578.720    CORE65LPSVT 
HS65_LS_NOR2X6           1239    2577.120    CORE65LPSVT 
HS65_LS_NOR2X9            168     611.520    CORE65LPSVT 
HS65_LS_NOR3AX18           33     326.040    CORE65LPSVT 
HS65_LS_NOR3AX9            33     188.760    CORE65LPSVT 
HS65_LS_NOR3X4             66     171.600    CORE65LPSVT 
HS65_LS_OA12X18           197     819.520    CORE65LPSVT 
HS65_LS_OA12X27           199    1448.720    CORE65LPSVT 
HS65_LS_OA12X35            99     772.200    CORE65LPSVT 
HS65_LS_OA12X9            198     720.720    CORE65LPSVT 
HS65_LS_OAI112X5           33     120.120    CORE65LPSVT 
HS65_LS_OAI12X12         1028    5345.600    CORE65LPSVT 
HS65_LS_OAI12X18          571    3859.960    CORE65LPSVT 
HS65_LS_OAI12X24          258    2280.720    CORE65LPSVT 
HS65_LS_OAI12X3            73     189.800    CORE65LPSVT 
HS65_LS_OAI12X37           66     858.000    CORE65LPSVT 
HS65_LS_OAI12X5           131     408.720    CORE65LPSVT 
HS65_LS_OAI12X6           192     599.040    CORE65LPSVT 
HS65_LS_OAI12X9            70     364.000    CORE65LPSVT 
HS65_LS_OAI13X5            33     120.120    CORE65LPSVT 
HS65_LS_OAI211X11          99     617.760    CORE65LPSVT 
HS65_LS_OAI211X16          33     291.720    CORE65LPSVT 
HS65_LS_OAI21X12          102     530.400    CORE65LPSVT 
HS65_LS_OAI21X18          169    1142.440    CORE65LPSVT 
HS65_LS_OAI21X24           11      97.240    CORE65LPSVT 
HS65_LS_OAI21X3           280     728.000    CORE65LPSVT 
HS65_LS_OAI21X37            2      26.000    CORE65LPSVT 
HS65_LS_OAI21X6            41     127.920    CORE65LPSVT 
HS65_LS_OAI21X9            16      83.200    CORE65LPSVT 
HS65_LS_OAI31X15           33     291.720    CORE65LPSVT 
HS65_LS_OR2ABX18            1       4.160    CORE65LPSVT 
HS65_LS_OR2ABX27            1       5.720    CORE65LPSVT 
HS65_LS_OR2X18            392    1426.880    CORE65LPSVT 
HS65_LS_OR2X27            132     755.040    CORE65LPSVT 
HS65_LS_OR2X35            188    1173.120    CORE65LPSVT 
HS65_LS_OR2X9             542    1691.040    CORE65LPSVT 
HS65_LS_PAO2X18            33     188.760    CORE65LPSVT 
HS65_LS_PAO2X9            132     617.760    CORE65LPSVT 
HS65_LS_PAOI2X1            66     240.240    CORE65LPSVT 
HS65_LS_PAOI2X11           66     514.800    CORE65LPSVT 
HS65_LS_PAOI2X17           33     360.360    CORE65LPSVT 
HS65_LS_PAOI2X44           33     943.800    CORE65LPSVT 
HS65_LS_PAOI2X6           141     586.560    CORE65LPSVT 
HS65_LS_PAOI2X8            24     187.200    CORE65LPSVT 
HS65_LS_XNOR2X18          838    5664.880    CORE65LPSVT 
HS65_LS_XNOR2X27            2      20.800    CORE65LPSVT 
HS65_LS_XNOR2X35           24     274.560    CORE65LPSVT 
HS65_LS_XNOR2X9           337    1752.400    CORE65LPSVT 
HS65_LS_XOR2X18           666    4502.160    CORE65LPSVT 
HS65_LS_XOR2X27           132    1372.800    CORE65LPSVT 
HS65_LS_XOR2X35           686    7847.840    CORE65LPSVT 
HS65_LS_XOR2X9            377    1960.400    CORE65LPSVT 
---------------------------------------------------------
total                   50253  286924.040                


                                           
     Type      Instances    Area    Area % 
-------------------------------------------
sequential          1390  14722.240    5.1 
inverter            9522  22722.440    7.9 
buffer              1460   7285.720    2.5 
logic              37881 242193.640   84.4 
physical_cells         0      0.000    0.0 
-------------------------------------------
total              50253 286924.040  100.0 

