============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 27 2020  11:10:15 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                               Module                  Cells  Cell Area  Net Area   Total Area 
---------------------------------------------------------------------------------------------------------------------
INTER_6                                                                      25454     120736     54613       175349 
  gen_filter[1].U_S0                filter_6_bit_width10_1                    1440       6553      2886         9439 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2001     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1        104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1         104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_1         93        455       180          635 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1985     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1952      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1968      81        349       140          489 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1651                   77        340       129          469 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1652                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_511_1717                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_511_1716                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_1865                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_1866                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_2223                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_2224                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_506_1785                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_506_1784                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_511_1719_2256                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_511_1719_2257                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_487_2322                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_487_2323                        5         24         4           29 
  gen_filter[15].U_S0               filter_6_bit_width10_15                   1440       6553      2886         9438 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2007     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_7        104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_7         104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_7         93        453       180          633 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1991     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1958      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1974      81        349       140          489 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1640                   77        341       129          470 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1639                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_511_1693                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_511_1692                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_1853                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_1854                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_2211                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_2212                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_506_1773                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_506_1772                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_511_1719_2244                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_511_1719_2245                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_487_2310                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_487_2311                        5         24         4           29 
  gen_filter[0].U_S0                filter_6_bit_width10                      1442       6546      2891         9437 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2000     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43          104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45           104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37           93        455       180          635 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1984     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1951      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1967      81        349       140          489 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1653                   77        340       129          469 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168                        77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_511                              76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_511_1720                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_1867                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32                         68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_2225                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10                         75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_506                              50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_506_1786                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_511_1719_2258                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_511_1719                         32        149        44          193 
    U_S20_add_41_16                 add_unsigned_487_2324                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_487                             5         24         4           29 
  gen_filter[16].U_S0               filter_6_bit_width10_16                   1440       6542      2886         9427 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2008     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_8        104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_8         104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_8         93        453       180          633 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1992     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1959      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1975      81        349       140          489 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1638                   77        341       129          470 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1637                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_511_1689                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_511_1688                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_1851                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_1852                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_2209                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_2210                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_506_1771                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_506_1770                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_511_1719_2242                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_511_1719_2243                    32        149        44          193 
