============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  08:00:35 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                               Module                  Cells  Cell Area  Net Area   Total Area 
---------------------------------------------------------------------------------------------------------------------
INTER_6                                                                       8334      58558     22305        80863 
  gen_filter[15].U_S0               filter_6_bit_width10_15                    446       2985      1046         4031 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_7         49        348        98          446 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_7          49        348        98          446 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2007      32        248        60          308 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1991     24        215        45          260 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1958      24        215        45          260 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_7         24        204        45          249 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1974      20        145        34          179 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_2295                   22        109        28          137 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_2296                   22        109        28          137 
    addinc_U_S22_add_18_16          add_signed_carry_10_2130                    15        118        18          136 
    addinc_U_S2_add_18_16           add_signed_carry_10_2131                    15        118        18          136 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2163                    12         93        14          107 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2164                    12         93        14          107 
    U_4_U_S0_add_18_10              add_signed_511_2230                          9         80        11           91 
    U_3_U_S1_add_18_10              add_signed_506_2329                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2196                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2328                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2197                     9         80        11           91 
