============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  09:48:12 am
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
---------------------------------------------------------
HS65_LSS_XNOR2X12         330    2230.800    CORE65LPSVT 
HS65_LSS_XNOR2X6         1485    6177.600    CORE65LPSVT 
HS65_LSS_XOR2X6           495    2059.200    CORE65LPSVT 
HS65_LSS_XOR3X2            66     514.800    CORE65LPSVT 
HS65_LS_AND2X18           528    1921.920    CORE65LPSVT 
HS65_LS_AND2X27           165     943.800    CORE65LPSVT 
HS65_LS_AND2X4           1122    2917.200    CORE65LPSVT 
HS65_LS_AND2X9            429    1338.480    CORE65LPSVT 
HS65_LS_AND3X18            66     308.880    CORE65LPSVT 
HS65_LS_AND3X35            66     514.800    CORE65LPSVT 
HS65_LS_AND3X9             66     240.240    CORE65LPSVT 
HS65_LS_AO12X18           231     960.960    CORE65LPSVT 
HS65_LS_AO12X9            132     480.480    CORE65LPSVT 
HS65_LS_AO31X18            66     343.200    CORE65LPSVT 
HS65_LS_AO32X9             66     343.200    CORE65LPSVT 
HS65_LS_AOI12X12          330    1716.000    CORE65LPSVT 
HS65_LS_AOI12X17          264    1784.640    CORE65LPSVT 
HS65_LS_AOI12X2            66     171.600    CORE65LPSVT 
HS65_LS_AOI12X35           66     858.000    CORE65LPSVT 
HS65_LS_AOI12X6           462    1441.440    CORE65LPSVT 
HS65_LS_AOI13X10           33     205.920    CORE65LPSVT 
HS65_LS_AOI13X5            66     240.240    CORE65LPSVT 
HS65_LS_AOI21X6            66     205.920    CORE65LPSVT 
HS65_LS_BFX106            155    1853.800    CORE65LPSVT 
HS65_LS_BFX142             28     436.800    CORE65LPSVT 
HS65_LS_BFX18              70     218.400    CORE65LPSVT 
HS65_LS_BFX27              20      72.800    CORE65LPSVT 
HS65_LS_BFX35              37     192.400    CORE65LPSVT 
HS65_LS_BFX44               3      17.160    CORE65LPSVT 
HS65_LS_BFX53              47     293.280    CORE65LPSVT 
HS65_LS_BFX71               5      41.600    CORE65LPSVT 
HS65_LS_CB4I1X18          165     858.000    CORE65LPSVT 
HS65_LS_CB4I6X18           66     343.200    CORE65LPSVT 
HS65_LS_CB4I6X9            66     274.560    CORE65LPSVT 
HS65_LS_CBI4I1X11          99     617.760    CORE65LPSVT 
HS65_LS_CBI4I1X5           66     240.240    CORE65LPSVT 
HS65_LS_CBI4I6X14          33     291.720    CORE65LPSVT 
HS65_LS_CBI4I6X5           33     120.120    CORE65LPSVT 
HS65_LS_CNIVX21           137     427.440    CORE65LPSVT 
HS65_LS_CNIVX27           194     706.160    CORE65LPSVT 
HS65_LS_CNIVX34           199     931.320    CORE65LPSVT 
HS65_LS_CNIVX41             2      10.400    CORE65LPSVT 
HS65_LS_CNIVX62             1       7.280    CORE65LPSVT 
HS65_LS_DFPRQNX9           56     582.400    CORE65LPSVT 
HS65_LS_DFPRQX18          226    2467.920    CORE65LPSVT 
HS65_LS_DFPRQX27           56     669.760    CORE65LPSVT 
HS65_LS_DFPRQX4           693    7207.200    CORE65LPSVT 
HS65_LS_DFPRQX9           339    3525.600    CORE65LPSVT 
HS65_LS_FA1X18           1947   27335.880    CORE65LPSVT 
HS65_LS_FA1X27            495   10553.400    CORE65LPSVT 
HS65_LS_FA1X4             264    2471.040    CORE65LPSVT 
HS65_LS_FA1X9             792    8648.640    CORE65LPSVT 
HS65_LS_HA1X18             99     720.720    CORE65LPSVT 
HS65_LS_HA1X4             528    2745.600    CORE65LPSVT 
HS65_LS_HA1X9             198    1235.520    CORE65LPSVT 
HS65_LS_IVX18            2187    4548.960    CORE65LPSVT 
HS65_LS_IVX2                1       1.560    CORE65LPSVT 
HS65_LS_IVX27             925    2886.000    CORE65LPSVT 
HS65_LS_IVX31              66     240.240    CORE65LPSVT 
HS65_LS_IVX35             386    1405.040    CORE65LPSVT 
HS65_LS_IVX44              95     395.200    CORE65LPSVT 
HS65_LS_IVX53              36     187.200    CORE65LPSVT 
HS65_LS_IVX71              25     156.000    CORE65LPSVT 
HS65_LS_IVX9             2978    4645.680    CORE65LPSVT 
HS65_LS_MUX21I1X12         33     223.080    CORE65LPSVT 
HS65_LS_MUX21X9            33     154.440    CORE65LPSVT 
HS65_LS_NAND2AX14        1216    5058.560    CORE65LPSVT 
HS65_LS_NAND2AX21         627    3586.440    CORE65LPSVT 
HS65_LS_NAND2AX29          66     446.160    CORE65LPSVT 
HS65_LS_NAND2AX7         1160    3619.200    CORE65LPSVT 
HS65_LS_NAND2X14         2211    8048.040    CORE65LPSVT 
HS65_LS_NAND2X21          627    3260.400    CORE65LPSVT 
HS65_LS_NAND2X29          165    1029.600    CORE65LPSVT 
HS65_LS_NAND2X43           33     291.720    CORE65LPSVT 
HS65_LS_NAND2X7          4059    8442.720    CORE65LPSVT 
HS65_LS_NAND3AX13          33     188.760    CORE65LPSVT 
HS65_LS_NAND3X13           33     171.600    CORE65LPSVT 
HS65_LS_NAND3X19           99     669.240    CORE65LPSVT 
HS65_LS_NAND3X6            33     102.960    CORE65LPSVT 
HS65_LS_NAND4ABX19         66     652.080    CORE65LPSVT 
HS65_LS_NAND4ABX25         66     789.360    CORE65LPSVT 
HS65_LS_NOR2AX13          561    2333.760    CORE65LPSVT 
HS65_LS_NOR2AX19          198    1132.560    CORE65LPSVT 
HS65_LS_NOR2AX25           99     669.240    CORE65LPSVT 
HS65_LS_NOR2AX3          1980    5148.000    CORE65LPSVT 
HS65_LS_NOR2AX6           495    1544.400    CORE65LPSVT 
HS65_LS_NOR2X13          1518    5525.520    CORE65LPSVT 
HS65_LS_NOR2X19           561    2917.200    CORE65LPSVT 
HS65_LS_NOR2X25           561    3500.640    CORE65LPSVT 
HS65_LS_NOR2X38           165    1458.600    CORE65LPSVT 
HS65_LS_NOR2X6           3404    7080.320    CORE65LPSVT 
HS65_LS_NOR2X9             94     342.160    CORE65LPSVT 
HS65_LS_NOR3AX13           33     257.400    CORE65LPSVT 
HS65_LS_NOR3AX4            33     120.120    CORE65LPSVT 
HS65_LS_NOR3X13            33     223.080    CORE65LPSVT 
HS65_LS_OA112X9           132     549.120    CORE65LPSVT 
HS65_LS_OA12X18           231     960.960    CORE65LPSVT 
HS65_LS_OA12X27           264    1921.920    CORE65LPSVT 
HS65_LS_OA12X9            297    1081.080    CORE65LPSVT 
HS65_LS_OA212X9            66     377.520    CORE65LPSVT 
HS65_LS_OA22X9             99     463.320    CORE65LPSVT 
HS65_LS_OA31X18            66     343.200    CORE65LPSVT 
HS65_LS_OAI12X12          693    3603.600    CORE65LPSVT 
HS65_LS_OAI12X18          429    2900.040    CORE65LPSVT 
HS65_LS_OAI12X24          132    1166.880    CORE65LPSVT 
HS65_LS_OAI12X6           363    1132.560    CORE65LPSVT 
HS65_LS_OAI212X5           66     274.560    CORE65LPSVT 
HS65_LS_OAI21X3           528    1372.800    CORE65LPSVT 
HS65_LS_OAI21X6            66     205.920    CORE65LPSVT 
HS65_LS_OAI22X6            66     240.240    CORE65LPSVT 
HS65_LS_OAI32X5            66     274.560    CORE65LPSVT 
HS65_LS_OAI32X9            66     514.800    CORE65LPSVT 
HS65_LS_OR2X18            264     960.960    CORE65LPSVT 
HS65_LS_OR2X35             66     411.840    CORE65LPSVT 
HS65_LS_OR2X9             627    1956.240    CORE65LPSVT 
HS65_LS_PAO2X9            198     926.640    CORE65LPSVT 
HS65_LS_PAOI2X17           33     360.360    CORE65LPSVT 
HS65_LS_PAOI2X6            99     411.840    CORE65LPSVT 
HS65_LS_XNOR2X18          891    6023.160    CORE65LPSVT 
HS65_LS_XNOR2X27           33     343.200    CORE65LPSVT 
HS65_LS_XNOR2X9           231    1201.200    CORE65LPSVT 
HS65_LS_XOR2X18          1749   11823.240    CORE65LPSVT 
HS65_LS_XOR2X27            33     343.200    CORE65LPSVT 
HS65_LS_XOR2X35           132    1510.080    CORE65LPSVT 
HS65_LS_XOR2X4            396    1853.280    CORE65LPSVT 
HS65_LS_XOR2X9            165     858.000    CORE65LPSVT 
---------------------------------------------------------
total                   49326  233857.000                


                                           
     Type      Instances    Area    Area % 
-------------------------------------------
sequential          1370  14452.880    6.2 
inverter            7232  16548.480    7.1 
buffer               365   3126.240    1.3 
logic              40359 199729.400   85.4 
physical_cells         0      0.000    0.0 
-------------------------------------------
total              49326 233857.000  100.0 

