============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 20 2019  11:44:23 am
  Module:                 FME_INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                          Module                       Cells  Cell Area  Net Area   Total Area 
-------------------------------------------------------------------------------------------------------------------------------------------
FME_INTER_6                                                                                        24092     135882     62000       197881 
  U_buffer                                       buffer_shift                                      16516      83826     41281       125107 
  U_inter                                        interpolation_bit_width10                          5938      42062     15133        57195 
    csa_tree_PUs_16__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_16__U_F8_U_S25_add_18_10_group_1355     49        349        98          448 
    csa_tree_PUs_16__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_16__U_F8_U_S5_add_18_10_group_1357      49        349        98          448 
    csa_tree_PUs_15__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_15__U_F8_U_S25_add_18_10_group_1359     49        349        98          448 
    csa_tree_PUs_15__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_15__U_F8_U_S5_add_18_10_group_1361      49        349        98          448 
    csa_tree_PUs_14__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_14__U_F8_U_S25_add_18_10_group_1363     49        349        98          448 
    csa_tree_PUs_14__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_14__U_F8_U_S5_add_18_10_group_1365      49        349        98          448 
    csa_tree_PUs_13__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_13__U_F8_U_S25_add_18_10_group_1367     49        349        98          448 
    csa_tree_PUs_13__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_13__U_F8_U_S5_add_18_10_group_1369      49        349        98          448 
    csa_tree_PUs_12__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_12__U_F8_U_S25_add_18_10_group_1371     49        349        98          448 
    csa_tree_PUs_12__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_12__U_F8_U_S5_add_18_10_group_1373      49        349        98          448 
    csa_tree_PUs_11__U_F8_U_S25_add_18_10_groupi csa_tree_PUs_11__U_F8_U_S25_add_18_10_group_1375     49        349        98          448 
    csa_tree_PUs_11__U_F8_U_S5_add_18_10_groupi  csa_tree_PUs_11__U_F8_U_S5_add_18_10_group_1377      49        349        98          448 
