============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 01 2020  08:58:02 pm
  Module:                 INTER_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
HS65_LS_AOI21X17          158    1068.080    CORE65LPSVT 
HS65_LS_AOI21X23           15     132.600    CORE65LPSVT 
HS65_LS_AOI21X35            9     117.000    CORE65LPSVT 
HS65_LS_AOI21X6            37     115.440    CORE65LPSVT 
HS65_LS_AOI21X9            16      83.200    CORE65LPSVT 
HS65_LS_AOI312X4            8      41.600    CORE65LPSVT 
HS65_LS_AOI32X10            7      54.600    CORE65LPSVT 
HS65_LS_AOI32X15            1      10.920    CORE65LPSVT 
HS65_LS_AOI32X5           103     428.480    CORE65LPSVT 
HS65_LS_BFX106            267    3193.320    CORE65LPSVT 
HS65_LS_BFX142             76    1185.600    CORE65LPSVT 
HS65_LS_BFX18              74     230.880    CORE65LPSVT 
HS65_LS_BFX213              1      22.360    CORE65LPSVT 
HS65_LS_BFX27             204     742.560    CORE65LPSVT 
HS65_LS_BFX35              80     416.000    CORE65LPSVT 
HS65_LS_BFX44              83     474.760    CORE65LPSVT 
HS65_LS_BFX53              87     542.880    CORE65LPSVT 
HS65_LS_BFX62              47     366.600    CORE65LPSVT 
HS65_LS_BFX71             102     848.640    CORE65LPSVT 
HS65_LS_BFX9               20      41.600    CORE65LPSVT 
HS65_LS_CB4I1X18           73     379.600    CORE65LPSVT 
HS65_LS_CB4I1X27           15     132.600    CORE65LPSVT 
HS65_LS_CB4I1X35           10      93.600    CORE65LPSVT 
HS65_LS_CB4I1X4             6      24.960    CORE65LPSVT 
HS65_LS_CB4I1X9            11      45.760    CORE65LPSVT 
HS65_LS_CB4I6X18          138     717.600    CORE65LPSVT 
HS65_LS_CB4I6X27            4      33.280    CORE65LPSVT 
HS65_LS_CB4I6X9           140     582.400    CORE65LPSVT 
HS65_LS_CBI4I1X11          28     174.720    CORE65LPSVT 
HS65_LS_CBI4I1X16          20     176.800    CORE65LPSVT 
HS65_LS_CBI4I1X21           4      47.840    CORE65LPSVT 
HS65_LS_CBI4I1X5          160     582.400    CORE65LPSVT 
HS65_LS_CNBFX31             1       6.240    CORE65LPSVT 
HS65_LS_CNIVX14            24      62.400    CORE65LPSVT 
HS65_LS_CNIVX17            11      34.320    CORE65LPSVT 
HS65_LS_CNIVX21           134     418.080    CORE65LPSVT 
HS65_LS_CNIVX24             2       7.280    CORE65LPSVT 
HS65_LS_CNIVX27           366    1332.240    CORE65LPSVT 
HS65_LS_CNIVX31             9      42.120    CORE65LPSVT 
HS65_LS_CNIVX34           124     580.320    CORE65LPSVT 
HS65_LS_CNIVX41            38     197.600    CORE65LPSVT 
HS65_LS_CNIVX48             7      43.680    CORE65LPSVT 
HS65_LS_CNIVX55            38     256.880    CORE65LPSVT 
HS65_LS_CNIVX62            29     211.120    CORE65LPSVT 
HS65_LS_CNIVX7              1       1.560    CORE65LPSVT 
HS65_LS_DFPRQNX9          232    2412.800    CORE65LPSVT 
HS65_LS_DFPRQX18          461    5034.120    CORE65LPSVT 
HS65_LS_DFPRQX27           61     729.560    CORE65LPSVT 
HS65_LS_DFPRQX35           54     673.920    CORE65LPSVT 
HS65_LS_DFPRQX4          1387   14424.800    CORE65LPSVT 
HS65_LS_DFPRQX9           475    4940.000    CORE65LPSVT 
HS65_LS_FA1X18           2795   39241.800    CORE65LPSVT 
HS65_LS_FA1X27           2230   47543.600    CORE65LPSVT 
HS65_LS_FA1X4             344    3219.840    CORE65LPSVT 
HS65_LS_FA1X9            1694   18498.480    CORE65LPSVT 
HS65_LS_HA1X18            728    5299.840    CORE65LPSVT 
HS65_LS_HA1X27             72     861.120    CORE65LPSVT 
HS65_LS_HA1X35            218    2947.360    CORE65LPSVT 
HS65_LS_HA1X4             643    3343.600    CORE65LPSVT 
HS65_LS_HA1X9             469    2926.560    CORE65LPSVT 
HS65_LS_IVX106              5      44.200    CORE65LPSVT 
HS65_LS_IVX13              11      22.880    CORE65LPSVT 
HS65_LS_IVX18            5721   11899.680    CORE65LPSVT 
HS65_LS_IVX2                1       1.560    CORE65LPSVT 
HS65_LS_IVX22              11      34.320    CORE65LPSVT 
HS65_LS_IVX27            2866    8941.920    CORE65LPSVT 
HS65_LS_IVX31             203     738.920    CORE65LPSVT 
HS65_LS_IVX35            1417    5157.880    CORE65LPSVT 
HS65_LS_IVX40              11      45.760    CORE65LPSVT 
HS65_LS_IVX44             343    1426.880    CORE65LPSVT 
HS65_LS_IVX49               2      10.400    CORE65LPSVT 
HS65_LS_IVX53             123     639.600    CORE65LPSVT 
HS65_LS_IVX62              28     160.160    CORE65LPSVT 
HS65_LS_IVX71               7      43.680    CORE65LPSVT 
HS65_LS_IVX9             5596    8729.760    CORE65LPSVT 
HS65_LS_MUX21I1X12         99     669.240    CORE65LPSVT 
HS65_LS_MUX21I1X18         50     520.000    CORE65LPSVT 
HS65_LS_MUX21I1X6          10      41.600    CORE65LPSVT 
HS65_LS_MUX21X18          119     742.560    CORE65LPSVT 
HS65_LS_MUX21X27            4      37.440    CORE65LPSVT 
HS65_LS_MUX21X4             6      24.960    CORE65LPSVT 
HS65_LS_MUX21X9             2       9.360    CORE65LPSVT 
HS65_LS_MUXI21X10          42     349.440    CORE65LPSVT 
HS65_LS_MUXI21X15          57     592.800    CORE65LPSVT 
HS65_LS_MUXI21X2            8      29.120    CORE65LPSVT 
HS65_LS_MUXI21X5           53     248.040    CORE65LPSVT 
HS65_LS_NAND2AX14        1324    5507.840    CORE65LPSVT 
HS65_LS_NAND2AX21         939    5371.080    CORE65LPSVT 
HS65_LS_NAND2AX29         488    3298.880    CORE65LPSVT 
HS65_LS_NAND2AX7         1480    4617.600    CORE65LPSVT 
HS65_LS_NAND2X11           27      98.280    CORE65LPSVT 
HS65_LS_NAND2X14         3524   12827.360    CORE65LPSVT 
HS65_LS_NAND2X21         1850    9620.000    CORE65LPSVT 
HS65_LS_NAND2X29          642    4006.080    CORE65LPSVT 
HS65_LS_NAND2X43          174    1538.160    CORE65LPSVT 
HS65_LS_NAND2X57           28     334.880    CORE65LPSVT 
HS65_LS_NAND2X7          6402   13316.160    CORE65LPSVT 
HS65_LS_NAND3AX13         300    1716.000    CORE65LPSVT 
HS65_LS_NAND3AX19         198    1544.400    CORE65LPSVT 
HS65_LS_NAND3AX25          76     750.880    CORE65LPSVT 
HS65_LS_NAND3AX6           49     178.360    CORE65LPSVT 
HS65_LS_NAND3X13          590    3068.000    CORE65LPSVT 
HS65_LS_NAND3X19          190    1284.400    CORE65LPSVT 
HS65_LS_NAND3X25           15     132.600    CORE65LPSVT 
HS65_LS_NAND3X38           65     845.000    CORE65LPSVT 
HS65_LS_NAND3X5           182     473.200    CORE65LPSVT 
HS65_LS_NAND3X50           32     549.120    CORE65LPSVT 
HS65_LS_NAND3X6           108     336.960    CORE65LPSVT 
HS65_LS_NAND3X9             9      46.800    CORE65LPSVT 
HS65_LS_NAND4ABX13         75     507.000    CORE65LPSVT 
HS65_LS_NAND4ABX19         31     306.280    CORE65LPSVT 
HS65_LS_NAND4ABX25          1      11.960    CORE65LPSVT 
HS65_LS_NAND4ABX3          75     273.000    CORE65LPSVT 
HS65_LS_NAND4ABX6          33     137.280    CORE65LPSVT 
HS65_LS_NAND4X18            4      27.040    CORE65LPSVT 
HS65_LS_NAND4X27            5      41.600    CORE65LPSVT 
HS65_LS_NAND4X35            2      18.720    CORE65LPSVT 
HS65_LS_NAND4X9             5      28.600    CORE65LPSVT 
HS65_LS_NOR2AX13         1091    4538.560    CORE65LPSVT 
HS65_LS_NOR2AX19          438    2505.360    CORE65LPSVT 
HS65_LS_NOR2AX25           54     365.040    CORE65LPSVT 
HS65_LS_NOR2AX3          2193    5701.800    CORE65LPSVT 
HS65_LS_NOR2AX6           852    2658.240    CORE65LPSVT 
HS65_LS_NOR2X13          1780    6479.200    CORE65LPSVT 
HS65_LS_NOR2X19          1558    8101.600    CORE65LPSVT 
HS65_LS_NOR2X25          1317    8218.080    CORE65LPSVT 
HS65_LS_NOR2X38           776    6859.840    CORE65LPSVT 
HS65_LS_NOR2X50           119    1423.240    CORE65LPSVT 
HS65_LS_NOR2X6           4465    9287.200    CORE65LPSVT 
HS65_LS_NOR2X9             20      72.800    CORE65LPSVT 
HS65_LS_NOR3X13            90     608.400    CORE65LPSVT 
HS65_LS_NOR3X18             3      26.520    CORE65LPSVT 
HS65_LS_NOR3X4              3       7.800    CORE65LPSVT 
HS65_LS_NOR3X7             11      51.480    CORE65LPSVT 
HS65_LS_NOR3X9            105     491.400    CORE65LPSVT 
HS65_LS_NOR4ABX13           3      29.640    CORE65LPSVT 
HS65_LS_NOR4ABX4           22      91.520    CORE65LPSVT 
HS65_LS_NOR4X18            22     148.720    CORE65LPSVT 
HS65_LS_OA112X27           44     366.080    CORE65LPSVT 
HS65_LS_OA112X35           10      93.600    CORE65LPSVT 
HS65_LS_OA112X9           181     752.960    CORE65LPSVT 
HS65_LS_OA12X18           431    1792.960    CORE65LPSVT 
HS65_LS_OA12X27           267    1943.760    CORE65LPSVT 
HS65_LS_OA12X35            42     327.600    CORE65LPSVT 
HS65_LS_OA12X9            327    1190.280    CORE65LPSVT 
HS65_LS_OA212X4             9      46.800    CORE65LPSVT 
HS65_LS_OA212X9             5      28.600    CORE65LPSVT 
HS65_LS_OA31X9            125     520.000    CORE65LPSVT 
HS65_LS_OAI112X11          34     212.160    CORE65LPSVT 
HS65_LS_OAI112X16          41     362.440    CORE65LPSVT 
HS65_LS_OAI112X22          17     212.160    CORE65LPSVT 
HS65_LS_OAI112X5           17      61.880    CORE65LPSVT 
HS65_LS_OAI12X12         1261    6557.200    CORE65LPSVT 
HS65_LS_OAI12X18         1451    9808.760    CORE65LPSVT 
HS65_LS_OAI12X24          355    3138.200    CORE65LPSVT 
HS65_LS_OAI12X3            17      44.200    CORE65LPSVT 
HS65_LS_OAI12X37           63     819.000    CORE65LPSVT 
HS65_LS_OAI12X49            1      17.160    CORE65LPSVT 
HS65_LS_OAI12X5             3       9.360    CORE65LPSVT 
HS65_LS_OAI12X6           576    1797.120    CORE65LPSVT 
HS65_LS_OAI12X9             1       5.200    CORE65LPSVT 
HS65_LS_OAI13X10           20     124.800    CORE65LPSVT 
HS65_LS_OAI13X15           12     106.080    CORE65LPSVT 
HS65_LS_OAI13X20            1      11.960    CORE65LPSVT 
HS65_LS_OAI13X30            1      17.160    CORE65LPSVT 
HS65_LS_OAI13X5            65     236.600    CORE65LPSVT 
HS65_LS_OAI211X16          24     212.160    CORE65LPSVT 
HS65_LS_OAI211X5            9      32.760    CORE65LPSVT 
HS65_LS_OAI21X12           77     400.400    CORE65LPSVT 
HS65_LS_OAI21X18           35     236.600    CORE65LPSVT 
HS65_LS_OAI21X24           28     247.520    CORE65LPSVT 
HS65_LS_OAI21X3           453    1177.800    CORE65LPSVT 
HS65_LS_OAI21X37            1      13.000    CORE65LPSVT 
HS65_LS_OAI21X6            88     274.560    CORE65LPSVT 
HS65_LS_OAI21X9             7      36.400    CORE65LPSVT 
HS65_LS_OAI22X6            19      69.160    CORE65LPSVT 
HS65_LS_OR2X18            544    1980.160    CORE65LPSVT 
HS65_LS_OR2X27            333    1904.760    CORE65LPSVT 
HS65_LS_OR2X35            188    1173.120    CORE65LPSVT 
HS65_LS_OR2X9            2365    7378.800    CORE65LPSVT 
HS65_LS_OR3X18             12      56.160    CORE65LPSVT 
HS65_LS_OR4X14             43     313.040    CORE65LPSVT 
HS65_LS_OR4X7              11      62.920    CORE65LPSVT 
HS65_LS_PAO2X18           629    3597.880    CORE65LPSVT 
HS65_LS_PAO2X27            62     612.560    CORE65LPSVT 
HS65_LS_PAO2X35             2      20.800    CORE65LPSVT 
HS65_LS_PAO2X9            616    2882.880    CORE65LPSVT 
HS65_LS_PAOI2X1            65     236.600    CORE65LPSVT 
HS65_LS_PAOI2X11          468    3650.400    CORE65LPSVT 
HS65_LS_PAOI2X17           67     731.640    CORE65LPSVT 
HS65_LS_PAOI2X22           72    1085.760    CORE65LPSVT 
HS65_LS_PAOI2X33           11     240.240    CORE65LPSVT 
HS65_LS_PAOI2X6           130     540.800    CORE65LPSVT 
HS65_LS_PAOI2X8             9      70.200    CORE65LPSVT 
HS65_LS_XNOR2X18         1585   10714.600    CORE65LPSVT 
HS65_LS_XNOR2X27          108    1123.200    CORE65LPSVT 
HS65_LS_XNOR2X35           67     766.480    CORE65LPSVT 
HS65_LS_XNOR2X4            89     416.520    CORE65LPSVT 
HS65_LS_XNOR2X9           621    3229.200    CORE65LPSVT 
HS65_LS_XOR2X18          3003   20300.280    CORE65LPSVT 
HS65_LS_XOR2X27           361    3754.400    CORE65LPSVT 
HS65_LS_XOR2X35           641    7333.040    CORE65LPSVT 
HS65_LS_XOR2X4            350    1638.000    CORE65LPSVT 
HS65_LS_XOR2X9           1057    5496.400    CORE65LPSVT 
HS65_LS_XOR3X18            26     297.440    CORE65LPSVT 
HS65_LS_XOR3X27             1      15.600    CORE65LPSVT 
HS65_LS_XOR3X9              6      56.160    CORE65LPSVT 
---------------------------------------------------------
total                   97281  513919.120                


                                           
     Type      Instances    Area    Area % 
-------------------------------------------
sequential          2670  28215.200    5.5 
inverter           17128  41085.200    8.0 
buffer              1042   8071.440    1.6 
logic              76441 436547.280   84.9 
physical_cells         0      0.000    0.0 
-------------------------------------------
total              97281 513919.120  100.0 

