============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 01 2020  08:58:02 pm
  Module:                 INTER_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
---------------------------------------------------------
HS65_LSS_XNOR2X12        1950   13182.000    CORE65LPSVT 
HS65_LSS_XNOR2X18         143    1487.200    CORE65LPSVT 
HS65_LSS_XNOR2X24          14     174.720    CORE65LPSVT 
HS65_LSS_XNOR2X3           72     299.520    CORE65LPSVT 
HS65_LSS_XNOR2X6         2724   11331.840    CORE65LPSVT 
HS65_LSS_XNOR3X12           1      24.440    CORE65LPSVT 
HS65_LSS_XNOR3X4            2      19.760    CORE65LPSVT 
HS65_LSS_XOR2X12           15      93.600    CORE65LPSVT 
HS65_LSS_XOR2X17           11     108.680    CORE65LPSVT 
HS65_LSS_XOR2X23            1      12.480    CORE65LPSVT 
HS65_LSS_XOR2X6          1848    7687.680    CORE65LPSVT 
HS65_LSS_XOR3X12            4     101.920    CORE65LPSVT 
HS65_LSS_XOR3X8             2      39.520    CORE65LPSVT 
HS65_LS_AND2X18           358    1303.120    CORE65LPSVT 
HS65_LS_AND2X27           200    1144.000    CORE65LPSVT 
HS65_LS_AND2X35            11      68.640    CORE65LPSVT 
HS65_LS_AND2X4           1222    3177.200    CORE65LPSVT 
HS65_LS_AND2X9            706    2202.720    CORE65LPSVT 
HS65_LS_AND3X18            11      51.480    CORE65LPSVT 
HS65_LS_AND3X35             8      62.400    CORE65LPSVT 
HS65_LS_AND3X9             19      69.160    CORE65LPSVT 
HS65_LS_AND4X13            36     224.640    CORE65LPSVT 
HS65_LS_AND4X19            54     589.680    CORE65LPSVT 
HS65_LS_AND4X25            16     208.000    CORE65LPSVT 
HS65_LS_AND4X6             18      93.600    CORE65LPSVT 
HS65_LS_AO112X18           20      93.600    CORE65LPSVT 
HS65_LS_AO112X9           240     998.400    CORE65LPSVT 
HS65_LS_AO12X18            45     187.200    CORE65LPSVT 
HS65_LS_AO12X27            11      74.360    CORE65LPSVT 
HS65_LS_AO12X35             1       7.800    CORE65LPSVT 
HS65_LS_AO12X9            337    1226.680    CORE65LPSVT 
HS65_LS_AO212X4             6      28.080    CORE65LPSVT 
HS65_LS_AO31X18             8      41.600    CORE65LPSVT 
HS65_LS_AO32X4             86     402.480    CORE65LPSVT 
HS65_LS_AO32X9             60     312.000    CORE65LPSVT 
HS65_LS_AOI12X12          592    3078.400    CORE65LPSVT 
HS65_LS_AOI12X17          654    4421.040    CORE65LPSVT 
HS65_LS_AOI12X2           152     395.200    CORE65LPSVT 
HS65_LS_AOI12X23          236    2086.240    CORE65LPSVT 
HS65_LS_AOI12X3             1       3.120    CORE65LPSVT 
HS65_LS_AOI12X35           31     403.000    CORE65LPSVT 
HS65_LS_AOI12X6           345    1076.400    CORE65LPSVT 
HS65_LS_AOI13X5             5      18.200    CORE65LPSVT 
HS65_LS_AOI21X12           54     280.800    CORE65LPSVT 
