============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 23 2019  12:28:13 pm
  Module:                 FME_PIPE_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                        Module                      Cells  Cell Area  Net Area   Total Area 
----------------------------------------------------------------------------------------------------------------------------------------
FME_PIPE_8                                                                                      12534      64619     26556        91175 
  U_inter                                       interpolation_bit_width10                        8935      44107     17574        61681 
    csa_tree_PUs_4__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_4__U_F8_U_S14_add_18_10_group_405    100        621       190          810 
    csa_tree_PUs_0__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_0__U_F8_U_S14_add_18_10_group_413    103        614       194          808 
    csa_tree_PUs_2__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_2__U_F8_U_S14_add_18_10_group_409    102        612       192          804 
    csa_tree_PUs_1__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_1__U_F8_U_S14_add_18_10_group_411    100        613       190          802 
    csa_tree_PUs_3__U_F8_U_S14_add_18_10_groupi csa_tree_PUs_3__U_F8_U_S14_add_18_10_group_407    101        607       191          798 
    csa_tree_PUs_0__U_F8_U_S26_add_18_10_groupi csa_tree_PUs_0__U_F8_U_S26_add_18_10_group_2      110        575       209          784 
    csa_tree_PUs_1__U_F8_U_S6_add_18_10_groupi  csa_tree_PUs_1__U_F8_U_S6_add_18_10_group_2       110        571       209          780 
    csa_tree_PUs_0__U_F8_U_S6_add_18_10_groupi  csa_tree_PUs_0__U_F8_U_S6_add_18_10_group_2       108        537       208          744 
    PUs[4].U_F8_U_S24_add_18_10                 add_signed_1387                                   106        534       173          707 
    PUs[4].U_F8_U_S4_add_18_10                  add_signed_1387_1668                              106        534       173          707 
    PUs[3].U_F8_U_S24_add_18_10                 add_signed_1387_1667                              106        534       173          707 
    PUs[3].U_F8_U_S4_add_18_10                  add_signed_1387_1666                              106        534       173          707 
    PUs[2].U_F8_U_S24_add_18_10                 add_signed_1387_1665                              106        534       173          707 
    PUs[2].U_F8_U_S4_add_18_10                  add_signed_1387_1664                              106        534       173          707 
    PUs[1].U_F8_U_S24_add_18_10                 add_signed_1387_1663                              106        534       173          707 
    PUs[1].U_F8_U_S4_add_18_10                  add_signed_1387_1662                              106        534       173          707 
    PUs[0].U_F8_U_S24_add_18_10                 add_signed_1387_1661                              106        534       173          707 
    PUs[0].U_F8_U_S4_add_18_10                  add_signed_1387_1660                              106        534       173          707 
    csa_tree_PUs_4__U_F8_U_S26_add_18_10_groupi csa_tree_PUs_4__U_F8_U_S26_add_18_10_group_2      105        472       204          675 
    csa_tree_PUs_4__U_F8_U_S6_add_18_10_groupi  csa_tree_PUs_4__U_F8_U_S6_add_18_10_group_2       105        472       204          675 
    csa_tree_PUs_3__U_F8_U_S26_add_18_10_groupi csa_tree_PUs_3__U_F8_U_S26_add_18_10_group_2      105        472       204          675 
    csa_tree_PUs_3__U_F8_U_S6_add_18_10_groupi  csa_tree_PUs_3__U_F8_U_S6_add_18_10_group_2       105        472       204          675 
    csa_tree_PUs_2__U_F8_U_S26_add_18_10_groupi csa_tree_PUs_2__U_F8_U_S26_add_18_10_group_2      105        472       204          675 
    csa_tree_PUs_2__U_F8_U_S6_add_18_10_groupi  csa_tree_PUs_2__U_F8_U_S6_add_18_10_group_2       105        472       204          675 
    csa_tree_PUs_1__U_F8_U_S26_add_18_10_groupi csa_tree_PUs_1__U_F8_U_S26_add_18_10_group_2      105        472       204          675 
    PUs[3].U_F8_U_S15_add_41_16                 add_unsigned_1365_1741                             96        443       157          600 
    PUs[4].U_F8_U_S15_add_41_16                 add_unsigned_1365_1740                             96        442       157          599 
    PUs[2].U_F8_U_S15_add_41_16                 add_unsigned_1365_1742                             97        439       158          598 
    PUs[0].U_F8_U_S15_add_41_16                 add_unsigned_1365                                  96        440       157          598 
