============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 01 2020  09:18:37 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         
       Gate         Instances    Area        Library    
HS65_LS_IVX2                1      1.560    CORE65LPSVT 
HS65_LS_IVX27             172    536.640    CORE65LPSVT 
HS65_LS_IVX31              10     36.400    CORE65LPSVT 
HS65_LS_IVX35              73    265.720    CORE65LPSVT 
HS65_LS_IVX40              10     41.600    CORE65LPSVT 
HS65_LS_IVX44               1      4.160    CORE65LPSVT 
HS65_LS_IVX49               1      5.200    CORE65LPSVT 
HS65_LS_IVX53              17     88.400    CORE65LPSVT 
HS65_LS_IVX62               1      5.720    CORE65LPSVT 
HS65_LS_IVX71               4     24.960    CORE65LPSVT 
HS65_LS_IVX9              468    730.080    CORE65LPSVT 
HS65_LS_MUX21X9             5     23.400    CORE65LPSVT 
HS65_LS_NAND2AX14         135    561.600    CORE65LPSVT 
HS65_LS_NAND2AX21         140    800.800    CORE65LPSVT 
HS65_LS_NAND2AX29          20    135.200    CORE65LPSVT 
HS65_LS_NAND2AX7          160    499.200    CORE65LPSVT 
HS65_LS_NAND2X11           10     36.400    CORE65LPSVT 
HS65_LS_NAND2X14          400   1456.000    CORE65LPSVT 
HS65_LS_NAND2X21          130    676.000    CORE65LPSVT 
HS65_LS_NAND2X29           30    187.200    CORE65LPSVT 
HS65_LS_NAND2X7           520   1081.600    CORE65LPSVT 
HS65_LS_NAND3X13           10     52.000    CORE65LPSVT 
HS65_LS_NAND3X19            5     33.800    CORE65LPSVT 
HS65_LS_NAND3X38            5     65.000    CORE65LPSVT 
HS65_LS_NAND3X5             5     13.000    CORE65LPSVT 
HS65_LS_NAND3X6            10     31.200    CORE65LPSVT 
HS65_LS_NAND4ABX19         10     98.800    CORE65LPSVT 
HS65_LS_NAND4ABX25         10    119.600    CORE65LPSVT 
HS65_LS_NOR2AX13           55    228.800    CORE65LPSVT 
HS65_LS_NOR2AX19           40    228.800    CORE65LPSVT 
HS65_LS_NOR2AX25           15    101.400    CORE65LPSVT 
HS65_LS_NOR2AX3           310    806.000    CORE65LPSVT 
HS65_LS_NOR2AX6           100    312.000    CORE65LPSVT 
HS65_LS_NOR2X13           210    764.400    CORE65LPSVT 
HS65_LS_NOR2X19           130    676.000    CORE65LPSVT 
HS65_LS_NOR2X25            35    218.400    CORE65LPSVT 
HS65_LS_NOR2X38            25    221.000    CORE65LPSVT 
HS65_LS_NOR2X6            530   1102.400    CORE65LPSVT 
HS65_LS_NOR2X9             10     36.400    CORE65LPSVT 
HS65_LS_NOR3AX9             5     28.600    CORE65LPSVT 
HS65_LS_NOR3X13             5     33.800    CORE65LPSVT 
HS65_LS_OA112X9            20     83.200    CORE65LPSVT 
HS65_LS_OA12X18            25    104.000    CORE65LPSVT 
HS65_LS_OA12X27            25    182.000    CORE65LPSVT 
HS65_LS_OA12X35            15    117.000    CORE65LPSVT 
HS65_LS_OA12X9             55    200.200    CORE65LPSVT 
HS65_LS_OA212X9            10     57.200    CORE65LPSVT 
HS65_LS_OA22X9             15     70.200    CORE65LPSVT 
HS65_LS_OA31X18            10     52.000    CORE65LPSVT 
HS65_LS_OAI12X12           90    468.000    CORE65LPSVT 
HS65_LS_OAI12X18           50    338.000    CORE65LPSVT 
HS65_LS_OAI12X24           40    353.600    CORE65LPSVT 
HS65_LS_OAI12X3            10     26.000    CORE65LPSVT 
HS65_LS_OAI12X6            65    202.800    CORE65LPSVT 
HS65_LS_OAI212X5           10     41.600    CORE65LPSVT 
HS65_LS_OAI21X18           10     67.600    CORE65LPSVT 
HS65_LS_OAI21X3            70    182.000    CORE65LPSVT 
HS65_LS_OAI22X6            10     36.400    CORE65LPSVT 
HS65_LS_OAI32X5            10     41.600    CORE65LPSVT 
HS65_LS_OAI32X9            10     78.000    CORE65LPSVT 
HS65_LS_OR2X18             40    145.600    CORE65LPSVT 
HS65_LS_OR2X27             10     57.200    CORE65LPSVT 
HS65_LS_OR2X9              90    280.800    CORE65LPSVT 
HS65_LS_PAO2X9             30    140.400    CORE65LPSVT 
HS65_LS_PAOI2X11            5     39.000    CORE65LPSVT 
HS65_LS_PAOI2X6            15     62.400    CORE65LPSVT 
HS65_LS_XNOR2X18          120    811.200    CORE65LPSVT 
HS65_LS_XNOR2X27            5     52.000    CORE65LPSVT 
HS65_LS_XNOR2X35            5     57.200    CORE65LPSVT 
HS65_LS_XNOR2X9            45    234.000    CORE65LPSVT 
HS65_LS_XOR2X18           225   1521.000    CORE65LPSVT 
HS65_LS_XOR2X27            45    468.000    CORE65LPSVT 
HS65_LS_XOR2X35            20    228.800    CORE65LPSVT 
HS65_LS_XOR2X4             60    280.800    CORE65LPSVT 
HS65_LS_XOR2X9             25    130.000    CORE65LPSVT 
--------------------------------------------------------
total                    7576  36782.720                


                                          
     Type      Instances    Area   Area % 
------------------------------------------
sequential           250  2630.160    7.2 
inverter            1131  2645.240    7.2 
buffer                80   465.920    1.3 
logic               6115 31041.400   84.4 
physical_cells         0     0.000    0.0 
------------------------------------------
total               7576 36782.720  100.0 

