============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 22 2020  01:46:52 pm
  Module:                 filter_regular
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                                Module                    Cells  Cell Area  Net Area   Total Area 
------------------------------------------------------------------------------------------------------------------------
filter_regular                                                                 159688     955029    385270      1340299 
  S0[8].U0                          filter_6taps_bit_width10_8                   2291      12925      5028        17953 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_1526      98        443       183          626 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_1530      63        493       120          613 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_1524      89        428       169          598 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_1525       56        462       112          574 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_1531       59        447       115          562 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_1527       51        405       100          505 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_1529       50        386       101          486 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_1521        73        324       141          465 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_1522       39        384        78          462 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2_1528      36        330        62          392 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2_1534       39        319        71          390 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2_1536      38        318        68          386 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_1537      68        255       125          380 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2_1523       37        315        65          379 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2_1533       44        291        76          367 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_1507_1     36        240        65          305 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_2_1532       27        228        48          276 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2_1535      27        226        50          276 
    U_S4_add_90_9                   add_signed_435_4794                            27        145        35          179 
    U_S14_add_90_9                  add_signed_425_964_4701                        27        144        35          179 
    U_S_44_add_63_8                 add_signed_362_1036_4888                       27        144        35          178 
    U_S_15_add_63_8                 add_signed_362_1039                            26        141        33          174 
    U_S_25_add_63_8                 add_signed_362_1038_4805                       25        142        32          174 
    U_S85_add_63_8                  add_signed_362_1047_4745                       26        140        33          173 
    U_S_35_add_63_8                 add_signed_362_1037                            23        135        29          164 
    U_S95_add_63_8                  add_signed_362_1052_4725                       19        134        24          158 
  S0[9].U0                          filter_6taps_bit_width10_9                   2314      12897      5055        17952 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_1_2219      98        450       183          633 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2216        89        445       169          614 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_1_2223      63        465       120          585 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_1_2218       55        471       110          581 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_1_2224       59        458       115          573 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_1_2222       50        422       101          523 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_1_2220       51        404       100          504 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2213          71        315       137          451 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_1_2214       39        352        78          430 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2230        67        259       123          383 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_1_2221      41        311        71          382 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_1_2227       39        307        71          377 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_1_2215       37        310        65          374 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_1_2226       44        297        76          373 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_1_2229      38        297        68          365 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_2217       37        245        67          312 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2228        27        227        50          277 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_1_2225       27        226        48          274 
    U_S4_add_90_9                   add_signed_321                                 27        145        35          180 
    U_S14_add_90_9                  add_signed_311                                 27        145        35          179 
    U_S_44_add_63_8                 add_signed_248_677                             27        144        35          178 
    U_S_25_add_63_8                 add_signed_248_679                             26        142        33          176 
    U_S_15_add_63_8                 add_signed_248_680                             26        141        33          174 
    U_S85_add_63_8                  add_signed_248_682                             26        140        33          173 
    U_S_35_add_63_8                 add_signed_248_678                             23        134        29          163 
    U_S95_add_63_8                  add_signed_248_687                             19        134        24          158 
  S0[43].U0                         filter_6taps_bit_width10_43                  2289      12921      5025        17947 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_2139      98        440       183          624 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_2137      89        429       169          598 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_2143      63        475       120          595 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_2138       55        467       110          577 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_2144       59        451       115          567 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_2140       51        404       100          504 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_2142       50        398       101          498 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_2135       39        383        78          461 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_2134        71        316       137          453 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_2150      68        265       125          390 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2_2136       37        316        65          380 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2_2149      38        310        68          378 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2_2141      35        317        60          378 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2_2147       39        303        71          373 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2_2146       44        292        76          368 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_2120_1     36        240        65          305 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2_2148      27        227        50          277 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_2_2145       27        226        48          274 
    U_S4_add_90_9                   add_signed_429_4819                            27        145        35          180 
    U_S14_add_90_9                  add_signed_419_962_4770                        27        144        35          179 
    U_S_44_add_63_8                 add_signed_356_1034_4870                       27        144        35          178 
    U_S_15_add_63_8                 add_signed_356_1037                            26        139        33          173 
    U_S85_add_63_8                  add_signed_356_1045_4838                       26        138        33          172 
    U_S_25_add_63_8                 add_signed_356_1036_4777                       25        139        32          171 
    U_S_35_add_63_8                 add_signed_356_1035                            23        134        29          163 
    U_S95_add_63_8                  add_signed_356_1050_4746                       19        133        24          156 
  S0[16].U0                         filter_6taps_bit_width10_16                  2291      12905      5028        17934 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_1139      98        439       183          622 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_1137      89        429       169          598 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_1143      63        475       120          595 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_1138       55        467       110          577 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_1144       59        451       115          567 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_1140       51        404       100          504 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_1142       50        398       101          498 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_1135       40        378        79          457 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_1134        71        315       137          452 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_1150      68        258       125          383 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2_1136       37        316        65          380 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2_1149      38        310        68          378 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2_1141      35        317        60          378 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2_1147       39        303        71          373 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2_1146       44        293        76          369 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_1120_1     36        240        65          305 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2_1148      27        227        50          277 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_2_1145       27        226        48          274 
    U_S4_add_90_9                   add_signed_428_1095_4740                       27        145        35          180 
    U_S14_add_90_9                  add_signed_418_957_4731                        27        144        35          179 
    U_S_44_add_63_8                 add_signed_355_1029_4881                       27        144        35          178 
    U_S_15_add_63_8                 add_signed_355_1032                            26        139        33          173 
    U_S85_add_63_8                  add_signed_355_1040_4771                       26        138        33          172 
    U_S_25_add_63_8                 add_signed_355_1031_4841                       25        139        32          171 
    U_S_35_add_63_8                 add_signed_355_1030                            23        134        29          163 
    U_S95_add_63_8                  add_signed_355_1045_4842                       19        133        24          156 
  S0[40].U0                         filter_6taps_bit_width10_40                  2291      12904      5028        17932 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_1970      98        439       183          622 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_1968      89        429       169          598 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_1974      63        475       120          595 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_1969       55        467       110          577 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_1975       59        451       115          567 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_1971       51        404       100          504 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_1973       50        398       101          498 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_1966       40        378        79          457 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_1965        71        315       137          452 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_1981      68        258       125          383 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2_1967       37        316        65          380 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2_1980      38        310        68          378 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2_1972      35        317        60          378 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2_1978       39        303        71          373 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2_1977       44        293        76          369 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_1951_1     36        240        65          305 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2_1979      27        227        50          277 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_2_1976       27        226        48          274 
    U_S4_add_90_9                   add_signed_426_4718                            27        145        35          180 
    U_S14_add_90_9                  add_signed_416_961_4703                        27        144        35          179 
    U_S_44_add_63_8                 add_signed_353_1033_4873                       27        144        35          178 
    U_S_15_add_63_8                 add_signed_353_1036                            26        139        33          173 
    U_S85_add_63_8                  add_signed_353_1044_4851                       26        138        33          172 
    U_S_25_add_63_8                 add_signed_353_1035_4848                       25        139        32          171 
    U_S_35_add_63_8                 add_signed_353_1034                            23        134        29          163 
    U_S95_add_63_8                  add_signed_353_1049_4846                       19        133        24          156 
  S0[37].U0                         filter_6taps_bit_width10_37                  2291      12904      5028        17932 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_2084      98        439       183          622 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_2082      89        429       169          598 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_2088      63        475       120          595 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_2083       55        467       110          577 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_2089       59        451       115          567 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_2085       51        404       100          504 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_2087       50        398       101          498 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_2080       40        378        79          457 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_2079        71        315       137          452 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_2095      68        258       125          383 
    csa_tree_U_S13_add_90_9_groupi  csa_tree_U_S13_add_90_9_group_153_2_2081       37        316        65          380 
    csa_tree_U_S_24_add_90_9_groupi csa_tree_U_S_24_add_90_9_group_113_2_2094      38        310        68          378 
    csa_tree_U_S53_add_90_9_groupi  csa_tree_U_S53_add_90_9_group_1614_2_2086      35        317        60          378 
    csa_tree_U_S94_add_90_9_groupi  csa_tree_U_S94_add_90_9_group_117_2_2092       39        303        71          373 
    csa_tree_U_S84_add_90_9_groupi  csa_tree_U_S84_add_90_9_group_119_2_2091       44        293        76          369 
    csa_tree_U_S25_add_90_9_groupi  csa_tree_U_S25_add_90_9_group_149_1_2065_1     36        240        65          305 
    csa_tree_U_S_14_add_90_9_groupi csa_tree_U_S_14_add_90_9_group_115_2_2093      27        227        50          277 
    csa_tree_U_S74_add_90_9_groupi  csa_tree_U_S74_add_90_9_group_121_2_2090       27        226        48          274 
    U_S4_add_90_9                   add_signed_428_4729                            27        145        35          180 
    U_S14_add_90_9                  add_signed_418_964_4782                        27        144        35          179 
    U_S_44_add_63_8                 add_signed_355_1036_2062_4876                  27        144        35          178 
    U_S_15_add_63_8                 add_signed_355_1039                            26        139        33          173 
    U_S85_add_63_8                  add_signed_355_1047_4781                       26        138        33          172 
    U_S_25_add_63_8                 add_signed_355_1038_2061_4690                  25        139        32          171 
    U_S_35_add_63_8                 add_signed_355_1037                            23        134        29          163 
    U_S95_add_63_8                  add_signed_355_1052_4768                       19        133        24          156 
  S0[34].U0                         filter_6taps_bit_width10_34                  2291      12904      5028        17932 
    csa_tree_U_S43_add_90_9_groupi  csa_tree_U_S43_add_90_9_group_1619_2_2025      98        439       183          622 
    csa_tree_U_S23_add_90_9_groupi  csa_tree_U_S23_add_90_9_group_1627_2_2023      89        429       169          598 
    csa_tree_U_S63_add_90_9_groupi  csa_tree_U_S63_add_90_9_group_1609_2_2029      63        475       120          595 
    csa_tree_U_S35_add_90_9_groupi  csa_tree_U_S35_add_90_9_group_147_2_2024       55        467       110          577 
    csa_tree_U_S65_add_90_9_groupi  csa_tree_U_S65_add_90_9_group_133_2_2030       59        451       115          567 
    csa_tree_U_S45_add_90_9_groupi  csa_tree_U_S45_add_90_9_group_143_2_2026       51        404       100          504 
    csa_tree_U_S55_add_90_9_groupi  csa_tree_U_S55_add_90_9_group_138_2_2028       50        398       101          498 
    csa_tree_U_S12_add_90_9_groupi  csa_tree_U_S12_add_90_9_group_155_2_2021       40        378        79          457 
    csa_tree_U_S2_add_90_9_groupi   csa_tree_U_S2_add_90_9_group_165_2_2020        71        315       137          452 
    csa_tree_U_S_40_add_90_9_groupi csa_tree_U_S_40_add_90_9_group_111_2_2036      68        258       125          383 
