============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 22 2020  01:46:52 pm
  Module:                 filter_regular
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

   Instance               Module            Cells  Cell Area  Net Area   Total Area 
------------------------------------------------------------------------------------
filter_regular                             159688     955029    385270      1340299 
  S0[8].U0     filter_6taps_bit_width10_8    2291      12925      5028        17953 
  S0[9].U0     filter_6taps_bit_width10_9    2314      12897      5055        17952 
  S0[43].U0    filter_6taps_bit_width10_43   2289      12921      5025        17947 
  S0[16].U0    filter_6taps_bit_width10_16   2291      12905      5028        17934 
  S0[40].U0    filter_6taps_bit_width10_40   2291      12904      5028        17932 
  S0[37].U0    filter_6taps_bit_width10_37   2291      12904      5028        17932 
  S0[34].U0    filter_6taps_bit_width10_34   2291      12904      5028        17932 
  S0[31].U0    filter_6taps_bit_width10_31   2291      12904      5028        17932 
  S0[28].U0    filter_6taps_bit_width10_28   2291      12904      5028        17932 
  S0[25].U0    filter_6taps_bit_width10_25   2291      12904      5028        17932 
  S0[22].U0    filter_6taps_bit_width10_22   2291      12904      5028        17932 
  S0[19].U0    filter_6taps_bit_width10_19   2291      12904      5028        17932 
  S0[55].U0    filter_6taps_bit_width10_55   2289      12886      5025        17911 
  S0[5].U0     filter_6taps_bit_width10_5    2293      12855      5032        17888 
  S0[13].U0    filter_6taps_bit_width10_13   2292      12850      5031        17881 
  S0[58].U0    filter_6taps_bit_width10_58   2287      12852      5023        17875 
  S0[1].U0     filter_6taps_bit_width10_1    2345      12760      5113        17873 
  S0[10].U0    filter_6taps_bit_width10_10   2288      12838      5026        17864 
  S0[47].U0    filter_6taps_bit_width10_47   2299      12836      5022        17858 
  S0[46].U0    filter_6taps_bit_width10_46   2289      12822      5027        17849 
  S0[52].U0    filter_6taps_bit_width10_52   2291      12821      5028        17849 
  S0[61].U0    filter_6taps_bit_width10_61   2288      12800      5021        17820 
  S0[48].U0    filter_6taps_bit_width10_48   2297      12793      5019        17812 
  S0[49].U0    filter_6taps_bit_width10_49   2299      12761      5022        17783 
  S0[41].U0    filter_6taps_bit_width10_41   2232      12830      4900        17730 
  S0[64].U0    filter_6taps_bit_width10_64   2252      12723      4985        17708 
  S0[44].U0    filter_6taps_bit_width10_44   2232      12800      4900        17700 
  S0[38].U0    filter_6taps_bit_width10_38   2233      12792      4901        17693 
  S0[35].U0    filter_6taps_bit_width10_35   2233      12792      4901        17693 
  S0[32].U0    filter_6taps_bit_width10_32   2233      12792      4901        17693 
  S0[29].U0    filter_6taps_bit_width10_29   2233      12792      4901        17693 
  S0[26].U0    filter_6taps_bit_width10_26   2233      12792      4901        17693 
  S0[23].U0    filter_6taps_bit_width10_23   2233      12792      4901        17693 
  S0[20].U0    filter_6taps_bit_width10_20   2233      12792      4901        17693 
  S0[2].U0     filter_6taps_bit_width10_2    2284      12680      5013        17693 
  S0[17].U0    filter_6taps_bit_width10_17   2232      12786      4899        17686 
  S0[0].U0     filter_6taps_bit_width10      2301      12612      5072        17683 
  S0[14].U0    filter_6taps_bit_width10_14   2230      12776      4897        17673 
  S0[56].U0    filter_6taps_bit_width10_56   2233      12759      4901        17661 
  S0[11].U0    filter_6taps_bit_width10_11   2234      12750      4903        17653 
  S0[59].U0    filter_6taps_bit_width10_59   2232      12752      4900        17652 
  S0[53].U0    filter_6taps_bit_width10_53   2232      12749      4900        17649 
  S0[50].U0    filter_6taps_bit_width10_50   2237      12732      4908        17639 
  S0[6].U0     filter_6taps_bit_width10_6    2235      12710      4908        17617 
  S0[12].U0    filter_6taps_bit_width10_12   2221      12668      4873        17541 
  S0[15].U0    filter_6taps_bit_width10_15   2220      12662      4871        17533 
  S0[54].U0    filter_6taps_bit_width10_54   2220      12661      4871        17532 
  S0[3].U0     filter_6taps_bit_width10_3    2237      12625      4904        17529 
  S0[7].U0     filter_6taps_bit_width10_7    2218      12656      4869        17525 
  S0[39].U0    filter_6taps_bit_width10_39   2220      12649      4871        17520 
  S0[36].U0    filter_6taps_bit_width10_36   2220      12649      4871        17520 
  S0[33].U0    filter_6taps_bit_width10_33   2220      12649      4871        17520 
  S0[30].U0    filter_6taps_bit_width10_30   2220      12649      4871        17520 
  S0[27].U0    filter_6taps_bit_width10_27   2220      12649      4871        17520 
  S0[24].U0    filter_6taps_bit_width10_24   2220      12649      4871        17520 
  S0[21].U0    filter_6taps_bit_width10_21   2220      12649      4871        17520 
  S0[18].U0    filter_6taps_bit_width10_18   2220      12649      4871        17520 
  S0[57].U0    filter_6taps_bit_width10_57   2221      12644      4873        17518 
  S0[45].U0    filter_6taps_bit_width10_45   2216      12640      4866        17505 
  S0[60].U0    filter_6taps_bit_width10_60   2223      12624      4877        17500 
  S0[42].U0    filter_6taps_bit_width10_42   2216      12631      4866        17497 
  S0[4].U0     filter_6taps_bit_width10_4    2219      12612      4871        17483 
  S0[51].U0    filter_6taps_bit_width10_51   2221      12538      4873        17410 
  S0[62].U0    filter_6taps_bit_width10_62   2189      12566      4824        17390 
  S0[63].U0    filter_6taps_bit_width10_63   2182      12434      4809        17242 
