============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Feb 21 2020  10:44:19 am
  Module:                 INTER_8
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                             Module                 Cells  Cell Area  Net Area   Total Area 
------------------------------------------------------------------------------------------------------------------
INTER_8                                                                    8056      43087     17153        60240 
  gen_filter[4].U_S0                filter_8_bit_width10_4                 1535       7971      3039        11010 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36_4     117        810       218         1027 
    csa_tree_U_S26_add_18_10_groupi csa_tree_U_S26_add_18_10_group_40_4     119        713       232          946 
    csa_tree_U_S6_add_18_10_groupi  csa_tree_U_S6_add_18_10_group_42_4      118        657       233          890 
    csa_tree_U_S4_add_18_10_groupi  csa_tree_U_S4_add_18_10_group_457_4     107        669       199          868 
    csa_tree_U_S24_add_18_10_groupi csa_tree_U_S24_add_18_10_group_455_4    105        656       196          852 
    csa_tree_U_S12_add_18_16_groupi csa_tree_U_S12_add_18_16_group_38_4      92        656       173          829 
    csa_tree_U_S2_add_18_10_groupi  csa_tree_U_S2_add_18_10_group_50_4       94        557       165          721 
    csa_tree_U_S22_add_18_10_groupi csa_tree_U_S22_add_18_10_group_48_4      97        511       168          679 
    U_S17_add_41_16                 add_unsigned_136                         83        428       135          563 
    U_S11_add_41_16                 add_unsigned_149_540                     72        266       116          382 
    U_5_U_S0_add_18_10              add_signed_188_508                       47        210        74          284 
    U_2_U_S0_add_18_10              add_signed_188_507                       47        210        74          284 
    U_S15_add_41_16                 add_unsigned_139_544                     35        232        45          278 
    addinc_U_5_U_S1_add_18_16       add_signed_carry_41_548                  55        189        88          276 
    addinc_U_2_U_S1_add_18_16       add_signed_carry_41_549                  55        189        88          276 
    U_4_U_S1_add_18_10              add_signed_183_497                       46        154        75          229 
    U_3_U_S1_add_18_10              add_signed_183_496                       46        154        75          229 
    U_S14_add_41_16                 add_unsigned_141                         19        136        24          159 
    U_4_U_S0_add_18_10              add_signed_188_522_648                   22        112        28          140 
    U_3_U_S0_add_18_10              add_signed_188_522_649                   22        112        28          140 
    U_S21_add_41_16                 add_unsigned_164_487                     15         60        16           76 
    U_S1_add_41_16                  add_unsigned_164_488                     15         60        16           76 
  gen_filter[0].U_S0                filter_8_bit_width10                   1526       7903      3022        10925 
    csa_tree_U_S16_add_18_10_groupi csa_tree_U_S16_add_18_10_group_36       115        796       214         1010 
