============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 27 2020  11:44:05 pm
  Module:                 INTER_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                             Module                 Cells  Cell Area  Net Area   Total Area 
------------------------------------------------------------------------------------------------------------------
INTER_4                                                                   25924     146856     56276       203133 
  gen_filter[32].U_S0               filter_4_bit_width10_32                 753       3988      1494         5482 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23_26      75        637       139          776 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21_26     69        634       132          766 
    csa_tree_U_S20_add_18_10_groupi csa_tree_U_S20_add_18_10_group_27_26     89        388       153          541 
    addinc_U_S22_add_18_16          add_signed_carry_28_2398                 77        372       122          494 
    addinc_U_S2_add_18_16           add_signed_carry_28_2397                 77        372       122          494 
    csa_tree_U_S0_add_18_10_groupi  csa_tree_U_S0_add_18_10_group_29_26      90        332       155          487 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_25_26     44        330        88          418 
    U_S11_add_41_16                 add_unsigned_424_1768                    57        204        91          295 
    U_2_U_S0_add_18_10              add_signed_446_1806                      31        134        49          183 
    U_1_U_S0_add_18_10              add_signed_446_1807                      31        134        49          183 
    U_2_U_S1_add_18_10              add_signed_445_2615                      18        150        21          171 
    U_1_U_S1_add_18_10              add_signed_445_2614                      18        150        21          171 
  gen_filter[0].U_S0                filter_4_bit_width10                    751       3979      1493         5471 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23         75        632       139          771 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21        69        635       132          767 
    csa_tree_U_S20_add_18_10_groupi csa_tree_U_S20_add_18_10_group_27        89        388       153          541 
    addinc_U_S22_add_18_16          add_signed_carry_28_2346                 77        372       122          494 
    addinc_U_S2_add_18_16           add_signed_carry_28_2345                 77        372       122          494 
    csa_tree_U_S0_add_18_10_groupi  csa_tree_U_S0_add_18_10_group_29         90        332       155          487 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_25        44        330        88          418 
    U_S11_add_41_16                 add_unsigned_424                         57        204        91          295 
    U_2_U_S0_add_18_10              add_signed_446_1858                      31        134        49          183 
    U_1_U_S0_add_18_10              add_signed_446                           31        134        49          183 
    U_2_U_S1_add_18_10              add_signed_445                           18        150        21          171 
    U_1_U_S1_add_18_10              add_signed_445_2666                      18        150        21          171 
  gen_filter[1].U_S0                filter_4_bit_width10_1                  745       3982      1472         5453 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23_1       75        632       139          771 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21_1      69        635       132          767 
    csa_tree_U_S20_add_18_10_groupi csa_tree_U_S20_add_18_10_group_27_1      89        388       153          541 
    addinc_U_S22_add_18_16          add_signed_carry_28_2348                 77        372       122          494 
    addinc_U_S2_add_18_16           add_signed_carry_28_2347                 77        372       122          494 
    csa_tree_U_S0_add_18_10_groupi  csa_tree_U_S0_add_18_10_group_29_1       90        332       155          487 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_25_1      44        330        88          418 
    U_S11_add_41_16                 add_unsigned_424_1793                    57        204        91          295 
    U_2_U_S0_add_18_10              add_signed_446_1856                      31        134        49          183 
    U_1_U_S0_add_18_10              add_signed_446_1857                      31        134        49          183 
    U_2_U_S1_add_18_10              add_signed_445_2665                      18        150        21          171 
    U_1_U_S1_add_18_10              add_signed_445_2664                      18        150        21          171 
  gen_filter[31].U_S0               filter_4_bit_width10_31                 741       3969      1462         5430 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23_25      75        637       139          776 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21_25     69        635       132          767 
    csa_tree_U_S20_add_18_10_groupi csa_tree_U_S20_add_18_10_group_27_25     89        388       153          541 
    addinc_U_S22_add_18_16          add_signed_carry_28_2396                 77        372       122          494 
    addinc_U_S2_add_18_16           add_signed_carry_28_2395                 77        372       122          494 
    csa_tree_U_S0_add_18_10_groupi  csa_tree_U_S0_add_18_10_group_29_25      90        332       155          487 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_25_25     44        330        88          418 
    U_S11_add_41_16                 add_unsigned_424_1769                    57        204        91          295 
    U_2_U_S0_add_18_10              add_signed_446_1808                      31        134        49          183 
    U_1_U_S0_add_18_10              add_signed_446_1809                      31        134        49          183 
    U_2_U_S1_add_18_10              add_signed_445_2617                      18        150        21          171 
    U_1_U_S1_add_18_10              add_signed_445_2616                      18        150        21          171 
  gen_filter[30].U_S0               filter_4_bit_width10_30                 735       3951      1439         5390 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23_24      75        637       139          776 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21_24     69        634       132          766 
    csa_tree_U_S20_add_18_10_groupi csa_tree_U_S20_add_18_10_group_27_24     89        388       153          541 
    addinc_U_S22_add_18_16          add_signed_carry_28_2394                 77        372       122          494 
    addinc_U_S2_add_18_16           add_signed_carry_28_2393                 77        372       122          494 
    csa_tree_U_S0_add_18_10_groupi  csa_tree_U_S0_add_18_10_group_29_24      90        332       155          487 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_25_24     44        330        88          418 
    U_S11_add_41_16                 add_unsigned_424_1770                    57        204        91          295 
    U_2_U_S0_add_18_10              add_signed_446_1810                      31        134        49          183 
    U_1_U_S0_add_18_10              add_signed_446_1811                      31        134        49          183 
    U_2_U_S1_add_18_10              add_signed_445_2619                      18        150        21          171 
    U_1_U_S1_add_18_10              add_signed_445_2618                      18        150        21          171 
  gen_filter[2].U_S0                filter_4_bit_width10_2                  735       3950      1439         5389 
    csa_tree_U_s3_add_18_10_groupi  csa_tree_U_s3_add_18_10_group_23_12      75        632       139          771 
    csa_tree_U_s23_add_18_10_groupi csa_tree_U_s23_add_18_10_group_21_12     69        635       132          767 
