============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  09:33:07 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                               Module                  Cells  Cell Area  Net Area   Total Area 
---------------------------------------------------------------------------------------------------------------------
INTER_6                                                                      10261      66641     26193        92833 
  gen_filter[1].U_S0                filter_6_bit_width10_1                     556       3449      1257         4706 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2001      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1985     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1952      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1651                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1652                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_1         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1968      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1717                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1716                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2142                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2143                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2175                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2176                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2275                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2208                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2274                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2209                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2241                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2242                        4         21         4           25 
  gen_filter[15].U_S0               filter_6_bit_width10_15                    556       3447      1257         4704 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_7         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_7          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2007      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1991     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1958      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1639                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1640                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_7         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1974      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1693                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1692                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2130                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2131                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2163                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2164                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2263                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2196                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2262                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2197                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2229                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2230                        4         21         4           25 
  gen_filter[0].U_S0                filter_6_bit_width10                       556       3444      1257         4702 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43           51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45            51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2000      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1984     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1951      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1653                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168                        49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37           24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1967      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511                              32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1720                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2144                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10                         15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2177                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32                         13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506                               9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2210                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2276                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719                          9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2243                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487                             4         21         4           25 
  gen_filter[16].U_S0               filter_6_bit_width10_16                    556       3443      1257         4700 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_8         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_8          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2008      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1992     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1959      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1637                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1638                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_8         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1975      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1689                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1688                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2128                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2129                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2161                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2162                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2261                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2194                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2260                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2195                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2227                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2228                        4         21         4           25 
  gen_filter[14].U_S0               filter_6_bit_width10_14                    553       3443      1251         4694 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_6         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_6          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2006      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1990     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1957      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1641                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1642                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_6         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1973      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1697                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1696                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2132                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2133                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2165                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2166                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2265                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2198                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2264                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2199                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2231                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2232                        4         21         4           25 
  gen_filter[13].U_S0               filter_6_bit_width10_13                    552       3436      1245         4681 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_5         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_5          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2005      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1989     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1956      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1643                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1644                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_5         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1972      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1701                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1700                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2134                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2135                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2167                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2168                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2267                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2200                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2266                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2201                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2233                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2234                        4         21         4           25 
  gen_filter[3].U_S0                filter_6_bit_width10_3                     552       3436      1245         4681 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_10        51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_10         51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2010      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1994     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1961      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1633                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1634                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_10        24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1977      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1681                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1680                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2124                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2125                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2157                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2158                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2257                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2190                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2256                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2191                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2223                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2224                        4         21         4           25 
  gen_filter[12].U_S0               filter_6_bit_width10_12                    552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_4         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_4          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2004      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1988     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1955      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1645                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1646                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_4         24        207        46          254 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1971      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1705                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1704                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2136                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2137                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2169                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2170                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2269                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2202                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2268                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2203                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2235                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2236                        4         21         4           25 
  gen_filter[11].U_S0               filter_6_bit_width10_11                    552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_3         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_3          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2003      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1987     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1954      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1647                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1648                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_3         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1970      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1709                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1708                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2138                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2139                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2171                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2172                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2271                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2204                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2270                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2205                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2237                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2238                        4         21         4           25 
  gen_filter[10].U_S0               filter_6_bit_width10_10                    552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_2         51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_2          51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2002      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1986     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1953      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1649                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1650                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_2         24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1969      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1713                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1712                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2140                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2141                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2173                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2174                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2273                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2206                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2272                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2207                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2239                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2240                        4         21         4           25 
  gen_filter[9].U_S0                filter_6_bit_width10_9                     552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_16        51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_16         51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39           32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530          24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532           24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1621                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1622                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_16        24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41           20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1657                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1656                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2112                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2113                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2145                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2146                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2245                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2178                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2244                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2179                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2211                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2212                        4         21         4           25 
  gen_filter[8].U_S0                filter_6_bit_width10_8                     552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_15        51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_15         51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2015      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1999     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1966      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1623                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1624                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_15        24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1982      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1661                         32        149        53          201 
    U_1_U_S0_add_18_10              add_signed_511_1660                         32        149        53          201 
    addinc_U_S22_add_18_16          add_signed_carry_10_2114                    15        123        18          141 
    addinc_U_S2_add_18_16           add_signed_carry_10_2115                    15        123        18          141 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_2147                    13         99        16          115 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_2148                    13         99        16          115 
    U_3_U_S1_add_18_10              add_signed_506_2247                          9         80        11           91 
    U_3_U_S0_add_18_10              add_signed_511_1719_2180                     9         80        11           91 
    U_2_U_S1_add_18_10              add_signed_506_2246                          9         80        11           91 
    U_2_U_S0_add_18_10              add_signed_511_1719_2181                     9         80        11           91 
    U_S20_add_41_16                 add_unsigned_487_2213                        4         21         4           25 
    U_S0_add_41_16                  add_unsigned_487_2214                        4         21         4           25 
  gen_filter[7].U_S0                filter_6_bit_width10_7                     552       3435      1245         4680 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_14        51        363       101          465 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_14         51        363       101          465 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_2014      32        255        60          316 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_1998     24        251        45          295 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_1965      24        251        45          295 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_1625                   49        176        79          255 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_1626                   49        176        79          255 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_14        24        207        45          252 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_1981      20        178        34          212 
    U_4_U_S0_add_18_10              add_signed_511_1665                         32        149        53          201 
