============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  11:16:43 am
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
---------------------------------------------------------
HS65_LSS_XNOR2X12         841    5685.160    CORE65LPSVT 
HS65_LSS_XNOR2X18         118    1227.200    CORE65LPSVT 
HS65_LSS_XNOR2X24           3      37.440    CORE65LPSVT 
HS65_LSS_XNOR2X3           31     128.960    CORE65LPSVT 
HS65_LSS_XNOR2X6         2611   10861.760    CORE65LPSVT 
HS65_LSS_XOR2X17           22     217.360    CORE65LPSVT 
HS65_LSS_XOR2X6          1339    5570.240    CORE65LPSVT 
HS65_LS_AND2X18           731    2660.840    CORE65LPSVT 
HS65_LS_AND2X27           220    1258.400    CORE65LPSVT 
HS65_LS_AND2X35            67     418.080    CORE65LPSVT 
HS65_LS_AND2X4            906    2355.600    CORE65LPSVT 
HS65_LS_AND2X9            618    1928.160    CORE65LPSVT 
HS65_LS_AND3X9             14      50.960    CORE65LPSVT 
HS65_LS_AO112X9           296    1231.360    CORE65LPSVT 
HS65_LS_AO12X18            63     262.080    CORE65LPSVT 
HS65_LS_AO12X27            49     331.240    CORE65LPSVT 
HS65_LS_AO12X35             3      23.400    CORE65LPSVT 
HS65_LS_AO12X9            509    1852.760    CORE65LPSVT 
HS65_LS_AO212X4             1       4.680    CORE65LPSVT 
HS65_LS_AO32X18            11      62.920    CORE65LPSVT 
HS65_LS_AO32X4             22     102.960    CORE65LPSVT 
HS65_LS_AO32X9             21     109.200    CORE65LPSVT 
HS65_LS_AOI112X13           1       8.840    CORE65LPSVT 
HS65_LS_AOI112X9            1       6.240    CORE65LPSVT 
HS65_LS_AOI12X12          516    2683.200    CORE65LPSVT 
HS65_LS_AOI12X17          698    4718.480    CORE65LPSVT 
HS65_LS_AOI12X2            52     135.200    CORE65LPSVT 
HS65_LS_AOI12X23          284    2510.560    CORE65LPSVT 
HS65_LS_AOI12X35           59     767.000    CORE65LPSVT 
HS65_LS_AOI12X46            4      68.640    CORE65LPSVT 
HS65_LS_AOI12X6           184     574.080    CORE65LPSVT 
HS65_LS_AOI13X10          176    1098.240    CORE65LPSVT 
HS65_LS_AOI13X15           84     742.560    CORE65LPSVT 
HS65_LS_AOI13X20           19     227.240    CORE65LPSVT 
HS65_LS_AOI13X31           41     703.560    CORE65LPSVT 
HS65_LS_AOI13X5            12      43.680    CORE65LPSVT 
HS65_LS_AOI13X8             3      18.720    CORE65LPSVT 
HS65_LS_AOI21X12           52     270.400    CORE65LPSVT 
HS65_LS_AOI21X17          134     905.840    CORE65LPSVT 
HS65_LS_AOI21X23           90     795.600    CORE65LPSVT 
HS65_LS_AOI21X35            6      78.000    CORE65LPSVT 
HS65_LS_AOI21X4             7      21.840    CORE65LPSVT 
HS65_LS_AOI21X6            87     271.440    CORE65LPSVT 
HS65_LS_AOI31X15            1       8.840    CORE65LPSVT 
HS65_LS_AOI31X20            1      11.960    CORE65LPSVT 
HS65_LS_AOI31X31            9     154.440    CORE65LPSVT 
HS65_LS_AOI31X41            6     134.160    CORE65LPSVT 
HS65_LS_AOI31X5             1       3.640    CORE65LPSVT 
HS65_LS_AOI32X10            2      15.600    CORE65LPSVT 
HS65_LS_BFX106            127    1518.920    CORE65LPSVT 
HS65_LS_BFX142              1      15.600    CORE65LPSVT 
HS65_LS_BFX18              47     146.640    CORE65LPSVT 
HS65_LS_BFX213              1      22.360    CORE65LPSVT 
HS65_LS_BFX22              11      40.040    CORE65LPSVT 
HS65_LS_BFX27             108     393.120    CORE65LPSVT 
HS65_LS_BFX31               5      26.000    CORE65LPSVT 
HS65_LS_BFX35              48     249.600    CORE65LPSVT 
HS65_LS_BFX44              21     120.120    CORE65LPSVT 
HS65_LS_BFX53              31     193.440    CORE65LPSVT 
HS65_LS_BFX62               9      70.200    CORE65LPSVT 
HS65_LS_BFX71              28     232.960    CORE65LPSVT 
HS65_LS_BFX9                7      14.560    CORE65LPSVT 
HS65_LS_CB4I1X18           32     166.400    CORE65LPSVT 
HS65_LS_CB4I1X27           16     141.440    CORE65LPSVT 
HS65_LS_CB4I1X35            2      18.720    CORE65LPSVT 
HS65_LS_CB4I1X4            10      41.600    CORE65LPSVT 
HS65_LS_CB4I1X9             7      29.120    CORE65LPSVT 
HS65_LS_CB4I6X18           74     384.800    CORE65LPSVT 
HS65_LS_CB4I6X9            33     137.280    CORE65LPSVT 
HS65_LS_CBI4I1X11          62     386.880    CORE65LPSVT 
HS65_LS_CBI4I1X16          21     185.640    CORE65LPSVT 
HS65_LS_CBI4I1X5           83     302.120    CORE65LPSVT 
HS65_LS_CBI4I6X5           11      40.040    CORE65LPSVT 
HS65_LS_CNBFX31             1       6.240    CORE65LPSVT 
HS65_LS_CNIVX103            4      47.840    CORE65LPSVT 
HS65_LS_CNIVX14            11      28.600    CORE65LPSVT 
HS65_LS_CNIVX21            69     215.280    CORE65LPSVT 
HS65_LS_CNIVX27           157     571.480    CORE65LPSVT 
HS65_LS_CNIVX34            34     159.120    CORE65LPSVT 
HS65_LS_CNIVX41            31     161.200    CORE65LPSVT 
HS65_LS_CNIVX45             1       6.240    CORE65LPSVT 
HS65_LS_CNIVX48             9      56.160    CORE65LPSVT 
HS65_LS_CNIVX52             1       6.760    CORE65LPSVT 
HS65_LS_CNIVX55            14      94.640    CORE65LPSVT 
HS65_LS_CNIVX62            96     698.880    CORE65LPSVT 
HS65_LS_CNIVX82            35     345.800    CORE65LPSVT 
HS65_LS_DFPRQNX9          112    1164.800    CORE65LPSVT 
HS65_LS_DFPRQX18          432    4717.440    CORE65LPSVT 
HS65_LS_DFPRQX27          110    1315.600    CORE65LPSVT 
HS65_LS_DFPRQX35            2      24.960    CORE65LPSVT 
HS65_LS_DFPRQX4          1896   19718.400    CORE65LPSVT 
HS65_LS_DFPRQX9            98    1019.200    CORE65LPSVT 
HS65_LS_FA1X18           2851   40028.040    CORE65LPSVT 
HS65_LS_FA1X27           1984   42298.880    CORE65LPSVT 
HS65_LS_FA1X35             11     291.720    CORE65LPSVT 
HS65_LS_FA1X4             853    7984.080    CORE65LPSVT 
HS65_LS_FA1X9            2168   23674.560    CORE65LPSVT 
HS65_LS_HA1X18            266    1936.480    CORE65LPSVT 
HS65_LS_HA1X27             37     442.520    CORE65LPSVT 
HS65_LS_HA1X35             11     148.720    CORE65LPSVT 
HS65_LS_HA1X4             744    3868.800    CORE65LPSVT 
HS65_LS_HA1X9             587    3662.880    CORE65LPSVT 
HS65_LS_IVX106             49     433.160    CORE65LPSVT 
HS65_LS_IVX13               1       2.080    CORE65LPSVT 
HS65_LS_IVX18            4031    8384.480    CORE65LPSVT 
HS65_LS_IVX2                1       1.560    CORE65LPSVT 
HS65_LS_IVX22               3       9.360    CORE65LPSVT 
HS65_LS_IVX27            1900    5928.000    CORE65LPSVT 
HS65_LS_IVX31              47     171.080    CORE65LPSVT 
HS65_LS_IVX35            1635    5951.400    CORE65LPSVT 
HS65_LS_IVX40              12      49.920    CORE65LPSVT 
HS65_LS_IVX44             668    2778.880    CORE65LPSVT 
HS65_LS_IVX49              17      88.400    CORE65LPSVT 
HS65_LS_IVX53             560    2912.000    CORE65LPSVT 
HS65_LS_IVX62              55     314.600    CORE65LPSVT 
HS65_LS_IVX7                3       4.680    CORE65LPSVT 
HS65_LS_IVX71              85     530.400    CORE65LPSVT 
HS65_LS_IVX9             4378    6829.680    CORE65LPSVT 
HS65_LS_MUX21I1X12          9      60.840    CORE65LPSVT 
HS65_LS_MUX21I1X18          4      41.600    CORE65LPSVT 
HS65_LS_MUX21I1X6          54     224.640    CORE65LPSVT 
