============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Mar 03 2020  11:16:43 am
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                          
       Gate         Instances     Area        Library    
HS65_LS_MUX21X18          124     773.760    CORE65LPSVT 
HS65_LS_MUX21X27            5      46.800    CORE65LPSVT 
HS65_LS_MUX21X35            1      10.400    CORE65LPSVT 
HS65_LS_MUX21X9             9      42.120    CORE65LPSVT 
HS65_LS_MUXI21X10          22     183.040    CORE65LPSVT 
HS65_LS_MUXI21X15          15     156.000    CORE65LPSVT 
HS65_LS_MUXI21X2            1       3.640    CORE65LPSVT 
HS65_LS_MUXI21X20           1      14.040    CORE65LPSVT 
HS65_LS_MUXI21X5           55     257.400    CORE65LPSVT 
HS65_LS_NAND2AX14        1773    7375.680    CORE65LPSVT 
HS65_LS_NAND2AX21        1029    5885.880    CORE65LPSVT 
HS65_LS_NAND2AX29         239    1615.640    CORE65LPSVT 
HS65_LS_NAND2AX7         2021    6305.520    CORE65LPSVT 
HS65_LS_NAND2X11           14      50.960    CORE65LPSVT 
HS65_LS_NAND2X14         2850   10374.000    CORE65LPSVT 
HS65_LS_NAND2X21         1517    7888.400    CORE65LPSVT 
HS65_LS_NAND2X29          489    3051.360    CORE65LPSVT 
HS65_LS_NAND2X43          105     928.200    CORE65LPSVT 
HS65_LS_NAND2X5            23      47.840    CORE65LPSVT 
HS65_LS_NAND2X57            8      95.680    CORE65LPSVT 
HS65_LS_NAND2X7          5376   11182.080    CORE65LPSVT 
HS65_LS_NAND3AX13         126     720.720    CORE65LPSVT 
HS65_LS_NAND3AX19         118     920.400    CORE65LPSVT 
HS65_LS_NAND3AX25          11     108.680    CORE65LPSVT 
HS65_LS_NAND3AX6           12      43.680    CORE65LPSVT 
HS65_LS_NAND3X13          161     837.200    CORE65LPSVT 
HS65_LS_NAND3X19           55     371.800    CORE65LPSVT 
HS65_LS_NAND3X25           55     486.200    CORE65LPSVT 
HS65_LS_NAND3X38           22     286.000    CORE65LPSVT 
HS65_LS_NAND3X5            86     223.600    CORE65LPSVT 
HS65_LS_NAND3X50           10     171.600    CORE65LPSVT 
HS65_LS_NAND3X6            43     134.160    CORE65LPSVT 
HS65_LS_NAND4ABX13          5      33.800    CORE65LPSVT 
HS65_LS_NAND4ABX19          1       9.880    CORE65LPSVT 
HS65_LS_NAND4ABX25         11     131.560    CORE65LPSVT 
HS65_LS_NAND4ABX3           9      32.760    CORE65LPSVT 
HS65_LS_NAND4ABX6         101     420.160    CORE65LPSVT 
HS65_LS_NOR2AX13          819    3407.040    CORE65LPSVT 
HS65_LS_NOR2AX19          440    2516.800    CORE65LPSVT 
HS65_LS_NOR2AX25           60     405.600    CORE65LPSVT 
HS65_LS_NOR2AX3          1966    5111.600    CORE65LPSVT 
HS65_LS_NOR2AX6           528    1647.360    CORE65LPSVT 
HS65_LS_NOR2X13          1664    6056.960    CORE65LPSVT 
HS65_LS_NOR2X19           985    5122.000    CORE65LPSVT 
HS65_LS_NOR2X25           423    2639.520    CORE65LPSVT 
HS65_LS_NOR2X38           127    1122.680    CORE65LPSVT 
HS65_LS_NOR2X5              2       4.160    CORE65LPSVT 
HS65_LS_NOR2X50            17     203.320    CORE65LPSVT 
HS65_LS_NOR2X6           3340    6947.200    CORE65LPSVT 
HS65_LS_NOR2X9             46     167.440    CORE65LPSVT 
HS65_LS_NOR3AX13           33     257.400    CORE65LPSVT 
HS65_LS_NOR3AX18           21     207.480    CORE65LPSVT 
HS65_LS_NOR3X4            116     301.600    CORE65LPSVT 
HS65_LS_NOR4ABX4           33     137.280    CORE65LPSVT 
HS65_LS_NOR4ABX9           32     199.680    CORE65LPSVT 
HS65_LS_OA12X18           161     669.760    CORE65LPSVT 
HS65_LS_OA12X27            49     356.720    CORE65LPSVT 
HS65_LS_OA12X35             1       7.800    CORE65LPSVT 
HS65_LS_OA12X9            267     971.880    CORE65LPSVT 
HS65_LS_OA212X9             5      28.600    CORE65LPSVT 
HS65_LS_OAI112X16          25     221.000    CORE65LPSVT 
HS65_LS_OAI112X22          23     287.040    CORE65LPSVT 
HS65_LS_OAI112X33          35     618.800    CORE65LPSVT 
HS65_LS_OAI112X5          127     462.280    CORE65LPSVT 
HS65_LS_OAI12X12          772    4014.400    CORE65LPSVT 
HS65_LS_OAI12X18         1330    8990.800    CORE65LPSVT 
HS65_LS_OAI12X24          378    3341.520    CORE65LPSVT 
HS65_LS_OAI12X3             3       7.800    CORE65LPSVT 
HS65_LS_OAI12X37          220    2860.000    CORE65LPSVT 
HS65_LS_OAI12X49           39     669.240    CORE65LPSVT 
HS65_LS_OAI12X6           485    1513.200    CORE65LPSVT 
HS65_LS_OAI12X9            11      57.200    CORE65LPSVT 
HS65_LS_OAI13X10           58     361.920    CORE65LPSVT 
HS65_LS_OAI13X15           56     495.040    CORE65LPSVT 
HS65_LS_OAI13X20            1      11.960    CORE65LPSVT 
HS65_LS_OAI211X16           1       8.840    CORE65LPSVT 
HS65_LS_OAI212X10           5      41.600    CORE65LPSVT 
HS65_LS_OAI212X3            6      24.960    CORE65LPSVT 
HS65_LS_OAI212X5          117     486.720    CORE65LPSVT 
HS65_LS_OAI21X12           21     109.200    CORE65LPSVT 
HS65_LS_OAI21X18           12      81.120    CORE65LPSVT 
HS65_LS_OAI21X24            3      26.520    CORE65LPSVT 
HS65_LS_OAI21X3           268     696.800    CORE65LPSVT 
HS65_LS_OAI21X37           10     130.000    CORE65LPSVT 
HS65_LS_OAI21X6            34     106.080    CORE65LPSVT 
HS65_LS_OAI22X11           29     180.960    CORE65LPSVT 
HS65_LS_OAI22X17           12     106.080    CORE65LPSVT 
HS65_LS_OAI22X3             1       3.640    CORE65LPSVT 
HS65_LS_OAI22X6           143     520.520    CORE65LPSVT 
HS65_LS_OAI31X10            3      18.720    CORE65LPSVT 
HS65_LS_OAI32X5             8      33.280    CORE65LPSVT 
HS65_LS_OAI32X9             1       7.800    CORE65LPSVT 
HS65_LS_OR2ABX27           26     148.720    CORE65LPSVT 
HS65_LS_OR2ABX9             1       3.640    CORE65LPSVT 
HS65_LS_OR2X18            360    1310.400    CORE65LPSVT 
HS65_LS_OR2X27             66     377.520    CORE65LPSVT 
HS65_LS_OR2X35             54     336.960    CORE65LPSVT 
HS65_LS_OR2X9            1330    4149.600    CORE65LPSVT 
HS65_LS_PAO2X18            72     411.840    CORE65LPSVT 
HS65_LS_PAO2X27            65     642.200    CORE65LPSVT 
HS65_LS_PAO2X35            10     104.000    CORE65LPSVT 
HS65_LS_PAO2X4             11      51.480    CORE65LPSVT 
HS65_LS_PAO2X9            734    3435.120    CORE65LPSVT 
HS65_LS_PAOI2X11          384    2995.200    CORE65LPSVT 
HS65_LS_PAOI2X17          267    2915.640    CORE65LPSVT 
HS65_LS_PAOI2X22          105    1583.400    CORE65LPSVT 
HS65_LS_PAOI2X33            3      65.520    CORE65LPSVT 
HS65_LS_PAOI2X6            76     316.160    CORE65LPSVT 
HS65_LS_XNOR2X18         1752   11843.520    CORE65LPSVT 
HS65_LS_XNOR2X27          135    1404.000    CORE65LPSVT 
HS65_LS_XNOR2X35           96    1098.240    CORE65LPSVT 
HS65_LS_XNOR2X4            83     388.440    CORE65LPSVT 
HS65_LS_XNOR2X9           689    3582.800    CORE65LPSVT 
HS65_LS_XNOR3X18           12     143.520    CORE65LPSVT 
HS65_LS_XNOR3X27            5      85.800    CORE65LPSVT 
HS65_LS_XOR2X18          1997   13499.720    CORE65LPSVT 
HS65_LS_XOR2X27           343    3567.200    CORE65LPSVT 
HS65_LS_XOR2X35           439    5022.160    CORE65LPSVT 
HS65_LS_XOR2X4            323    1511.640    CORE65LPSVT 
HS65_LS_XOR2X9            604    3140.800    CORE65LPSVT 
HS65_LS_XOR3X18            54     617.760    CORE65LPSVT 
---------------------------------------------------------
total                   79929  438607.000                


                                           
     Type      Instances    Area    Area % 
-------------------------------------------
sequential          2650  27960.400    6.4 
inverter           13907  36781.680    8.4 
buffer               445   3049.800    0.7 
logic              62927 370815.120   84.5 
physical_cells         0      0.000    0.0 
-------------------------------------------
total              79929 438607.000  100.0 

