============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 19 2019  10:54:19 pm
  Module:                 FME_INTER_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                        Module                      Cells  Cell Area  Net Area   Total Area 
----------------------------------------------------------------------------------------------------------------------------------------
FME_INTER_4                                                                                     14187      74456     31418       105874 
  U_inter                                       interpolation_bit_width10                        7646      40484     15720        56204 
    csa_tree_PUs_0__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_0__U_F8_U_s3_add_18_10_group_386     130        940       256         1196 
    csa_tree_PUs_0__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_0__U_F8_U_s23_add_18_10_group_384    127        927       250         1178 
    csa_tree_PUs_2__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_2__U_F8_U_s23_add_18_10_group_376    128        924       252         1175 
    csa_tree_PUs_2__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_2__U_F8_U_s3_add_18_10_group_378     128        921       252         1173 
    csa_tree_PUs_1__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_1__U_F8_U_s3_add_18_10_group_382     128        921       252         1173 
    csa_tree_PUs_1__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_1__U_F8_U_s23_add_18_10_group_380    126        901       249         1150 
    csa_tree_PUs_8__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_8__U_F8_U_s23_add_18_10_group_352    132        858       259         1117 
    csa_tree_PUs_5__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_5__U_F8_U_s3_add_18_10_group_366     131        817       259         1076 
    csa_tree_PUs_4__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_4__U_F8_U_s23_add_18_10_group_368    131        817       259         1076 
    csa_tree_PUs_4__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_4__U_F8_U_s3_add_18_10_group_370     131        817       259         1075 
    csa_tree_PUs_3__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_3__U_F8_U_s23_add_18_10_group_372    131        817       259         1075 
    csa_tree_PUs_3__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_3__U_F8_U_s3_add_18_10_group_374     131        817       259         1075 
    csa_tree_PUs_5__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_5__U_F8_U_s23_add_18_10_group_364    131        817       258         1075 
    csa_tree_PUs_7__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_7__U_F8_U_s3_add_18_10_group_358     131        798       257         1055 
    csa_tree_PUs_6__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_6__U_F8_U_s3_add_18_10_group_362     131        798       257         1055 
    csa_tree_PUs_7__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_7__U_F8_U_s23_add_18_10_group_356    132        786       259         1044 
    csa_tree_PUs_6__U_F8_U_s23_add_18_10_groupi csa_tree_PUs_6__U_F8_U_s23_add_18_10_group_360    132        786       259         1044 
    csa_tree_PUs_8__U_F8_U_s3_add_18_10_groupi  csa_tree_PUs_8__U_F8_U_s3_add_18_10_group_354     127        790       252         1042 
    csa_tree_PUs_4__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_4__U_F8_U_S2_add_18_16_group_424      92        516       167          684 
    csa_tree_PUs_1__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_1__U_F8_U_S22_add_18_16_group_434     85        523       157          680 
    csa_tree_PUs_0__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_0__U_F8_U_S2_add_18_16_group_440      91        508       165          672 
    csa_tree_PUs_5__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_5__U_F8_U_S22_add_18_16_group_418     90        506       164          670 
    csa_tree_PUs_5__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_5__U_F8_U_S2_add_18_16_group_420      90        506       164          670 
    csa_tree_PUs_4__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_4__U_F8_U_S22_add_18_16_group_422     90        506       164          670 
    csa_tree_PUs_3__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_3__U_F8_U_S22_add_18_16_group_426     90        506       164          670 
    csa_tree_PUs_3__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_3__U_F8_U_S2_add_18_16_group_428      90        506       164          670 
    csa_tree_PUs_0__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_0__U_F8_U_S22_add_18_16_group_438     85        513       157          670 
    csa_tree_PUs_7__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_7__U_F8_U_S22_add_18_16_group_410     90        495       165          660 
    csa_tree_PUs_6__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_6__U_F8_U_S22_add_18_16_group_414     90        495       165          660 
    csa_tree_PUs_2__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_2__U_F8_U_S2_add_18_16_group_432      87        496       160          655 
    csa_tree_PUs_8__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_8__U_F8_U_S22_add_18_16_group_406     89        492       162          654 
    csa_tree_PUs_1__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_1__U_F8_U_S2_add_18_16_group_436      86        496       158          654 
    csa_tree_PUs_2__U_F8_U_S22_add_18_16_groupi csa_tree_PUs_2__U_F8_U_S22_add_18_16_group_430     86        491       158          650 
    csa_tree_PUs_7__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_7__U_F8_U_S2_add_18_16_group_412      85        491       157          648 
    csa_tree_PUs_6__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_6__U_F8_U_S2_add_18_16_group_416      85        491       157          648 
    csa_tree_PUs_8__U_F8_U_S2_add_18_16_groupi  csa_tree_PUs_8__U_F8_U_S2_add_18_16_group_408      86        487       158          645 
