============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Jan 27 2020  11:17:14 pm
  Module:                 INTER_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

              Instance                               Module                  Cells  Cell Area  Net Area   Total Area 
---------------------------------------------------------------------------------------------------------------------
INTER_6                                                                      49326     233857    105867       339724 
  gen_filter[1].U_S0                filter_6_bit_width10_1                    1440       6554      2886         9439 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3889     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_1        104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_1         104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_1         93        455       180          635 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_3857     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_3792      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_3824      81        349       140          489 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_3203                   77        340       129          469 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_3204                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_927_3333                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_927_3332                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_3625                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_3626                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_4335                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_4336                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_922_3465                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_922_3464                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_927_3335_4400                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_927_3335_4401                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_903_4530                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_903_4531                        5         24         4           29 
  gen_filter[31].U_S0               filter_6_bit_width10_31                   1440       6553      2886         9439 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3913     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_25       104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_25        104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_25        93        453       180          633 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_3881     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_3816      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_3848      81        349       140          489 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_3156                   77        341       129          470 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_3155                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_927_3237                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_927_3236                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_3577                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_3578                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_4287                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_4288                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_922_3417                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_922_3416                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_927_3335_4352                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_927_3335_4353                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_903_4482                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_903_4483                        5         24         4           29 
  gen_filter[0].U_S0                filter_6_bit_width10                      1442       6546      2891         9437 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3888     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43          104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45           104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37           93        455       180          635 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_3856     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_3791      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_3823      81        349       140          489 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_3205                   77        340       129          469 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168                        77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_927                              76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_927_3336                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_3627                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32                         68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_4337                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10                         75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_922                              50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_922_3466                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_927_3335_4402                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_927_3335                         32        149        44          193 
    U_S20_add_41_16                 add_unsigned_903_4532                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_903                             5         24         4           29 
  gen_filter[32].U_S0               filter_6_bit_width10_32                   1440       6541      2886         9427 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3914     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_26       104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_26        104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_26        93        453       180          633 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_3882     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_3817      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_3849      81        349       140          489 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_3154                   77        341       129          470 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_3153                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_927_3233                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_927_3232                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_3575                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_3576                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_4285                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_4286                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_922_3415                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_922_3414                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_927_3335_4350                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_927_3335_4351                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_903_4480                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_903_4481                        5         24         4           29 
  gen_filter[26].U_S0               filter_6_bit_width10_26                   1436       6530      2868         9398 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3907     103        610       185          795 
    csa_tree_U_S25_add_18_10_groupi csa_tree_U_S25_add_18_10_group_43_19       104        585       207          792 
    csa_tree_U_S5_add_18_10_groupi  csa_tree_U_S5_add_18_10_group_45_19        104        585       207          792 
    csa_tree_U_S15_add_41_16_groupi csa_tree_U_S15_add_41_16_group_37_19        93        455       180          635 
    csa_tree_U_S23_add_18_10_groupi csa_tree_U_S23_add_18_10_group_530_3875     60        419       111          530 
    csa_tree_U_S3_add_18_10_groupi  csa_tree_U_S3_add_18_10_group_532_3810      60        419       111          530 
    csa_tree_U_S13_add_18_10_groupi csa_tree_U_S13_add_18_10_group_41_3842      81        349       140          489 
    addinc_U_0_U_S0_add_18_16       add_signed_carry_168_3168                   77        341       129          470 
    addinc_U_5_U_S0_add_18_16       add_signed_carry_168_3167                   77        340       129          469 
    U_4_U_S0_add_18_10              add_signed_927_3261                         76        281       127          409 
    U_1_U_S0_add_18_10              add_signed_927_3260                         76        281       127          409 
    addinc_U_4_U_S1_add_18_16       add_signed_carry_32_3589                    68        291       111          402 
    addinc_U_1_U_S1_add_18_16       add_signed_carry_32_3590                    68        291       111          402 
    addinc_U_S22_add_18_16          add_signed_carry_10_4299                    75        229       124          353 
    addinc_U_S2_add_18_16           add_signed_carry_10_4300                    75        229       124          353 
    U_3_U_S1_add_18_10              add_signed_922_3429                         50        170        78          248 
    U_2_U_S1_add_18_10              add_signed_922_3428                         50        170        78          248 
    U_3_U_S0_add_18_10              add_signed_927_3335_4364                    32        149        44          193 
    U_2_U_S0_add_18_10              add_signed_927_3335_4365                    32        149        44          193 
    U_S20_add_41_16                 add_unsigned_903_4494                        5         24         4           29 
    U_S0_add_41_16                  add_unsigned_903_4495                        5         24         4           29 
  gen_filter[22].U_S0               filter_6_bit_width10_22                   1436       6530      2868         9398 
    csa_tree_U_S14_add_18_10_groupi csa_tree_U_S14_add_18_10_group_39_3903     103        610       185          795 
